episode,density,mean_return,group_std,mean_queue,mean_wait,throughput,mean_loss,mean_vf_loss,entropy_coef,lr
0,heavy,-7.7274,5.3860,7.0574,131.2338,402,-0.034887,0.885611,0.050000,3.00e-04
1,heavy,-7.3505,4.9097,6.9153,127.1449,445,-0.034935,0.684173,0.049992,3.00e-04
2,moderate,-4.5661,1.2160,2.2680,37.5080,162,-0.035093,0.642261,0.049985,3.00e-04
3,heavy,-7.4640,5.4220,7.0839,129.8951,415,-0.034794,0.530019,0.049977,3.00e-04
4,light,-3.4205,0.6722,0.4396,6.5063,85,-0.035862,0.907758,0.049970,3.00e-04
5,light,-3.6746,0.9858,0.4645,6.9709,83,-0.035362,0.734856,0.049962,3.00e-04
6,light,-3.0203,1.1595,0.4505,6.8016,87,-0.034040,0.596333,0.049955,3.00e-04
7,moderate,-2.7162,2.3337,2.2261,36.5634,184,-0.031250,0.388307,0.049947,3.00e-04
8,moderate,-2.3353,2.6617,2.4587,41.4680,181,-0.028573,0.317508,0.049940,3.00e-04
9,light,-1.5942,0.9863,0.4228,6.2402,80,-0.026761,0.733729,0.049932,3.00e-04
10,light,-1.6705,1.0529,0.4761,7.8525,77,-0.025908,0.873933,0.049925,3.00e-04
11,light,-1.5896,0.8716,0.4932,8.2906,81,-0.024655,0.793470,0.049917,3.00e-04
12,moderate,-1.4302,1.3854,1.9069,34.1634,183,-0.025369,0.448598,0.049910,3.00e-04
13,heavy,-5.0599,5.3317,7.3811,153.4158,393,-0.026448,1.258921,0.049902,3.00e-04
14,heavy,-5.1123,5.6018,7.5249,159.0267,400,-0.026257,0.880530,0.049895,3.00e-04
15,heavy,-5.2234,5.5820,7.3152,151.8309,420,-0.028038,0.543625,0.049887,3.00e-04
16,light,-1.9489,1.0784,0.4971,8.1090,79,-0.027631,1.152913,0.049880,3.00e-04
17,light,-1.8196,1.1843,0.4539,7.1775,86,-0.027246,0.764089,0.049872,3.00e-04
18,heavy,-5.5345,6.0039,7.3034,141.3976,405,-0.025637,0.575297,0.049865,3.00e-04
19,light,-1.6346,1.0541,0.4964,8.3497,74,-0.025252,0.705987,0.049857,3.00e-04
20,light,-1.5672,0.8811,0.4614,7.3774,78,-0.023860,0.599018,0.049850,3.00e-04
21,heavy,-5.0857,5.6976,7.2330,146.0701,425,-0.022592,0.646774,0.049842,3.00e-04
22,heavy,-5.1089,5.6623,7.3033,147.5304,385,-0.024583,0.525571,0.049835,3.00e-04
23,moderate,-1.6110,1.6771,2.2025,39.5099,188,-0.023934,0.426144,0.049827,3.00e-04
24,moderate,-1.7170,1.8660,2.2066,37.0945,184,-0.024218,0.298831,0.049820,3.00e-04
25,light,-1.3728,1.0257,0.4557,7.2630,88,-0.023381,0.688995,0.049812,3.00e-04
26,moderate,-1.5047,1.8112,2.2832,39.9139,189,-0.021928,0.300942,0.049805,3.00e-04
27,moderate,-1.7464,1.7492,2.3202,42.0131,175,-0.024062,0.246889,0.049797,3.00e-04
28,light,-1.8095,1.2279,0.4772,7.6427,81,-0.023846,0.669243,0.049790,3.00e-04
29,heavy,-5.0387,6.3241,7.1980,136.9591,429,-0.023798,0.651604,0.049782,3.00e-04
30,light,-1.4753,1.2357,0.4676,7.2609,90,-0.023284,0.538151,0.049775,3.00e-04
31,light,-1.6469,1.1395,0.4420,6.8009,82,-0.025182,0.520500,0.049767,3.00e-04
32,heavy,-4.8049,5.9989,6.9723,140.5783,415,-0.022538,0.668439,0.049760,3.00e-04
33,light,-1.4984,1.1695,0.4728,7.1674,85,-0.022985,0.544846,0.049752,3.00e-04
34,moderate,-1.1610,1.6697,2.0635,34.8395,183,-0.023455,0.436504,0.049745,3.00e-04
35,light,-1.3410,1.2328,0.4584,7.1190,70,-0.021209,0.694167,0.049737,3.00e-04
36,light,-1.0629,1.1484,0.4554,6.8276,85,-0.019834,0.551661,0.049730,3.00e-04
37,moderate,-1.4116,1.9327,2.2355,38.6016,177,-0.020538,0.368867,0.049722,3.00e-04
38,heavy,-4.5655,5.7541,7.1897,142.6042,397,-0.019738,0.663928,0.049715,3.00e-04
39,light,-1.0341,1.0296,0.4559,7.0375,75,-0.020535,0.591593,0.049707,3.00e-04
40,heavy,-4.3474,5.5179,7.2073,143.0006,439,-0.020911,0.495758,0.049700,3.00e-04
41,moderate,-1.5121,1.8163,2.3256,42.0012,170,-0.021465,0.488374,0.049692,3.00e-04
42,heavy,-4.9245,5.6167,7.0315,139.5492,407,-0.022820,0.396820,0.049685,3.00e-04
43,light,-1.5485,1.3612,0.5044,8.3252,73,-0.022786,0.660424,0.049677,3.00e-04
44,moderate,-1.8854,2.0243,2.3521,39.6105,173,-0.023518,0.333793,0.049670,3.00e-04
45,light,-1.6696,1.5232,0.4656,7.2080,73,-0.023115,0.500786,0.049662,3.00e-04
46,moderate,-1.5871,2.0037,2.2778,39.1351,180,-0.020742,0.295763,0.049655,3.00e-04
47,light,-1.1310,1.1684,0.4807,7.5309,68,-0.019403,0.365928,0.049647,3.00e-04
48,moderate,-1.1012,1.7534,1.9943,32.9825,175,-0.018957,0.319215,0.049640,3.00e-04
49,light,-0.5767,0.7457,0.4768,7.6918,76,-0.016709,0.277607,0.049632,3.00e-04
50,moderate,-0.7945,1.5379,2.1751,38.0568,158,-0.015177,0.381490,0.049625,3.00e-04
51,moderate,-0.4985,1.6871,2.2343,39.4553,173,-0.015657,0.295338,0.049617,3.00e-04
52,moderate,-0.5662,1.6024,2.3701,42.8808,178,-0.014582,0.201137,0.049610,3.00e-04
53,heavy,-4.3234,5.7200,7.3212,144.5610,409,-0.017665,0.561265,0.049602,3.00e-04
54,heavy,-4.2344,5.5853,7.2377,155.5314,427,-0.017882,0.412940,0.049595,3.00e-04
55,light,-0.8784,0.8747,0.4611,7.1721,71,-0.017068,1.249283,0.049587,3.00e-04
56,moderate,-1.0489,1.6509,2.2345,40.9045,185,-0.019256,0.466901,0.049580,3.00e-04
57,light,-0.9453,1.0998,0.5056,9.1886,83,-0.018231,0.905714,0.049572,3.00e-04
58,moderate,-1.3708,1.7415,2.1890,37.2129,170,-0.019784,0.309267,0.049565,3.00e-04
59,moderate,-1.2803,1.3088,2.0486,34.3925,186,-0.019930,0.285981,0.049557,3.00e-04
60,moderate,-1.3923,1.6131,2.0914,35.5407,181,-0.020164,0.199470,0.049550,3.00e-04
61,heavy,-4.7860,5.6959,7.2321,143.8776,426,-0.021814,0.879817,0.049542,3.00e-04
62,moderate,-1.6217,1.7425,2.0900,35.6483,173,-0.021369,0.168614,0.049535,3.00e-04
63,heavy,-5.0091,5.9521,7.2500,140.5089,409,-0.022659,0.591677,0.049527,3.00e-04
64,light,-1.3072,1.1576,0.4581,7.0027,68,-0.019815,0.729033,0.049520,3.00e-04
65,heavy,-5.0901,5.5608,7.2549,139.0646,379,-0.020229,0.413420,0.049512,3.00e-04
66,light,-1.0859,1.1900,0.4602,6.9414,73,-0.019239,0.616225,0.049505,3.00e-04
67,moderate,-1.1589,1.6226,2.2153,37.5143,187,-0.021185,0.347473,0.049497,3.00e-04
68,light,-1.2097,1.3650,0.4426,6.4994,79,-0.020558,0.523029,0.049490,3.00e-04
69,moderate,-1.4264,2.0016,2.0126,33.3360,167,-0.020018,0.274909,0.049482,3.00e-04
70,moderate,-1.6250,2.1139,2.0944,33.9317,173,-0.020288,0.257903,0.049475,3.00e-04
71,heavy,-4.6976,5.6390,7.3163,143.6982,419,-0.020005,0.669456,0.049467,3.00e-04
72,light,-1.2315,1.5176,0.4632,7.1862,80,-0.018122,0.647613,0.049460,3.00e-04
73,moderate,-1.4718,1.8781,1.9210,31.4178,167,-0.019958,0.194843,0.049452,3.00e-04
74,moderate,-0.9486,1.6429,1.7736,28.7694,177,-0.017494,0.133773,0.049445,3.00e-04
75,moderate,-0.8211,1.8116,1.9685,34.4454,197,-0.016445,0.121634,0.049437,3.00e-04
76,moderate,-0.8770,1.7438,1.9478,31.9118,161,-0.014521,0.112321,0.049430,3.00e-04
77,moderate,-0.5766,1.6682,1.7757,28.3358,184,-0.014137,0.128353,0.049422,3.00e-04
78,moderate,-0.5884,1.7151,1.9154,32.4210,177,-0.013212,0.122653,0.049415,3.00e-04
79,heavy,-4.3648,6.3701,7.3215,144.5659,427,-0.014928,0.815848,0.049407,3.00e-04
80,heavy,-4.1464,6.0069,7.3655,147.9976,401,-0.015558,0.579568,0.049400,3.00e-04
81,light,-0.5615,1.0041,0.4714,7.7142,77,-0.014366,0.755148,0.049392,3.00e-04
82,light,-0.5489,0.7521,0.4726,7.2165,77,-0.013597,0.668958,0.049385,3.00e-04
83,moderate,-0.4695,1.3805,1.9695,33.2268,169,-0.013684,0.402732,0.049377,3.00e-04
84,heavy,-4.0449,5.8493,7.5355,160.7281,426,-0.015961,0.415360,0.049370,3.00e-04
85,heavy,-4.5241,5.5227,7.3535,149.5519,415,-0.018123,0.362043,0.049362,3.00e-04
86,moderate,-0.8731,1.1487,1.9022,33.9282,172,-0.016461,0.415836,0.049355,3.00e-04
87,light,-0.5459,0.6657,0.4650,7.1922,75,-0.013923,0.881202,0.049347,3.00e-04
88,light,-0.4142,0.4651,0.4508,6.7186,83,-0.014152,0.748639,0.049340,3.00e-04
89,moderate,-0.5228,0.9383,1.9049,31.2434,184,-0.013194,0.295371,0.049332,3.00e-04
90,light,-0.6903,0.7830,0.4711,7.5434,74,-0.014202,0.556317,0.049325,3.00e-04
91,heavy,-3.7135,5.0843,7.3508,147.8945,431,-0.014710,1.004335,0.049317,3.00e-04
92,light,-0.5480,0.7096,0.4618,7.1065,73,-0.012929,0.459329,0.049310,3.00e-04
93,light,-0.4667,0.7575,0.4466,6.8753,62,-0.012767,0.394681,0.049302,3.00e-04
94,heavy,-3.4718,5.5319,7.4179,148.7655,438,-0.010609,0.950644,0.049295,3.00e-04
95,heavy,-3.7447,5.6123,7.4925,153.7220,411,-0.010578,0.710125,0.049287,3.00e-04
96,light,-0.1775,0.6884,0.4305,6.6655,69,-0.008664,0.612069,0.049280,3.00e-04
97,moderate,-0.2788,1.6267,1.8357,28.9758,162,-0.009093,0.282347,0.049272,3.00e-04
98,heavy,-3.8002,5.6710,7.4868,155.0036,415,-0.010577,0.532857,0.049265,3.00e-04
99,light,-0.2281,0.8905,0.4819,7.7065,84,-0.011377,0.503246,0.049257,3.00e-04
100,light,-0.1971,0.8149,0.4402,6.6878,77,-0.009211,0.649118,0.049250,3.00e-04
101,heavy,-3.7295,5.2929,7.4563,153.6608,418,-0.011123,0.556921,0.049242,3.00e-04
102,light,-0.4542,0.7414,0.4929,8.0266,70,-0.010247,0.436790,0.049235,3.00e-04
103,heavy,-3.4660,5.3115,7.4062,149.2640,414,-0.010825,0.563626,0.049227,3.00e-04
104,light,-0.2611,0.6551,0.4734,7.3860,62,-0.009515,0.377992,0.049220,3.00e-04
105,moderate,-0.0511,1.1340,1.9083,32.7408,173,-0.010290,0.350768,0.049212,3.00e-04
106,heavy,-3.8659,5.5234,7.5159,158.8563,422,-0.011018,0.539260,0.049205,3.00e-04
107,light,-0.0566,0.4383,0.4816,7.6911,74,-0.009958,0.409312,0.049197,3.00e-04
108,moderate,-0.2670,1.5667,1.9076,31.6286,182,-0.009098,0.236774,0.049190,3.00e-04
109,light,-0.2910,0.8414,0.4883,8.2165,68,-0.008457,0.432714,0.049182,3.00e-04
110,heavy,-3.7356,5.3882,7.4011,150.6267,412,-0.010276,0.570186,0.049175,3.00e-04
111,heavy,-3.6763,5.3348,7.6062,157.6921,435,-0.010851,0.579650,0.049167,3.00e-04
112,heavy,-3.8541,5.3424,7.5077,150.8917,430,-0.010834,0.423566,0.049160,3.00e-04
113,heavy,-3.8966,5.3337,7.5083,155.1540,418,-0.012038,0.350763,0.049152,3.00e-04
114,moderate,-0.5119,1.1756,1.9186,32.8295,170,-0.011176,0.485670,0.049145,3.00e-04
115,moderate,-0.4316,1.3436,1.9906,33.0130,177,-0.011590,0.407539,0.049137,3.00e-04
116,moderate,-0.4949,1.1661,1.8613,31.6594,170,-0.011821,0.279119,0.049130,3.00e-04
117,light,-0.6063,0.9144,0.4865,8.1444,80,-0.011080,0.746758,0.049122,3.00e-04
118,moderate,-0.4197,1.3130,1.8214,30.0963,175,-0.011615,0.255157,0.049115,3.00e-04
119,moderate,-0.5875,1.2454,1.7745,28.3617,161,-0.011497,0.208390,0.049107,3.00e-04
120,moderate,-0.5387,1.4533,1.8385,29.9185,173,-0.010708,0.215370,0.049100,3.00e-04
121,heavy,-4.2499,5.3844,7.3289,145.2447,408,-0.011235,0.758237,0.049092,3.00e-04
122,heavy,-4.1178,5.5013,7.5960,157.5380,404,-0.011504,0.549860,0.049085,3.00e-04
123,heavy,-3.9453,5.3449,7.3285,148.9437,417,-0.011820,0.360320,0.049077,3.00e-04
124,light,-0.6536,1.5543,0.4542,7.1084,67,-0.010178,0.796901,0.049070,3.00e-04
125,heavy,-4.3076,5.6127,7.4148,151.8027,409,-0.012409,0.323983,0.049062,3.00e-04
126,light,-0.7230,1.5599,0.4782,7.4761,74,-0.009877,0.685293,0.049055,3.00e-04
127,heavy,-4.3277,5.4298,7.2826,149.2205,402,-0.011146,0.312350,0.049047,3.00e-04
128,light,-0.5211,1.3954,0.4626,7.1650,72,-0.008937,0.601875,0.049040,3.00e-04
129,light,-0.5002,1.3247,0.4711,7.5789,78,-0.008792,0.491708,0.049032,3.00e-04
130,moderate,-0.7844,1.9899,1.8543,31.2123,171,-0.009560,0.221250,0.049025,3.00e-04
131,moderate,-0.5649,1.8832,1.8471,30.3736,176,-0.009339,0.168417,0.049017,3.00e-04
132,light,-0.6574,1.5397,0.4614,7.1553,66,-0.009545,0.352592,0.049010,3.00e-04
133,moderate,-0.7902,1.7234,1.7590,27.5743,167,-0.011009,0.167812,0.049002,3.00e-04
134,heavy,-4.1522,5.3214,7.3766,156.0220,409,-0.010429,0.853668,0.048995,3.00e-04
135,moderate,-0.4442,1.6399,1.8444,30.7200,174,-0.008769,0.119981,0.048987,3.00e-04
136,moderate,-0.7825,1.7792,1.9490,32.7563,169,-0.009534,0.121649,0.048980,3.00e-04
137,light,-0.5151,1.0958,0.4894,7.9810,66,-0.008417,0.357968,0.048972,3.00e-04
138,heavy,-3.9853,5.3423,7.3062,157.8598,426,-0.011132,0.755870,0.048965,3.00e-04
139,heavy,-4.2061,5.3777,7.2816,152.3765,418,-0.011076,0.648723,0.048957,3.00e-04
140,moderate,-0.7806,1.6965,1.8135,29.6458,168,-0.011128,0.147194,0.048950,3.00e-04
141,heavy,-4.4795,5.6669,7.3185,160.7386,422,-0.012090,0.435589,0.048942,3.00e-04
142,heavy,-4.5233,5.5840,7.4439,159.2156,417,-0.011767,0.377670,0.048935,3.00e-04
143,heavy,-4.4530,5.7529,7.2955,148.1190,421,-0.012720,0.330088,0.048927,3.00e-04
144,heavy,-4.3938,5.4997,7.3074,151.7336,416,-0.012875,0.255234,0.048920,3.00e-04
145,moderate,-0.7090,1.6630,1.7529,29.6995,164,-0.010981,0.548004,0.048912,3.00e-04
146,moderate,-1.0119,1.7566,1.8756,30.0369,160,-0.011399,0.449186,0.048905,3.00e-04
147,heavy,-4.4470,5.6434,7.1371,156.6025,412,-0.014467,0.354726,0.048897,3.00e-04
148,heavy,-4.4133,5.6732,7.2218,148.1193,429,-0.014129,0.367894,0.048890,3.00e-04
149,moderate,-0.9427,2.1236,1.9803,32.6848,176,-0.012568,0.343176,0.048882,3.00e-04
150,light,-1.0673,1.6084,0.4728,7.5629,70,-0.012122,0.676530,0.048875,3.00e-04
151,light,-0.7906,1.3659,0.4621,7.0882,70,-0.011699,0.505635,0.048867,3.00e-04
152,heavy,-4.1431,5.9038,7.2323,150.4003,415,-0.013275,0.575113,0.048860,3.00e-04
153,moderate,-0.6034,1.9577,1.9237,31.7572,170,-0.010392,0.252496,0.048852,3.00e-04
154,moderate,-0.6658,2.1171,1.8478,29.8373,153,-0.008990,0.193003,0.048845,3.00e-04
155,heavy,-4.0641,5.9252,7.1903,151.8385,423,-0.011324,0.525948,0.048837,3.00e-04
156,moderate,-0.2211,1.8813,1.8995,31.7378,189,-0.008672,0.162104,0.048830,3.00e-04
157,moderate,-0.5108,2.2020,1.8943,31.7847,186,-0.009635,0.141976,0.048822,3.00e-04
158,light,-0.4710,1.3617,0.4475,6.7887,71,-0.008835,0.320185,0.048815,3.00e-04
159,heavy,-3.9079,5.8391,7.2567,147.8114,414,-0.011860,0.748042,0.048807,2.99e-04
160,heavy,-4.0574,5.9103,7.2593,154.0456,424,-0.012944,0.637027,0.048800,2.99e-04
161,heavy,-4.3355,5.9046,7.1227,148.7439,407,-0.013796,0.438062,0.048792,2.99e-04
162,heavy,-4.4588,6.1055,7.2106,153.3711,416,-0.014383,0.342013,0.048785,2.99e-04
163,light,-0.8479,1.4257,0.4814,7.6824,81,-0.011883,0.729803,0.048777,2.99e-04
164,heavy,-4.4973,6.0829,7.3214,153.8196,420,-0.014510,0.307202,0.048770,2.99e-04
165,light,-0.6160,1.1238,0.4578,7.2289,74,-0.012029,0.701468,0.048762,2.99e-04
166,heavy,-4.3331,5.6005,7.3148,155.7047,449,-0.015082,0.321659,0.048755,2.99e-04
167,moderate,-0.9322,2.0603,1.8898,30.4048,170,-0.013756,0.402545,0.048747,2.99e-04
168,moderate,-0.8427,1.9773,1.8332,30.4741,172,-0.014277,0.323060,0.048740,2.99e-04
169,light,-1.0556,1.6075,0.4450,6.9528,70,-0.012504,0.683879,0.048732,2.99e-04
170,light,-0.9957,1.4661,0.4481,7.1078,66,-0.012802,0.588219,0.048725,2.99e-04
171,moderate,-1.0498,2.0905,1.9555,32.3085,175,-0.011039,0.458947,0.048717,2.99e-04
172,light,-1.0014,1.9187,0.4608,7.4105,71,-0.011152,0.645204,0.048710,2.99e-04
173,heavy,-4.3582,5.3345,7.2917,149.6819,430,-0.013965,0.788603,0.048702,2.99e-04
174,light,-0.9224,1.8848,0.4668,7.5840,78,-0.012846,0.527523,0.048695,2.99e-04
175,moderate,-0.8746,1.9618,1.8302,29.2909,172,-0.012526,0.257432,0.048687,2.99e-04
176,moderate,-0.7131,1.8062,1.9158,30.9034,178,-0.012250,0.190967,0.048680,2.99e-04
177,heavy,-4.4864,5.5970,7.2999,149.0629,411,-0.012168,0.560440,0.048672,2.99e-04
178,heavy,-4.3568,5.5945,7.2753,150.6567,420,-0.012269,0.447398,0.048665,2.99e-04
179,moderate,-0.7428,2.1020,1.8674,31.3394,160,-0.010109,0.200782,0.048657,2.99e-04
180,heavy,-4.0442,5.6030,7.2851,149.2985,421,-0.012913,0.333361,0.048650,2.99e-04
181,heavy,-4.1203,5.6763,7.2966,149.2974,450,-0.013613,0.299249,0.048642,2.99e-04
182,heavy,-4.3412,5.9571,7.0958,145.1533,426,-0.013871,0.302948,0.048635,2.99e-04
183,light,-0.9722,1.8022,0.4608,7.1732,79,-0.010925,0.793498,0.048627,2.99e-04
184,light,-0.8498,1.6343,0.4557,6.9256,63,-0.011242,0.735367,0.048620,2.99e-04
185,light,-0.6359,1.4797,0.4411,6.6854,78,-0.011333,0.522620,0.048612,2.99e-04
186,light,-0.6620,1.3650,0.4572,7.1290,63,-0.010349,0.353486,0.048605,2.99e-04
187,light,-0.8660,1.7196,0.4369,6.5964,66,-0.009921,0.300814,0.048597,2.99e-04
188,moderate,-0.7395,2.1042,1.9313,31.1253,174,-0.010672,0.327290,0.048590,2.99e-04
189,light,-0.5470,1.4456,0.4826,8.1390,79,-0.010133,0.186895,0.048582,2.99e-04
190,heavy,-4.5902,5.6899,7.1230,150.1631,426,-0.014046,0.725829,0.048575,2.99e-04
191,heavy,-4.7264,5.9147,7.2974,154.1984,407,-0.014609,0.624195,0.048567,2.99e-04
192,light,-0.8577,1.4582,0.4835,7.9316,69,-0.012002,0.266196,0.048560,2.99e-04
193,heavy,-4.9487,5.7904,7.2258,149.8228,420,-0.016105,0.506514,0.048552,2.99e-04
194,moderate,-0.8624,2.1301,1.9942,32.8916,180,-0.012441,0.279281,0.048545,2.99e-04
195,light,-0.8592,1.4650,0.4472,6.8922,73,-0.012810,0.313097,0.048537,2.99e-04
196,light,-1.0531,1.4497,0.4466,6.8529,65,-0.013384,0.321553,0.048530,2.99e-04
197,moderate,-0.9626,2.2161,1.8541,30.1580,168,-0.012649,0.207503,0.048522,2.99e-04
198,light,-0.9712,1.5546,0.4378,6.6455,65,-0.012845,0.184067,0.048515,2.99e-04
199,light,-0.9183,1.5311,0.4635,7.4796,77,-0.012438,0.184890,0.048507,2.99e-04
200,heavy,-4.5296,5.9070,7.1225,142.9086,447,-0.015679,0.826052,0.048500,2.99e-04
201,light,-0.9056,1.7724,0.4720,7.4275,78,-0.011719,0.150684,0.048492,2.99e-04
202,heavy,-4.8292,5.9519,7.2200,150.0819,424,-0.015333,0.627738,0.048485,2.99e-04
203,moderate,-1.0084,2.0584,1.9470,31.8880,177,-0.012004,0.223453,0.048477,2.99e-04
204,heavy,-4.9841,5.7751,7.1931,143.3756,404,-0.015230,0.460403,0.048470,2.99e-04
205,heavy,-4.9319,5.8960,7.1591,145.4126,430,-0.015868,0.383761,0.048462,2.99e-04
206,light,-1.0733,1.6441,0.4581,7.1798,63,-0.012484,0.553754,0.048455,2.99e-04
207,heavy,-5.0896,5.8024,7.2652,147.5693,431,-0.017599,0.314897,0.048447,2.99e-04
208,moderate,-0.9959,1.5781,1.7931,29.5360,184,-0.014694,0.371056,0.048440,2.99e-04
209,moderate,-1.1983,1.7047,1.7866,28.8214,170,-0.015103,0.314035,0.048432,2.99e-04
210,heavy,-5.4298,5.3870,7.2279,150.7161,423,-0.020934,0.481876,0.048425,2.99e-04
211,light,-1.5465,1.6502,0.4623,7.3576,71,-0.015721,0.573325,0.048417,2.99e-04
212,moderate,-1.4261,1.8054,1.9426,31.7423,167,-0.016347,0.191761,0.048410,2.99e-04
213,moderate,-1.3711,1.8135,1.8135,29.1369,175,-0.017306,0.146575,0.048402,2.99e-04
214,moderate,-1.1054,1.6239,1.7696,28.5114,164,-0.015013,0.098752,0.048395,2.99e-04
215,heavy,-4.9373,5.5742,7.2658,148.1830,446,-0.017429,0.743708,0.048387,2.99e-04
216,light,-1.0010,1.4206,0.4908,8.0814,72,-0.013292,0.358269,0.048380,2.99e-04
217,heavy,-4.8771,5.5894,7.1488,149.4786,403,-0.016820,0.566699,0.048372,2.99e-04
218,heavy,-4.8854,5.9663,7.2076,146.7129,413,-0.015877,0.437449,0.048365,2.99e-04
219,moderate,-0.8018,1.7443,1.7642,27.8822,172,-0.013089,0.223516,0.048357,2.99e-04
220,moderate,-1.0118,1.8981,1.9673,32.8492,163,-0.012509,0.194110,0.048350,2.99e-04
221,heavy,-4.4663,5.8275,7.3024,145.6996,416,-0.015355,0.380872,0.048342,2.99e-04
222,moderate,-0.7030,2.0862,1.9617,32.3139,179,-0.011716,0.172867,0.048335,2.99e-04
223,heavy,-4.3952,5.8483,7.1147,140.8569,447,-0.015118,0.364804,0.048327,2.99e-04
224,light,-0.8428,1.6908,0.4393,6.6982,82,-0.012434,0.453479,0.048320,2.99e-04
225,light,-0.8454,1.5716,0.4584,7.2219,69,-0.012596,0.369276,0.048312,2.99e-04
226,light,-0.6245,1.3797,0.4620,7.0602,73,-0.011600,0.232703,0.048305,2.99e-04
227,moderate,-0.5951,1.9336,1.9092,31.0088,172,-0.010973,0.312492,0.048297,2.99e-04
228,heavy,-4.2444,5.5424,7.2433,145.6729,421,-0.014322,0.695296,0.048290,2.99e-04
229,heavy,-4.5589,5.9494,7.3819,150.7442,412,-0.014020,0.535920,0.048282,2.99e-04
230,moderate,-0.6129,1.7231,1.8407,30.1108,177,-0.012131,0.183958,0.048275,2.99e-04
231,light,-0.8592,1.3290,0.4523,7.1762,64,-0.012983,0.442710,0.048267,2.99e-04
232,moderate,-0.7732,2.0682,2.0018,32.7424,181,-0.012824,0.140740,0.048260,2.99e-04
233,heavy,-4.4959,5.8776,7.3434,147.8423,432,-0.015456,0.505875,0.048252,2.99e-04
234,light,-1.0111,1.3022,0.4520,7.0669,70,-0.012791,0.335124,0.048245,2.99e-04
235,moderate,-0.7382,2.0595,1.8892,30.3391,176,-0.012691,0.151095,0.048237,2.99e-04
236,light,-0.8599,1.4631,0.4581,7.1105,66,-0.012173,0.300213,0.048230,2.99e-04
237,moderate,-0.6162,1.8870,1.9775,31.8910,185,-0.010113,0.177505,0.048222,2.99e-04
238,moderate,-0.7052,2.2216,2.0235,33.2870,161,-0.009886,0.184447,0.048215,2.99e-04
239,light,-0.5646,1.1998,0.4538,6.8731,59,-0.010238,0.246404,0.048207,2.99e-04
240,moderate,-0.3287,1.6770,1.8365,29.2537,175,-0.007569,0.161724,0.048200,2.99e-04
241,moderate,-0.2670,1.5979,1.8795,31.2383,158,-0.008250,0.143627,0.048192,2.99e-04
242,moderate,-0.1774,1.3891,1.8166,28.6852,185,-0.007692,0.098872,0.048185,2.99e-04
243,light,-0.2740,0.8468,0.4523,6.9104,70,-0.007687,0.396603,0.048177,2.99e-04
244,light,-0.1096,0.6857,0.4762,7.7336,69,-0.006609,0.255966,0.048170,2.99e-04
245,light,-0.0793,0.6637,0.4693,7.4163,75,-0.005984,0.207863,0.048162,2.99e-04
246,heavy,-3.7104,5.9038,7.4110,153.1905,405,-0.010155,1.481455,0.048155,2.99e-04
247,moderate,0.0689,1.3132,1.9517,31.9035,183,-0.005495,0.416386,0.048147,2.99e-04
248,moderate,-0.0365,1.4124,1.7975,28.3330,170,-0.005645,0.220510,0.048140,2.99e-04
249,light,-0.0833,0.8089,0.4802,7.5023,81,-0.006186,0.207618,0.048132,2.99e-04
250,light,-0.1973,1.0116,0.4777,7.5546,73,-0.006098,0.236373,0.048125,2.99e-04
251,moderate,-0.1363,1.5184,1.8722,30.1844,176,-0.006140,0.219964,0.048117,2.99e-04
252,light,-0.0389,0.7617,0.4441,7.0150,80,-0.006223,0.153709,0.048110,2.99e-04
253,heavy,-4.0826,6.0625,7.2787,147.5020,421,-0.010087,0.954784,0.048102,2.99e-04
254,light,-0.0538,0.7057,0.4590,7.2144,83,-0.005975,0.330927,0.048095,2.99e-04
255,moderate,0.1710,1.1394,1.8219,29.6398,176,-0.004865,0.318706,0.048087,2.99e-04
256,light,0.0874,0.4014,0.4593,7.1744,76,-0.004346,0.375877,0.048080,2.99e-04
257,light,0.2119,0.2686,0.4414,6.6788,86,-0.004391,0.364255,0.048072,2.99e-04
258,moderate,0.2026,1.1326,1.7342,27.2583,168,-0.001608,0.469934,0.048065,2.99e-04
259,light,0.2473,0.2571,0.4298,6.2152,73,-0.002297,0.272979,0.048057,2.99e-04
260,moderate,0.5441,1.1082,1.7269,26.6856,184,-0.002104,0.430045,0.048050,2.99e-04
261,moderate,0.3025,1.1197,1.7327,27.1653,167,-0.001418,0.255564,0.048042,2.99e-04
262,moderate,0.5094,1.0351,1.7021,26.1487,181,-0.002349,0.150338,0.048035,2.99e-04
263,light,0.2585,0.3095,0.4526,6.8622,75,-0.001517,0.488525,0.048027,2.99e-04
264,light,0.2273,0.2882,0.4248,6.5310,78,-0.002853,0.373995,0.048020,2.99e-04
265,heavy,-3.6145,6.1543,7.3450,148.4456,436,-0.006317,0.788025,0.048012,2.99e-04
266,heavy,-3.6301,6.2647,7.2953,144.0837,426,-0.005722,0.637949,0.048005,2.99e-04
267,light,0.3001,0.3164,0.4220,6.0936,82,-0.001715,0.483980,0.047997,2.99e-04
268,heavy,-3.6518,6.1300,7.2861,144.9988,439,-0.005659,0.452179,0.047990,2.99e-04
269,heavy,-3.5006,6.1240,7.1747,141.4357,443,-0.005862,0.366190,0.047982,2.99e-04
270,light,0.3336,0.3831,0.4235,6.1527,90,-0.002554,0.692587,0.047975,2.99e-04
271,moderate,0.3247,1.2819,1.7823,28.1414,176,-0.002480,0.402822,0.047967,2.99e-04
