episode,density,mean_return,group_std,mean_queue,mean_wait,throughput,mean_loss,mean_vf_loss,entropy_coef,lr
4197,heavy,-3.1923,5.8386,6.9626,137.7220,433,-0.002905,0.192068,0.034259,1.65e-04
4198,light,0.3442,0.2653,0.4438,6.6533,74,-0.000162,0.081716,0.034256,1.65e-04
4199,light,0.3441,0.2891,0.4284,6.1526,87,-0.000524,0.128790,0.034252,1.65e-04
4200,light,0.4052,0.2695,0.3803,5.1087,85,-0.000068,0.119206,0.034248,1.65e-04
4201,light,0.2806,0.2777,0.4233,6.1314,75,-0.000196,0.073969,0.034244,1.65e-04
4202,heavy,-3.2106,5.7890,6.9642,136.9706,430,-0.002924,0.193924,0.034241,1.65e-04
4203,heavy,-3.1684,5.8603,7.0664,139.3077,423,-0.002963,0.206824,0.034237,1.65e-04
4204,light,0.3986,0.3033,0.4172,5.9089,81,-0.000007,0.132210,0.034233,1.65e-04
4205,light,0.3913,0.3977,0.4672,7.0748,96,-0.000436,0.183032,0.034229,1.65e-04
4206,light,0.2460,0.3049,0.4178,5.7884,81,-0.000386,0.102610,0.034226,1.65e-04
4207,moderate,0.0889,1.6150,1.8874,29.2696,165,-0.002341,0.296758,0.034222,1.65e-04
4208,light,0.2933,0.2833,0.4214,5.9946,82,-0.000098,0.094206,0.034218,1.65e-04
4209,light,0.2851,0.3001,0.4481,6.7708,76,-0.000450,0.089405,0.034214,1.65e-04
4210,moderate,0.0192,1.6023,1.8566,29.1723,153,-0.001896,0.218759,0.034211,1.65e-04
4211,light,0.4753,0.2984,0.4278,6.2486,91,-0.000407,0.111953,0.034207,1.65e-04
4212,light,0.3319,0.3124,0.4172,5.8889,76,-0.001161,0.094883,0.034203,1.65e-04
4213,moderate,0.2102,1.6366,1.9429,30.8093,172,-0.002712,0.251011,0.034199,1.65e-04
4214,moderate,0.0726,1.5017,1.8598,30.0437,171,-0.002862,0.183767,0.034196,1.65e-04
4215,heavy,-3.0958,5.8777,6.9979,139.1800,427,-0.003449,0.264649,0.034192,1.64e-04
4216,heavy,-3.3749,5.9453,6.9471,133.4090,401,-0.003100,0.222860,0.034188,1.64e-04
4217,heavy,-3.0698,5.8524,6.8408,131.9077,425,-0.003431,0.190158,0.034184,1.64e-04
4218,heavy,-3.2058,5.9303,7.0976,139.6538,404,-0.002666,0.176946,0.034181,1.64e-04
4219,light,0.1926,0.3203,0.4261,6.0498,62,0.000241,0.183351,0.034177,1.64e-04
4220,moderate,0.0831,1.7807,1.9259,31.5300,177,-0.001495,0.224287,0.034173,1.64e-04
4221,moderate,0.0713,1.6862,1.9852,31.8441,165,-0.002780,0.203250,0.034169,1.64e-04
4222,light,0.2760,0.3093,0.4576,6.7540,78,-0.000201,0.121772,0.034166,1.64e-04
4223,heavy,-3.1955,5.7071,7.0458,137.2608,414,-0.002923,0.201161,0.034162,1.64e-04
4224,light,0.2272,0.3306,0.4329,6.3500,58,-0.001656,0.147137,0.034158,1.64e-04
4225,heavy,-3.0074,5.6488,7.0172,136.6422,429,-0.003125,0.170150,0.034154,1.64e-04
4226,heavy,-3.1806,5.7231,7.0011,140.3446,413,-0.003060,0.169284,0.034151,1.64e-04
4227,light,0.2322,0.2931,0.4354,6.4968,71,-0.001245,0.150907,0.034147,1.64e-04
4228,light,0.2548,0.3437,0.4432,6.3933,71,-0.001628,0.190136,0.034143,1.64e-04
4229,light,0.1895,0.3671,0.4608,6.9715,73,0.012739,0.275969,0.034139,1.64e-04
4230,moderate,-0.0394,1.6231,1.9578,31.8239,159,-0.003142,0.282227,0.034136,1.64e-04
4231,moderate,0.1065,1.6341,1.9053,29.9653,174,-0.004286,0.210395,0.034132,1.64e-04
4232,heavy,-3.0993,5.8256,7.0676,139.9925,422,-0.003587,0.217741,0.034128,1.64e-04
4233,heavy,-3.1004,5.9818,7.0505,138.1549,440,-0.003081,0.191154,0.034124,1.64e-04
4234,heavy,-3.0123,5.7725,6.9733,135.4395,452,-0.003219,0.185082,0.034121,1.64e-04
4235,light,0.3115,0.3923,0.4199,5.7969,71,-0.000345,0.177944,0.034117,1.63e-04
4236,moderate,0.2417,1.6611,1.9055,29.8994,197,-0.002477,0.195331,0.034113,1.63e-04
4237,light,0.2038,0.2645,0.4287,6.2219,73,-0.000718,0.127855,0.034109,1.63e-04
4238,heavy,-3.0649,5.8556,7.0257,133.6881,428,-0.003216,0.181347,0.034106,1.63e-04
4239,moderate,0.1725,1.9922,1.8698,29.0715,184,-0.002668,0.229439,0.034102,1.63e-04
4240,light,0.3409,0.2886,0.4417,6.5398,82,0.000213,0.170516,0.034098,1.63e-04
4241,moderate,0.1562,1.8605,1.9653,31.7714,188,-0.002842,0.180897,0.034094,1.63e-04
4242,light,0.2955,0.3783,0.4199,5.8005,79,-0.001130,0.201045,0.034091,1.63e-04
4243,heavy,-3.0777,5.9381,7.0099,136.9264,439,-0.002907,0.199770,0.034087,1.63e-04
4244,moderate,0.0608,1.6499,1.9791,32.0067,164,-0.002783,0.176557,0.034083,1.63e-04
4245,heavy,-2.9841,5.7124,7.1029,145.2472,438,-0.003017,0.183014,0.034079,1.63e-04
4246,light,0.2800,0.3239,0.4521,6.5540,76,-0.000472,0.135828,0.034076,1.63e-04
4247,heavy,-3.2388,5.9269,7.0288,137.8398,444,-0.003344,0.181796,0.034072,1.63e-04
4248,light,0.3123,0.3245,0.4447,6.4402,86,0.000736,0.129315,0.034068,1.63e-04
4249,heavy,-3.1463,5.9726,7.0217,141.1550,444,-0.004013,0.161132,0.034064,1.63e-04
4250,heavy,-3.0443,5.7079,6.9271,136.0041,402,-0.003120,0.164080,0.034061,1.63e-04
4251,moderate,0.1097,1.7733,1.9401,31.1075,183,-0.002013,0.210239,0.034057,1.63e-04
4252,heavy,-2.8929,5.7393,7.0505,136.8814,423,-0.003528,0.173861,0.034053,1.63e-04
4253,moderate,0.1714,1.6353,1.9130,31.0290,182,-0.002019,0.175705,0.034049,1.63e-04
4254,light,0.2111,0.2878,0.4363,6.5235,62,-0.000302,0.177526,0.034046,1.63e-04
4255,light,0.3054,0.2903,0.4218,6.0867,71,-0.000733,0.223087,0.034042,1.63e-04
4256,light,0.3174,0.2871,0.4290,6.2964,78,-0.000907,0.131783,0.034038,1.62e-04
4257,light,0.3259,0.2887,0.4375,6.4959,67,-0.001054,0.101551,0.034034,1.62e-04
4258,heavy,-3.1612,5.8002,6.9560,136.5153,411,-0.002571,0.238876,0.034031,1.62e-04
4259,heavy,-3.1791,5.9165,7.0570,139.1919,420,-0.003348,0.205025,0.034027,1.62e-04
4260,heavy,-3.1162,5.8488,6.9774,135.9433,430,-0.002480,0.186234,0.034023,1.62e-04
4261,moderate,0.0367,1.8841,2.0892,34.2748,186,-0.002155,0.230021,0.034019,1.62e-04
4262,moderate,0.1013,1.8229,1.9858,30.9666,192,-0.003063,0.225385,0.034016,1.62e-04
4263,heavy,-3.1561,5.7957,7.0281,138.5047,427,-0.002992,0.181159,0.034012,1.62e-04
4264,heavy,-3.2128,5.9178,6.9835,137.5381,413,-0.003172,0.174977,0.034008,1.62e-04
4265,moderate,0.2160,1.7960,1.8838,29.4255,189,-0.002522,0.193757,0.034004,1.62e-04
4266,moderate,0.3750,1.6560,1.7440,26.5607,190,-0.003119,0.134717,0.034001,1.62e-04
4267,moderate,0.2471,1.5460,1.8862,29.8965,185,-0.002463,0.122734,0.033997,1.62e-04
4268,light,0.2783,0.2818,0.4372,6.4399,70,-0.000235,0.365743,0.033993,1.62e-04
4269,heavy,-3.1522,5.7690,7.0033,135.7540,423,-0.003309,0.195554,0.033989,1.62e-04
4270,light,0.2245,0.2819,0.4323,6.3321,69,-0.000504,0.270558,0.033985,1.62e-04
4271,moderate,0.1429,1.7238,2.0124,32.2753,180,-0.002059,0.138810,0.033982,1.62e-04
4272,heavy,-2.8733,5.7560,6.9591,135.9416,472,-0.003229,0.194324,0.033978,1.62e-04
4273,moderate,0.1845,1.7525,2.0206,31.9463,197,-0.001437,0.140771,0.033974,1.62e-04
4274,light,0.2605,0.2788,0.4242,6.1350,77,-0.000437,0.268206,0.033970,1.62e-04
4275,heavy,-3.1749,5.9372,7.2341,141.0479,428,-0.003498,0.196828,0.033967,1.62e-04
4276,moderate,0.2976,1.6377,1.8090,27.4001,192,-0.002331,0.139938,0.033963,1.61e-04
4277,light,0.2492,0.2801,0.4329,6.3206,75,-0.000393,0.223477,0.033959,1.61e-04
4278,light,0.2871,0.3318,0.4160,5.9721,73,-0.000099,0.194425,0.033955,1.61e-04
4279,light,0.2381,0.2736,0.4305,6.2773,65,-0.000296,0.117500,0.033952,1.61e-04
4280,light,0.2547,0.2920,0.4326,6.2964,72,-0.000491,0.081001,0.033948,1.61e-04
4281,light,0.3279,0.2773,0.4287,6.2116,78,-0.002728,0.072690,0.033944,1.61e-04
4282,moderate,0.2426,1.5526,1.8534,29.5137,179,-0.003001,0.207833,0.033940,1.61e-04
4283,moderate,-0.1071,1.7669,1.9190,31.0720,170,-0.002416,0.212936,0.033937,1.61e-04
4284,moderate,0.2615,1.3481,1.8433,29.1193,175,-0.002030,0.134059,0.033933,1.61e-04
4285,heavy,-2.9938,5.8034,7.0112,138.5343,434,-0.003269,0.216911,0.033929,1.61e-04
4286,heavy,-3.0659,5.7632,7.0384,135.6858,417,-0.003211,0.198396,0.033925,1.61e-04
4287,moderate,0.1327,1.4951,1.8341,28.0922,176,-0.001824,0.145192,0.033922,1.61e-04
4288,moderate,0.0478,1.8552,2.0305,32.8635,180,-0.002125,0.166745,0.033918,1.61e-04
4289,heavy,-3.1116,5.6294,7.0853,141.0704,406,-0.003034,0.193647,0.033914,1.61e-04
4290,light,0.2121,0.2660,0.4278,6.2225,70,-0.000487,0.288809,0.033910,1.61e-04
4291,moderate,0.0250,1.4984,1.9080,30.1613,165,-0.002285,0.110287,0.033907,1.61e-04
4292,moderate,0.1972,1.5984,1.8990,29.2149,178,-0.002405,0.103158,0.033903,1.61e-04
4293,heavy,-3.1842,5.8186,7.0371,137.1017,425,-0.002995,0.210146,0.033899,1.61e-04
4294,heavy,-3.2612,5.7372,6.9862,136.1497,424,-0.002930,0.178182,0.033895,1.61e-04
4295,light,0.2388,0.2882,0.4387,6.4127,77,-0.000200,0.255709,0.033892,1.61e-04
4296,heavy,-3.1376,5.6748,7.0014,137.0218,423,-0.002943,0.182058,0.033888,1.61e-04
4297,heavy,-3.2263,5.6498,6.9307,136.9014,406,-0.003649,0.171607,0.033884,1.60e-04
4298,heavy,-2.9012,5.5411,7.0722,134.8890,429,-0.002967,0.176166,0.033880,1.60e-04
4299,light,0.2251,0.2766,0.4317,6.2543,74,-0.000185,0.211161,0.033877,1.60e-04
4300,heavy,-3.1734,5.8305,7.1009,138.5294,439,-0.003664,0.162720,0.033873,1.60e-04
4301,heavy,-3.1411,5.6527,6.9943,134.8018,418,-0.003404,0.162224,0.033869,1.60e-04
4302,heavy,-3.2686,5.7769,6.9992,135.3360,427,-0.003181,0.160842,0.033865,1.60e-04
4303,moderate,0.0874,1.7846,1.9509,30.6736,168,-0.003751,0.210084,0.033862,1.60e-04
4304,moderate,0.0708,1.7275,1.9637,31.1611,189,-0.002716,0.182189,0.033858,1.60e-04
4305,heavy,-3.1763,5.6655,7.1247,138.9648,391,-0.003514,0.165567,0.033854,1.60e-04
4306,heavy,-3.4571,5.9062,7.1379,138.1575,408,-0.002864,0.170425,0.033850,1.60e-04
4307,light,0.1507,0.3739,0.4359,6.2125,66,-0.001020,0.181469,0.033847,1.60e-04
4308,moderate,0.0269,1.8626,1.8983,29.6119,174,-0.002373,0.173628,0.033843,1.60e-04
4309,light,0.3480,0.2554,0.4284,6.2365,79,-0.000813,0.221110,0.033839,1.60e-04
4310,light,0.2656,0.2635,0.4272,6.1865,77,-0.000777,0.193492,0.033835,1.60e-04
4311,heavy,-3.2840,5.6354,7.0128,136.8743,396,-0.003119,0.189590,0.033832,1.60e-04
4312,light,0.1754,0.2803,0.4245,6.2377,72,-0.000817,0.138587,0.033828,1.60e-04
4313,moderate,-0.0096,1.8259,1.9343,30.0615,173,-0.002504,0.255151,0.033824,1.60e-04
4314,moderate,0.0076,1.8380,1.9493,30.3576,190,-0.003355,0.239362,0.033820,1.60e-04
4315,heavy,-3.1963,5.8521,7.1293,140.9891,429,-0.003795,0.181339,0.033817,1.60e-04
4316,light,0.2734,0.3489,0.4251,6.2098,76,-0.000920,0.231329,0.033813,1.60e-04
4317,moderate,0.2491,1.7813,1.9622,30.9673,202,-0.001978,0.178705,0.033809,1.59e-04
4318,moderate,-0.0209,1.5467,1.8368,28.1391,166,-0.001714,0.136477,0.033805,1.59e-04
4319,heavy,-3.2833,5.6466,7.1104,139.1680,410,-0.002872,0.191903,0.033802,1.59e-04
4320,light,0.2439,0.4160,0.4196,6.0142,81,-0.001340,0.292451,0.033798,1.59e-04
4321,heavy,-3.3951,5.9269,7.0203,138.0390,424,-0.003469,0.190286,0.033794,1.59e-04
4322,heavy,-3.1528,5.7701,6.9019,137.2634,433,-0.003917,0.174003,0.033790,1.59e-04
4323,moderate,0.2949,1.4806,1.9195,29.8934,193,-0.002034,0.184914,0.033787,1.59e-04
4324,moderate,0.0919,1.6329,1.7958,27.1388,180,-0.002013,0.155766,0.033783,1.59e-04
4325,heavy,-3.3994,5.8927,7.0222,136.2662,408,-0.004197,0.175368,0.033779,1.59e-04
4326,light,0.2963,0.3779,0.4275,6.0811,77,-0.001380,0.238306,0.033775,1.59e-04
4327,heavy,-3.1144,5.7768,7.0104,135.2192,423,-0.004343,0.176230,0.033772,1.59e-04
4328,heavy,-3.2270,5.7320,7.0174,133.6784,416,-0.004489,0.187548,0.033768,1.59e-04
4329,moderate,0.1495,1.7309,1.9903,31.7886,189,-0.002254,0.204103,0.033764,1.59e-04
4330,light,0.2128,0.2767,0.4278,6.1135,78,-0.001093,0.242171,0.033760,1.59e-04
4331,light,0.2423,0.2655,0.3893,5.3533,84,-0.001927,0.262271,0.033757,1.59e-04
4332,heavy,-3.3486,5.8104,6.9776,136.7744,420,-0.004175,0.187890,0.033753,1.59e-04
4333,moderate,-0.0360,1.5561,1.9301,29.6813,177,-0.004128,0.193242,0.033749,1.59e-04
4334,light,0.0474,0.3376,0.4145,5.8865,73,0.000530,0.357845,0.033745,1.59e-04
4335,moderate,-0.0201,1.7115,1.9370,30.6356,179,-0.002138,0.177255,0.033742,1.59e-04
4336,moderate,-0.0033,1.6194,1.8239,28.0279,180,-0.004130,0.153779,0.033738,1.59e-04
4337,moderate,-0.0156,1.5450,1.7961,27.5550,174,-0.003571,0.108304,0.033734,1.59e-04
4338,light,0.1370,0.4552,0.4296,6.1659,78,-0.001738,0.361803,0.033730,1.58e-04
4339,light,0.0618,0.6524,0.4165,5.8342,77,-0.000621,0.489126,0.033727,1.58e-04
4340,light,0.0459,0.6867,0.4039,5.6322,78,-0.001414,0.338283,0.033723,1.58e-04
4341,heavy,-3.4987,5.6643,7.0078,135.6849,419,-0.003357,0.336256,0.033719,1.58e-04
4342,light,0.0843,0.5641,0.4055,5.6941,79,-0.002550,0.206444,0.033715,1.58e-04
4343,moderate,-0.1968,1.5317,1.8047,27.3911,172,-0.003057,0.180834,0.033712,1.58e-04
4344,heavy,-3.3581,5.5877,7.0605,140.6776,423,-0.003966,0.303575,0.033708,1.58e-04
4345,light,0.1112,0.5676,0.4305,6.0936,85,-0.001861,0.233768,0.033704,1.58e-04
4346,light,0.1717,0.3997,0.4317,6.1396,82,-0.002109,0.139252,0.033700,1.58e-04
4347,heavy,-3.5637,5.6817,7.0327,137.1139,407,-0.004428,0.343159,0.033697,1.58e-04
4348,light,0.3323,0.2950,0.4157,5.8853,88,-0.002551,0.148816,0.033693,1.58e-04
4349,light,0.1360,0.4094,0.4090,5.7269,78,-0.001304,0.128024,0.033689,1.58e-04
4350,light,0.2625,0.3762,0.4272,6.1220,83,-0.001623,0.135769,0.033685,1.58e-04
4351,heavy,-3.1639,5.7283,7.0312,141.5873,436,-0.004535,0.286017,0.033682,1.58e-04
4352,heavy,-3.2622,5.6643,6.9508,132.5070,417,-0.003709,0.247061,0.033678,1.58e-04
4353,moderate,0.1502,1.4631,1.8892,29.0435,183,-0.002303,0.283147,0.033674,1.58e-04
4354,moderate,0.1400,1.5091,1.8928,29.5002,187,-0.002162,0.227686,0.033670,1.58e-04
4355,light,0.2648,0.4344,0.4226,6.0415,97,-0.001830,0.302352,0.033667,1.58e-04
4356,moderate,0.1120,1.5153,1.8831,30.0330,178,-0.003509,0.215118,0.033663,1.58e-04
4357,moderate,0.3504,1.4549,1.9119,29.8616,193,-0.002861,0.140777,0.033659,1.58e-04
4358,light,0.2988,0.4867,0.4290,6.2134,79,-0.001443,0.265246,0.033655,1.57e-04
4359,moderate,-0.0580,1.9216,2.2312,38.3932,194,-0.002335,0.160315,0.033652,1.57e-04
4360,light,0.2467,0.6072,0.4191,6.1766,80,-0.001517,0.227577,0.033648,1.57e-04
4361,heavy,-3.3259,5.7945,7.0310,138.7975,425,-0.003927,0.302567,0.033644,1.57e-04
4362,light,0.3563,0.5130,0.4178,6.0130,89,-0.001939,0.169533,0.033640,1.57e-04
4363,light,0.2955,0.3185,0.4008,5.6167,84,-0.001353,0.197905,0.033637,1.57e-04
4364,moderate,0.0299,1.6764,1.9396,30.4104,179,-0.003032,0.201094,0.033633,1.57e-04
4365,moderate,0.1216,1.6123,2.0135,34.7369,183,-0.002505,0.174040,0.033629,1.57e-04
4366,light,0.3092,0.4170,0.4105,5.7130,80,-0.002160,0.146660,0.033625,1.57e-04
4367,light,0.3947,0.2901,0.4087,5.8889,84,-0.001818,0.123570,0.033622,1.57e-04
4368,light,0.2965,0.3365,0.4120,5.8598,80,-0.000902,0.111999,0.033618,1.57e-04
4369,heavy,-3.1876,5.6336,7.1232,143.5888,433,-0.003982,0.291087,0.033614,1.57e-04
4370,light,0.2921,0.2727,0.3815,5.1656,79,-0.000291,0.104098,0.033610,1.57e-04
4371,light,0.3271,0.2873,0.4184,5.9071,79,-0.000193,0.093348,0.033607,1.57e-04
4372,heavy,-3.1809,5.8377,6.9863,137.0486,426,-0.003604,0.237291,0.033603,1.57e-04
4373,heavy,-3.1742,5.8111,7.1290,144.0340,401,-0.002845,0.214533,0.033599,1.57e-04
4374,light,0.2607,0.2607,0.4199,5.8977,73,-0.000954,0.081364,0.033595,1.57e-04
4375,heavy,-3.2486,5.7470,7.0573,138.0026,410,-0.003686,0.171463,0.033592,1.57e-04
4376,light,0.3997,0.2881,0.4002,5.4983,84,-0.000572,0.141048,0.033588,1.57e-04
4377,moderate,0.2670,1.5490,2.1033,35.0313,187,-0.000979,0.333404,0.033584,1.57e-04
4378,light,0.2762,0.3198,0.4045,5.5410,75,-0.000700,0.089948,0.033580,1.57e-04
4379,light,0.3412,0.3147,0.3996,5.4408,80,-0.000574,0.083225,0.033577,1.56e-04
4380,light,0.3579,0.2899,0.3875,5.4429,85,-0.000866,0.101774,0.033573,1.56e-04
4381,light,0.3396,0.2747,0.3927,5.3721,85,0.000167,0.140541,0.033569,1.56e-04
4382,heavy,-3.1098,5.7262,7.0195,139.4879,431,-0.002870,0.214380,0.033565,1.56e-04
4383,heavy,-3.1025,5.8089,7.2204,143.6535,415,-0.003028,0.192687,0.033562,1.56e-04
4384,heavy,-3.0505,5.7158,7.1916,141.6305,423,-0.003620,0.174735,0.033558,1.56e-04
4385,heavy,-3.3682,5.8446,7.1619,142.1472,412,-0.003049,0.179885,0.033554,1.56e-04
4386,heavy,-3.1281,5.7324,7.1335,144.3358,430,-0.003823,0.165174,0.033550,1.56e-04
4387,moderate,0.3112,1.3513,2.0103,34.1957,176,-0.002253,0.294330,0.033547,1.56e-04
4388,heavy,-3.2399,5.7913,7.0786,142.7082,437,-0.002781,0.184347,0.033543,1.56e-04
4389,moderate,0.3209,1.3568,1.8453,30.0176,168,-0.001649,0.228906,0.033539,1.56e-04
4390,heavy,-3.0607,5.6179,7.0191,139.1550,419,-0.002541,0.159700,0.033535,1.56e-04
4391,heavy,-3.1431,5.6423,7.0862,140.6160,431,-0.002966,0.176582,0.033532,1.56e-04
4392,light,0.4212,0.2857,0.3954,5.4186,88,-0.000519,0.234024,0.033528,1.56e-04
4393,moderate,0.4369,1.3181,1.8277,28.9407,200,-0.001005,0.229751,0.033524,1.56e-04
4394,heavy,-3.2506,5.7162,6.9973,134.4823,413,-0.002928,0.181273,0.033520,1.56e-04
4395,light,0.3141,0.3698,0.4044,5.5352,91,-0.000973,0.283002,0.033517,1.56e-04
4396,light,0.1992,0.3987,0.4066,5.4533,79,-0.000332,0.137917,0.033513,1.56e-04
4397,light,0.3776,0.3141,0.4181,5.8686,82,-0.000308,0.115886,0.033509,1.56e-04
4398,moderate,0.2933,1.3649,1.7811,27.2322,193,-0.001685,0.187568,0.033505,1.56e-04
4399,moderate,0.3531,1.2015,1.7334,26.0848,172,-0.002257,0.140456,0.033502,1.55e-04
4400,moderate,0.2751,1.2458,1.7835,27.9700,170,-0.000792,0.139371,0.033498,1.55e-04
4401,moderate,0.5503,1.1415,1.7368,25.7233,184,-0.000529,0.093377,0.033494,1.55e-04
4402,moderate,0.2479,1.3290,1.8780,29.9665,174,-0.000865,0.091173,0.033490,1.55e-04
4403,heavy,-3.3206,5.6927,7.0832,139.2819,415,-0.002294,0.306106,0.033487,1.55e-04
4404,heavy,-3.2151,5.7228,7.1802,141.4857,412,-0.003583,0.241062,0.033483,1.55e-04
4405,moderate,0.4291,1.1684,1.8220,29.3037,184,-0.000039,0.105250,0.033479,1.55e-04
4406,heavy,-3.2243,5.7196,7.1193,137.0337,409,-0.003093,0.228810,0.033475,1.55e-04
4407,heavy,-3.2735,5.8613,7.2440,146.0009,415,-0.002935,0.186877,0.033472,1.55e-04
4408,moderate,0.5643,1.1115,1.6776,25.5189,193,-0.000710,0.160070,0.033468,1.55e-04
4409,heavy,-3.4331,5.8537,7.1079,140.3852,417,-0.002831,0.187688,0.033464,1.55e-04
4410,moderate,0.4614,1.1489,1.8276,29.2802,179,-0.000753,0.141196,0.033460,1.55e-04
4411,light,0.2622,0.4078,0.4247,6.0399,87,-0.000445,0.320557,0.033457,1.55e-04
4412,light,0.2507,0.3420,0.3836,5.2249,85,-0.002035,0.319942,0.033453,1.55e-04
4413,heavy,-3.2935,5.6365,7.0337,140.0227,410,-0.002699,0.191302,0.033449,1.55e-04
4414,moderate,0.4421,1.1778,1.8740,30.8250,196,-0.000530,0.171598,0.033445,1.55e-04
4415,moderate,0.4104,1.1481,1.7032,25.6654,184,-0.000006,0.126998,0.033442,1.55e-04
4416,light,0.3346,0.3400,0.3848,5.1458,87,-0.000477,0.219656,0.033438,1.55e-04
4417,heavy,-3.0038,5.6359,6.9118,134.8463,434,-0.003029,0.180929,0.033434,1.55e-04
4418,heavy,-2.9977,5.6889,7.1152,135.4236,423,-0.003680,0.192862,0.033430,1.55e-04
4419,heavy,-3.1409,5.7263,7.0760,139.8982,429,-0.002754,0.183843,0.033427,1.55e-04
4420,light,0.2962,0.3318,0.4027,5.6409,76,-0.000922,0.197503,0.033423,1.54e-04
4421,moderate,0.5617,1.2601,1.8152,28.2050,216,-0.000372,0.183419,0.033419,1.54e-04
4422,light,0.1552,0.4096,0.4556,6.7084,76,0.000010,0.215412,0.033415,1.54e-04
4423,heavy,-3.4556,5.9691,7.0906,138.3723,409,-0.002395,0.195675,0.033412,1.54e-04
4424,heavy,-3.3150,5.8610,7.0529,137.0950,423,-0.003084,0.196921,0.033408,1.54e-04
4425,heavy,-3.1099,5.7524,6.9989,131.5470,436,-0.002411,0.175425,0.033404,1.54e-04
4426,heavy,-3.4523,5.7945,7.0954,137.8428,396,-0.002923,0.186857,0.033400,1.54e-04
4427,moderate,0.3621,1.0466,1.6288,23.8202,175,-0.000327,0.163047,0.033397,1.54e-04
4428,light,0.3046,0.3979,0.4161,5.8829,86,-0.000661,0.226550,0.033393,1.54e-04
4429,moderate,0.5542,1.0927,1.6807,24.7579,204,-0.001372,0.109233,0.033389,1.54e-04
4430,light,0.3380,0.3851,0.4187,5.8744,93,-0.000750,0.138658,0.033385,1.54e-04
4431,light,0.3203,0.3743,0.4154,5.8892,82,-0.000797,0.108642,0.033382,1.54e-04
4432,moderate,0.4195,1.2176,1.8596,29.5797,201,-0.000416,0.212161,0.033378,1.54e-04
4433,moderate,0.3688,1.1224,1.6794,24.8408,174,-0.000336,0.094362,0.033374,1.54e-04
4434,light,0.3642,0.3371,0.4269,5.9131,86,-0.001033,0.127156,0.033370,1.54e-04
4435,light,0.2289,0.3845,0.4181,5.7657,84,-0.000445,0.117150,0.033367,1.54e-04
4436,light,0.2324,0.4237,0.3945,5.3454,74,-0.000240,0.082212,0.033363,1.54e-04
4437,moderate,0.5653,1.1071,1.6424,24.5213,184,-0.000793,0.117584,0.033359,1.54e-04
4438,moderate,0.3882,1.1940,1.7104,26.0889,171,-0.000480,0.120722,0.033355,1.54e-04
4439,moderate,0.4289,1.0825,1.6385,24.1729,181,-0.000587,0.084843,0.033352,1.54e-04
4440,moderate,0.6715,1.1215,1.6841,25.0214,217,-0.000752,0.071861,0.033348,1.54e-04
4441,heavy,-3.1356,5.6108,6.9203,134.4327,413,-0.002699,0.252533,0.033344,1.53e-04
4442,moderate,0.6043,1.0646,1.6937,25.3245,189,-0.000838,0.093465,0.033340,1.53e-04
4443,heavy,-3.3461,5.7863,7.0575,133.9080,410,-0.002695,0.223763,0.033337,1.53e-04
4444,heavy,-2.9729,5.6234,6.9384,130.1732,438,-0.002552,0.198473,0.033333,1.53e-04
4445,light,0.4274,0.3628,0.3890,5.4084,90,-0.000116,0.243163,0.033329,1.53e-04
4446,heavy,-3.1370,5.7990,7.0725,136.1332,431,-0.001972,0.180546,0.033325,1.53e-04
4447,heavy,-3.0551,5.5710,7.0148,132.2915,418,-0.002924,0.170363,0.033322,1.53e-04
4448,moderate,0.4245,1.1966,1.7896,27.0834,183,-0.000239,0.154505,0.033318,1.53e-04
4449,heavy,-3.1933,5.6473,6.9859,139.2706,437,-0.002424,0.168507,0.033314,1.53e-04
4450,light,0.3149,0.3227,0.4108,5.6751,79,-0.000508,0.198890,0.033310,1.53e-04
4451,light,0.4953,0.3327,0.3999,5.4472,93,-0.000333,0.177783,0.033307,1.53e-04
4452,light,0.4033,0.2764,0.3806,5.1992,84,-0.000468,0.137070,0.033303,1.53e-04
4453,heavy,-3.0135,5.6026,6.9555,132.3067,426,-0.002643,0.181340,0.033299,1.53e-04
4454,heavy,-3.0682,5.6946,7.0551,141.1360,428,-0.002397,0.184434,0.033295,1.53e-04
4455,heavy,-3.1213,5.7896,7.0623,134.9548,434,-0.002212,0.164329,0.033292,1.53e-04
4456,moderate,0.3642,1.0577,1.6251,23.5683,173,0.000137,0.154931,0.033288,1.53e-04
4457,heavy,-3.1675,5.6565,7.1175,139.7562,442,-0.002946,0.170053,0.033284,1.53e-04
4458,light,0.2689,0.4376,0.4581,6.7548,81,-0.000638,0.211026,0.033280,1.53e-04
4459,light,0.2873,0.2759,0.4008,5.5613,79,-0.000441,0.117877,0.033277,1.53e-04
4460,moderate,0.4861,1.0678,1.6658,24.5089,176,-0.000518,0.129279,0.033273,1.53e-04
4461,heavy,-3.0907,5.6283,6.9775,132.4615,401,-0.002526,0.184935,0.033269,1.52e-04
4462,light,0.3642,0.3461,0.3945,5.4602,88,-0.000395,0.127216,0.033265,1.52e-04
4463,heavy,-3.0844,5.7190,6.9011,130.8207,421,-0.002368,0.174854,0.033262,1.52e-04
4464,light,0.4435,0.4048,0.4272,6.0757,85,-0.000982,0.158270,0.033258,1.52e-04
4465,moderate,0.6069,1.1685,1.6302,23.5795,196,-0.000439,0.131178,0.033254,1.52e-04
4466,heavy,-3.2939,5.6841,7.0678,134.5151,413,-0.002698,0.191626,0.033250,1.52e-04
