episode,density,mean_return,group_std,mean_queue,mean_wait,throughput,mean_loss,mean_vf_loss,entropy_coef,lr
1666,heavy,-3.2799,5.9267,7.0165,152.9068,433,-0.004881,0.420082,0.043752,2.74e-04
1667,moderate,0.1240,1.3986,1.6866,26.9061,164,-0.003460,0.136592,0.043748,2.74e-04
1668,moderate,0.4199,1.4715,1.7133,26.9376,198,-0.003214,0.096111,0.043744,2.74e-04
1669,heavy,-3.3718,6.0769,7.1535,147.9630,432,-0.006554,0.350316,0.043740,2.74e-04
1670,heavy,-3.4616,6.1075,7.2806,152.8588,430,-0.005976,0.269710,0.043737,2.74e-04
1671,heavy,-3.5152,6.1054,7.1357,146.8720,416,-0.006349,0.215686,0.043733,2.74e-04
1672,moderate,0.1125,1.5261,1.7075,27.0394,180,-0.002200,0.230941,0.043729,2.74e-04
1673,light,0.2311,0.5258,0.4347,6.4328,77,-0.002737,0.380468,0.043725,2.74e-04
1674,light,0.0302,0.8376,0.4614,7.0413,75,-0.003436,0.270024,0.043722,2.74e-04
1675,heavy,-3.4157,5.9039,7.0870,148.7013,415,-0.006343,0.284340,0.043718,2.74e-04
1676,light,0.1094,0.8219,0.4527,6.7126,76,-0.003070,0.177902,0.043714,2.74e-04
1677,heavy,-3.4621,6.0993,7.1667,146.3664,433,-0.006979,0.292403,0.043710,2.74e-04
1678,heavy,-3.2696,5.6479,7.0558,146.2474,417,-0.007421,0.267239,0.043707,2.74e-04
1679,heavy,-3.5052,5.7200,7.1765,146.2733,402,-0.008113,0.216513,0.043703,2.74e-04
1680,heavy,-3.4555,5.5734,7.1955,148.3502,406,-0.008383,0.190315,0.043699,2.74e-04
1681,moderate,-0.1373,1.3259,1.6913,26.1466,180,-0.011562,0.257512,0.043695,2.74e-04
1682,heavy,-4.0738,5.4905,7.1809,144.3304,419,-0.010129,0.189591,0.043692,2.74e-04
1683,light,-0.2632,0.8584,0.4481,6.6043,85,-0.007754,0.494668,0.043688,2.74e-04
1684,heavy,-3.8644,5.4091,7.1195,149.3969,422,-0.009692,0.218890,0.043684,2.74e-04
1685,moderate,-0.3812,1.5398,1.6645,25.9532,177,-0.009082,0.168624,0.043680,2.74e-04
1686,heavy,-3.9927,5.3129,7.2158,149.5001,435,-0.010372,0.209832,0.043677,2.74e-04
1687,heavy,-4.1718,5.3842,7.2138,150.6019,411,-0.009711,0.194685,0.043673,2.74e-04
1688,light,-0.5321,1.2949,0.4578,6.8692,79,-0.007333,0.609095,0.043669,2.74e-04
1689,heavy,-3.7862,5.1603,7.2347,148.5733,425,-0.009884,0.171638,0.043665,2.73e-04
1690,light,-0.4956,1.1546,0.4699,7.2978,70,-0.007853,0.476522,0.043662,2.73e-04
1691,moderate,-0.1614,1.3084,1.7392,28.1852,180,-0.007962,0.165809,0.043658,2.73e-04
1692,moderate,-0.6146,1.6629,1.7508,28.0342,162,-0.008555,0.098467,0.043654,2.73e-04
1693,light,-0.4391,1.2448,0.4578,6.9062,81,-0.007356,0.232268,0.043650,2.73e-04
1694,heavy,-3.9983,5.4032,7.2296,143.2011,415,-0.009553,0.430483,0.043647,2.73e-04
1695,heavy,-4.1069,5.2378,7.2134,144.5776,385,-0.009704,0.312384,0.043643,2.73e-04
1696,light,-0.4717,1.3228,0.4595,6.8756,86,-0.007792,0.293876,0.043639,2.73e-04
1697,heavy,-3.9861,5.1862,7.2719,147.8851,410,-0.009893,0.263161,0.043635,2.73e-04
1698,moderate,-0.4000,1.5673,1.7548,28.6627,180,-0.008501,0.104161,0.043632,2.73e-04
1699,heavy,-3.8322,5.3869,7.1978,143.3803,418,-0.010565,0.242899,0.043628,2.73e-04
1700,heavy,-3.8093,5.2086,7.1046,142.7370,414,-0.010941,0.231505,0.043624,2.73e-04
1701,light,-0.3456,0.8573,0.4594,6.9440,72,-0.006739,0.521785,0.043620,2.73e-04
1702,light,-0.2405,0.6843,0.4475,6.6373,74,-0.006713,0.335059,0.043617,2.73e-04
1703,moderate,-0.3641,1.3627,1.7083,27.0604,178,-0.008475,0.116327,0.043613,2.73e-04
1704,moderate,-0.3085,1.2715,1.6530,25.2480,176,-0.008965,0.088199,0.043609,2.73e-04
1705,heavy,-3.5122,5.3727,7.0509,142.9409,454,-0.008277,0.293249,0.043605,2.73e-04
1706,moderate,-0.1111,1.0310,1.7448,27.4704,166,-0.008071,0.102015,0.043602,2.73e-04
1707,heavy,-3.5927,5.2666,7.1390,143.0301,420,-0.008227,0.236122,0.043598,2.73e-04
1708,light,-0.3972,0.6940,0.4508,6.7881,77,-0.004726,0.506945,0.043594,2.73e-04
1709,moderate,-0.1821,1.1001,1.7660,28.0282,182,-0.008300,0.134670,0.043590,2.73e-04
1710,heavy,-3.2902,5.4209,7.2424,144.2567,438,-0.008803,0.247214,0.043587,2.73e-04
1711,moderate,0.0854,0.9833,1.7378,27.1617,186,-0.006075,0.116360,0.043583,2.73e-04
1712,light,-0.1495,0.6187,0.4414,6.5534,79,-0.004967,0.352779,0.043579,2.73e-04
1713,moderate,0.2164,1.0736,1.7025,26.7520,194,-0.005269,0.133517,0.043575,2.73e-04
1714,light,-0.0222,0.4982,0.4609,7.0528,83,-0.005230,0.161351,0.043572,2.73e-04
1715,light,0.0673,0.5026,0.4687,7.1348,78,-0.004280,0.172434,0.043568,2.73e-04
1716,moderate,0.2256,1.0956,1.7339,27.1510,178,-0.002981,0.214963,0.043564,2.73e-04
1717,moderate,0.4251,1.0526,1.6664,25.6988,174,-0.003028,0.158536,0.043560,2.73e-04
1718,heavy,-3.2787,5.4458,7.2371,147.5148,420,-0.005824,0.305233,0.043557,2.73e-04
1719,light,0.1023,0.4891,0.4622,6.9575,81,-0.003407,0.252156,0.043553,2.73e-04
1720,heavy,-3.2805,5.5029,7.0731,142.9983,452,-0.005134,0.225306,0.043549,2.73e-04
1721,moderate,0.3735,1.1222,1.6785,25.9946,207,-0.003789,0.111206,0.043545,2.73e-04
1722,heavy,-3.2905,5.3930,6.9733,141.1776,413,-0.006007,0.219055,0.043542,2.72e-04
1723,moderate,0.2972,1.1266,1.6733,25.7075,185,-0.004391,0.114772,0.043538,2.72e-04
1724,light,-0.0746,0.7624,0.4587,6.8631,77,-0.004272,0.405256,0.043534,2.72e-04
1725,heavy,-3.0734,5.1802,7.0701,138.7317,447,-0.006415,0.220849,0.043530,2.72e-04
1726,moderate,0.4462,0.9880,1.6241,24.0839,202,-0.004116,0.110270,0.043527,2.72e-04
1727,heavy,-3.2425,5.2540,7.2355,144.4752,422,-0.006165,0.222045,0.043523,2.72e-04
1728,moderate,0.2775,1.1054,1.6655,25.5361,193,-0.005072,0.075262,0.043519,2.72e-04
1729,heavy,-3.3452,5.3349,7.1214,145.7075,407,-0.005592,0.219195,0.043515,2.72e-04
1730,heavy,-3.2686,5.3994,7.1896,149.6494,428,-0.005601,0.194094,0.043512,2.72e-04
1731,light,0.0164,0.5096,0.4671,7.0349,86,-0.004631,0.330698,0.043508,2.72e-04
1732,light,-0.1171,0.7547,0.4520,6.8078,70,-0.004374,0.437059,0.043504,2.72e-04
1733,heavy,-3.3828,5.2030,7.1623,141.1088,411,-0.006293,0.205766,0.043500,2.72e-04
1734,light,-0.0198,0.8858,0.4566,6.8868,78,-0.004064,0.403993,0.043497,2.72e-04
1735,light,0.0017,0.6478,0.4387,6.4774,76,-0.003807,0.252303,0.043493,2.72e-04
1736,moderate,0.1029,1.1294,1.7040,26.6275,180,-0.003280,0.119977,0.043489,2.72e-04
1737,heavy,-3.1594,5.2628,7.1411,148.0430,431,-0.006586,0.269091,0.043485,2.72e-04
1738,heavy,-3.2688,5.5124,7.2322,148.2594,439,-0.007270,0.258753,0.043482,2.72e-04
1739,moderate,0.3020,1.0229,1.6899,26.4713,191,-0.003401,0.097322,0.043478,2.72e-04
1740,heavy,-3.3157,5.5542,7.0734,141.0430,445,-0.006030,0.213372,0.043474,2.72e-04
1741,moderate,0.1651,1.0651,1.6730,26.4309,165,-0.004023,0.093798,0.043470,2.72e-04
1742,light,-0.0050,0.5692,0.4633,7.1038,77,-0.003764,0.280417,0.043467,2.72e-04
1743,heavy,-2.9924,5.5043,7.0862,143.7108,446,-0.006482,0.201276,0.043463,2.72e-04
1744,heavy,-3.2654,5.3554,6.9869,138.2525,433,-0.007770,0.189764,0.043459,2.72e-04
1745,light,-0.1484,0.6084,0.4572,6.9026,82,-0.005019,0.341124,0.043455,2.72e-04
1746,heavy,-3.2323,5.5037,7.2544,149.5372,447,-0.006506,0.182594,0.043452,2.72e-04
1747,moderate,-0.3176,1.8202,2.2481,42.8955,163,-0.005789,0.302872,0.043448,2.72e-04
1748,heavy,-3.1838,5.4759,7.2202,147.1413,448,-0.006472,0.192974,0.043444,2.72e-04
1749,light,-0.0075,0.3765,0.4496,6.7253,75,-0.003405,0.356767,0.043440,2.72e-04
1750,light,0.0909,0.3503,0.4408,6.4523,78,-0.004129,0.294107,0.043437,2.72e-04
1751,moderate,0.2092,0.9724,1.7146,26.7744,172,-0.003760,0.126009,0.043433,2.72e-04
1752,light,-0.0238,0.5242,0.4718,7.1730,79,-0.004320,0.232332,0.043429,2.72e-04
1753,heavy,-3.3986,5.5554,7.0739,142.0227,448,-0.007148,0.231862,0.043425,2.72e-04
1754,light,0.0402,0.4796,0.4636,7.0291,85,-0.005102,0.218610,0.043422,2.72e-04
1755,moderate,0.0946,1.0525,1.7374,27.4536,189,-0.003288,0.126335,0.043418,2.71e-04
1756,light,-0.0637,0.7647,0.4581,6.8932,75,-0.004199,0.267606,0.043414,2.71e-04
1757,light,0.0465,0.5615,0.4727,7.2374,82,-0.003177,0.175824,0.043410,2.71e-04
1758,moderate,0.1271,1.0641,1.7083,26.7738,167,-0.003918,0.095287,0.043407,2.71e-04
1759,heavy,-3.6402,5.4202,7.2134,143.8917,425,-0.006222,0.285586,0.043403,2.71e-04
1760,heavy,-3.2586,5.4164,7.2348,149.7621,443,-0.006981,0.224798,0.043399,2.71e-04
1761,light,-0.1173,0.8192,0.4566,6.8150,73,-0.003817,0.389827,0.043395,2.71e-04
1762,light,-0.1454,0.8967,0.4675,7.1512,77,-0.004587,0.328512,0.043392,2.71e-04
1763,light,-0.1646,0.9463,0.4593,6.9122,77,-0.004415,0.277640,0.043388,2.71e-04
1764,light,-0.0840,0.8407,0.4496,6.6858,84,-0.004002,0.164169,0.043384,2.71e-04
1765,heavy,-3.3515,5.2363,7.2282,142.5536,423,-0.006936,0.375384,0.043380,2.71e-04
1766,light,-0.0253,0.7663,0.4622,6.9210,74,-0.004136,0.141445,0.043377,2.71e-04
1767,light,-0.1402,0.7475,0.4590,6.8628,74,-0.004670,0.112613,0.043373,2.71e-04
1768,moderate,-0.0630,1.3526,2.2005,42.2911,170,-0.007053,0.624794,0.043369,2.71e-04
1769,light,0.0490,0.5863,0.4655,6.9799,83,-0.004888,0.098361,0.043365,2.71e-04
1770,moderate,0.2600,1.0950,1.7741,29.0636,180,-0.003686,0.351732,0.043362,2.71e-04
1771,heavy,-3.2098,5.4598,7.0951,143.2083,404,-0.006229,0.405338,0.043358,2.71e-04
1772,heavy,-3.4028,5.5094,7.1449,147.5328,425,-0.006298,0.318720,0.043354,2.71e-04
1773,heavy,-3.4950,5.4169,7.2017,145.1653,434,-0.007844,0.269411,0.043350,2.71e-04
1774,light,-0.0427,0.4358,0.4682,7.0886,84,-0.008457,0.377810,0.043347,2.71e-04
1775,moderate,0.2395,0.8591,1.6627,25.9019,191,-0.005849,0.136530,0.043343,2.71e-04
1776,heavy,-3.7747,5.2618,7.1951,145.5548,416,-0.010354,0.217232,0.043339,2.71e-04
1777,light,-0.3560,0.7397,0.4526,6.7983,77,-0.007897,0.412201,0.043335,2.71e-04
1778,light,-0.5233,0.9559,0.4548,6.8558,80,-0.007060,0.425552,0.043332,2.71e-04
1779,moderate,-0.1753,0.9128,1.6855,26.4104,156,-0.008423,0.116049,0.043328,2.71e-04
1780,heavy,-3.5170,5.0516,7.1214,144.7389,466,-0.010000,0.262937,0.043324,2.71e-04
1781,light,-0.3747,0.8191,0.4605,7.0239,84,-0.007681,0.291686,0.043320,2.71e-04
1782,heavy,-3.5479,4.9665,7.1240,142.0652,425,-0.010417,0.214388,0.043317,2.71e-04
1783,heavy,-3.5961,5.1284,7.0713,146.1719,430,-0.010243,0.188195,0.043313,2.71e-04
1784,moderate,-0.2241,1.1163,1.7087,27.7393,172,-0.007791,0.160135,0.043309,2.71e-04
1785,moderate,-0.3643,1.0991,1.7247,27.0786,184,-0.009547,0.110726,0.043305,2.71e-04
1786,light,-0.3593,0.8846,0.4584,6.8764,83,-0.007963,0.311521,0.043302,2.70e-04
1787,light,-0.3039,0.6805,0.4584,6.8868,69,-0.007816,0.219652,0.043298,2.70e-04
1788,heavy,-3.2969,5.3476,7.2683,154.9985,424,-0.008913,0.405481,0.043294,2.70e-04
1789,heavy,-3.6072,5.5378,7.0211,147.1197,445,-0.007704,0.352357,0.043290,2.70e-04
1790,moderate,0.2531,0.8859,1.7248,27.2463,181,-0.005932,0.130098,0.043287,2.70e-04
1791,heavy,-3.4463,5.3897,7.0345,142.0990,401,-0.007626,0.254206,0.043283,2.70e-04
1792,heavy,-3.2652,5.3642,7.1677,148.7003,453,-0.008884,0.210845,0.043279,2.70e-04
1793,heavy,-3.5718,5.3634,7.0894,141.2029,433,-0.009720,0.208757,0.043275,2.70e-04
1794,heavy,-3.5047,5.3431,7.2486,149.1375,414,-0.011298,0.184208,0.043272,2.70e-04
1795,moderate,-0.3606,1.3848,1.7860,27.9479,181,-0.008830,0.256323,0.043268,2.70e-04
1796,light,-0.2305,0.6142,0.4438,6.3940,70,-0.009072,0.622201,0.043264,2.70e-04
1797,heavy,-3.7033,5.4163,7.1318,145.3922,414,-0.010063,0.185647,0.043260,2.70e-04
1798,light,-0.1639,0.5599,0.4508,6.5935,83,-0.008366,0.577506,0.043257,2.70e-04
1799,light,-0.2329,0.7136,0.4463,6.4805,74,-0.006492,0.584449,0.043253,2.70e-04
1800,moderate,-0.1794,1.0307,1.7048,26.6639,182,-0.008645,0.225737,0.043249,2.70e-04
1801,heavy,-3.4403,5.2175,7.1017,147.0504,443,-0.009910,0.226743,0.043245,2.70e-04
1802,moderate,-0.2469,1.2106,1.6515,25.6088,177,-0.007564,0.178524,0.043242,2.70e-04
1803,light,-0.3551,1.2334,0.4511,6.7432,80,-0.007641,0.578101,0.043238,2.70e-04
1804,heavy,-3.8317,5.1849,7.0031,142.3720,436,-0.009829,0.208831,0.043234,2.70e-04
1805,heavy,-3.7045,5.0693,7.0584,143.3502,452,-0.010060,0.188898,0.043230,2.70e-04
1806,heavy,-3.7027,5.0599,7.0701,143.7394,446,-0.011251,0.172964,0.043227,2.70e-04
1807,heavy,-3.6663,5.3930,7.0089,148.8900,425,-0.010606,0.164818,0.043223,2.70e-04
1808,heavy,-3.8267,5.3866,6.8851,142.6309,416,-0.010676,0.168900,0.043219,2.70e-04
1809,heavy,-3.9069,5.4153,7.0097,146.1537,434,-0.011299,0.173883,0.043215,2.70e-04
1810,light,-0.5187,0.8947,0.4587,6.9894,70,-0.008377,0.744017,0.043212,2.70e-04
1811,heavy,-3.5321,5.1876,6.9622,140.4909,429,-0.010933,0.171886,0.043208,2.70e-04
1812,heavy,-3.6109,5.3321,7.0219,144.1285,445,-0.010794,0.165453,0.043204,2.70e-04
1813,heavy,-3.7180,5.4767,7.0435,147.0476,421,-0.011138,0.167024,0.043200,2.70e-04
1814,moderate,-0.0957,0.9293,1.7484,27.4635,186,-0.008158,0.204914,0.043197,2.70e-04
1815,light,-0.2861,0.8032,0.4553,6.8952,77,-0.008834,0.592977,0.043193,2.70e-04
1816,light,-0.3514,0.7600,0.4508,6.8508,77,-0.007009,0.477128,0.043189,2.70e-04
1817,light,-0.2414,0.6731,0.4466,6.7178,76,-0.006796,0.282077,0.043185,2.70e-04
1818,light,-0.3427,0.8100,0.4469,6.7460,83,-0.007044,0.242545,0.043182,2.69e-04
1819,heavy,-3.7055,5.3696,6.9612,142.0701,435,-0.010713,0.410325,0.043178,2.69e-04
1820,heavy,-4.0523,5.4056,6.9547,144.3816,406,-0.009982,0.342262,0.043174,2.69e-04
1821,light,-0.2799,0.6257,0.4284,6.3091,72,-0.006302,0.285367,0.043170,2.69e-04
1822,heavy,-3.6505,5.4786,7.0132,144.8306,409,-0.009902,0.301840,0.043167,2.69e-04
1823,light,-0.1534,0.6010,0.4444,6.6312,73,-0.006849,0.210913,0.043163,2.69e-04
1824,light,-0.2265,0.5377,0.4248,6.1623,66,-0.006382,0.164768,0.043159,2.69e-04
1825,moderate,0.0931,0.9105,1.6645,25.4208,176,-0.006125,0.186294,0.043155,2.69e-04
1826,moderate,0.3437,0.9965,1.6257,24.8223,194,-0.006001,0.143637,0.043152,2.69e-04
1827,moderate,-0.0106,0.8922,1.6416,24.9227,170,-0.004468,0.091984,0.043148,2.69e-04
1828,light,0.0201,0.3709,0.4299,6.2510,71,-0.004752,0.256345,0.043144,2.69e-04
1829,heavy,-3.3815,5.6284,7.1638,147.8553,443,-0.006943,0.312037,0.043140,2.69e-04
1830,light,0.0516,0.3583,0.4338,6.4127,75,-0.003812,0.124747,0.043137,2.69e-04
1831,moderate,0.4536,0.9582,1.6594,25.1859,204,-0.003754,0.193392,0.043133,2.69e-04
1832,heavy,-3.3541,5.5338,7.0911,141.4100,432,-0.005790,0.275835,0.043129,2.69e-04
1833,light,0.1551,0.3175,0.4387,6.4806,71,-0.002384,0.175765,0.043125,2.69e-04
1834,moderate,0.3014,0.9244,1.7106,26.2089,170,-0.000540,0.136693,0.043122,2.69e-04
1835,moderate,0.2947,1.0828,1.7025,25.8673,177,-0.002080,0.115294,0.043118,2.69e-04
1836,light,0.2610,0.2748,0.4284,6.1556,71,-0.001768,0.133620,0.043114,2.69e-04
1837,moderate,0.4113,1.0184,1.6335,24.4118,164,-0.001335,0.077875,0.043110,2.69e-04
1838,heavy,-3.1010,5.8008,7.1067,150.2349,437,-0.003905,0.253203,0.043107,2.69e-04
1839,moderate,0.3761,1.0386,1.6606,25.1063,165,-0.000899,0.070496,0.043103,2.69e-04
1840,heavy,-3.2800,5.8715,7.2500,149.0542,427,-0.004677,0.214004,0.043099,2.69e-04
1841,moderate,0.4157,1.0151,1.6642,25.2140,188,-0.000822,0.085473,0.043095,2.69e-04
1842,moderate,0.3278,1.0298,1.6739,25.5118,166,-0.001369,0.069055,0.043092,2.69e-04
1843,light,0.2049,0.3414,0.4563,6.8458,81,-0.000708,0.182546,0.043088,2.69e-04
1844,moderate,0.5777,1.0676,1.7236,26.3781,184,-0.001245,0.091795,0.043084,2.69e-04
1845,light,0.2594,0.2981,0.4463,6.6096,74,-0.001179,0.103489,0.043080,2.69e-04
1846,heavy,-3.2567,5.7430,7.1214,143.1213,401,-0.004242,0.233966,0.043077,2.69e-04
1847,heavy,-3.2224,5.7861,7.0890,145.5480,428,-0.004361,0.196560,0.043073,2.69e-04
1848,light,0.1721,0.2969,0.4229,6.0733,70,-0.001199,0.114721,0.043069,2.69e-04
1849,light,0.2790,0.3604,0.4454,6.5595,83,-0.000299,0.097907,0.043065,2.68e-04
1850,heavy,-3.1975,5.7895,7.1459,145.4745,422,-0.004120,0.223755,0.043062,2.68e-04
1851,heavy,-3.2342,5.8432,7.1795,147.6959,435,-0.004417,0.198038,0.043058,2.68e-04
1852,light,0.4068,0.3310,0.4296,6.2413,83,-0.000683,0.140104,0.043054,2.68e-04
1853,moderate,0.4604,1.0885,1.7033,25.8877,176,-0.000535,0.124804,0.043050,2.68e-04
1854,light,0.1625,0.3160,0.4351,6.4378,66,-0.000665,0.095364,0.043047,2.68e-04
1855,light,0.3366,0.3020,0.4357,6.3842,77,-0.000412,0.089587,0.043043,2.68e-04
1856,light,0.2086,0.3137,0.4360,6.3500,70,-0.000452,0.076258,0.043039,2.68e-04
1857,heavy,-3.2577,5.8960,7.0587,143.3900,426,-0.004634,0.243645,0.043035,2.68e-04
1858,light,0.2739,0.3289,0.4329,6.3121,72,-0.000551,0.083687,0.043032,2.68e-04
1859,heavy,-3.1570,5.7719,7.0900,145.2986,412,-0.004008,0.235793,0.043028,2.68e-04
1860,moderate,0.3802,1.0101,1.6818,25.8792,166,-0.000553,0.163319,0.043024,2.68e-04
1861,light,0.1955,0.3211,0.4257,6.1384,75,-0.000128,0.080921,0.043020,2.68e-04
1862,moderate,0.4943,1.0479,1.6312,24.3321,169,-0.000097,0.098342,0.043017,2.68e-04
1863,heavy,-3.1967,5.8528,7.0581,144.1008,424,-0.004372,0.238483,0.043013,2.68e-04
1864,light,0.2763,0.2886,0.4332,6.3009,75,-0.000477,0.092762,0.043009,2.68e-04
1865,heavy,-3.3873,6.0061,7.0619,148.6105,414,-0.003720,0.201313,0.043005,2.68e-04
1866,light,0.3263,0.2967,0.4351,6.3530,80,-0.000395,0.104378,0.043002,2.68e-04
1867,moderate,0.4598,1.0749,1.6652,25.4345,183,-0.000827,0.121532,0.042998,2.68e-04
1868,heavy,-2.9185,5.6356,7.1548,144.6259,440,-0.004647,0.216517,0.042994,2.68e-04
1869,moderate,0.5098,1.0640,1.7387,27.1686,169,-0.000367,0.087488,0.042990,2.68e-04
1870,moderate,0.5364,1.0343,1.6491,24.8486,186,-0.000291,0.074036,0.042987,2.68e-04
1871,moderate,0.5056,1.0301,1.7154,27.0254,192,-0.000646,0.058962,0.042983,2.68e-04
1872,heavy,-3.1640,5.7067,7.3048,152.0423,425,-0.004133,0.253662,0.042979,2.68e-04
1873,light,0.2796,0.2826,0.4526,6.7566,75,-0.001005,0.200345,0.042975,2.68e-04
1874,moderate,0.3917,1.0200,1.7569,27.8186,181,-0.001068,0.073291,0.042972,2.68e-04
1875,moderate,0.5120,1.0915,1.7472,27.7091,182,-0.001383,0.065516,0.042968,2.68e-04
1876,heavy,-3.1126,5.7875,7.2147,147.4686,434,-0.004463,0.247190,0.042964,2.68e-04
1877,moderate,0.5458,1.0346,1.6870,25.6349,189,-0.001619,0.060078,0.042960,2.68e-04
1878,moderate,0.5603,1.1402,1.7072,26.2265,191,-0.001413,0.061238,0.042957,2.68e-04
1879,moderate,0.4204,1.2196,1.7196,26.5510,186,-0.004732,0.079596,0.042953,2.67e-04
1880,moderate,0.1410,1.6202,1.7911,28.2961,189,-0.003067,0.134114,0.042949,2.67e-04
1881,heavy,-3.0748,5.8194,7.0796,144.2995,442,-0.004420,0.240266,0.042945,2.67e-04
1882,moderate,0.2142,1.4475,1.8497,30.8160,178,-0.004226,0.133881,0.042942,2.67e-04
1883,moderate,0.4596,1.2366,1.6995,26.5417,191,-0.002866,0.074456,0.042938,2.67e-04
1884,moderate,0.4017,1.2694,1.7899,28.5095,186,-0.002412,0.062240,0.042934,2.67e-04
1885,light,0.1195,0.8986,0.4544,6.8562,82,-0.004961,0.402063,0.042930,2.67e-04
1886,heavy,-2.7223,5.4940,7.2645,144.7055,439,-0.003581,0.238617,0.042927,2.67e-04
1887,moderate,0.0205,1.4533,2.2177,43.4466,165,-0.003082,0.281453,0.042923,2.67e-04
1888,moderate,0.4234,1.1653,1.7953,28.5592,179,-0.002813,0.168658,0.042919,2.67e-04
1889,heavy,-2.8142,5.6665,7.1850,143.7646,450,-0.002576,0.217545,0.042915,2.67e-04
1890,moderate,0.3788,1.2033,1.6882,25.8853,184,-0.002081,0.088243,0.042912,2.67e-04
1891,heavy,-2.8121,5.5659,7.2578,148.3043,453,-0.003052,0.216302,0.042908,2.67e-04
1892,moderate,0.4963,1.1230,1.6760,26.0960,179,-0.001657,0.078556,0.042904,2.67e-04
1893,light,0.0680,0.7788,0.4578,7.1284,69,-0.001524,0.260083,0.042900,2.67e-04
1894,heavy,-3.0039,5.5603,7.2442,142.6630,417,-0.002947,0.198262,0.042897,2.67e-04
1895,light,0.1508,0.4490,0.4653,7.3666,72,-0.001853,0.129193,0.042893,2.67e-04
1896,moderate,0.5501,1.0800,1.7593,27.7775,188,-0.001435,0.132404,0.042889,2.67e-04
1897,moderate,0.5615,1.0909,1.7131,26.6749,185,-0.000294,0.082795,0.042885,2.67e-04
1898,moderate,0.5638,1.0674,1.7136,27.0854,191,-0.001421,0.065129,0.042882,2.67e-04
1899,heavy,-2.9312,5.5053,7.3092,145.8227,431,-0.002598,0.208688,0.042878,2.67e-04
1900,light,0.2322,0.3760,0.4457,6.7972,75,-0.000911,0.163984,0.042874,2.67e-04
1901,heavy,-2.9340,5.5210,7.3390,148.7254,437,-0.002468,0.180978,0.042870,2.67e-04
1902,moderate,0.3428,0.9731,1.6353,24.7086,174,-0.000785,0.130279,0.042867,2.67e-04
1903,light,0.2811,0.2949,0.4354,6.5468,75,-0.001128,0.116951,0.042863,2.67e-04
1904,heavy,-2.9873,5.5081,7.1305,142.4975,420,-0.002949,0.190993,0.042859,2.67e-04
1905,moderate,0.5622,1.0407,1.6754,25.8995,175,-0.001259,0.110720,0.042855,2.67e-04
1906,moderate,0.3979,1.0584,1.7127,26.8223,170,-0.000516,0.078218,0.042852,2.67e-04
1907,light,0.2295,0.3348,0.4408,6.6900,73,-0.000962,0.123162,0.042848,2.67e-04
1908,moderate,0.5340,1.0190,1.6419,25.0640,176,-0.000661,0.069771,0.042844,2.67e-04
1909,light,0.2101,0.2774,0.4408,6.6618,70,-0.001321,0.112829,0.042840,2.66e-04
1910,light,0.2651,0.2845,0.4469,6.7781,75,-0.000698,0.110947,0.042837,2.66e-04
1911,heavy,-2.8368,5.3655,7.2567,143.4681,439,-0.002560,0.215890,0.042833,2.66e-04
1912,heavy,-3.0499,5.4457,7.2373,142.0132,394,-0.002488,0.193921,0.042829,2.66e-04
1913,moderate,0.5713,1.0022,1.6591,25.6842,185,-0.000402,0.182674,0.042825,2.66e-04
1914,heavy,-2.9168,5.3652,7.2302,141.9486,430,-0.002643,0.165651,0.042822,2.66e-04
1915,heavy,-2.6712,5.2672,7.2385,142.6810,428,-0.002255,0.168198,0.042818,2.66e-04
1916,moderate,0.5663,1.0280,1.6897,26.1623,186,-0.000901,0.191472,0.042814,2.66e-04
1917,light,0.2707,0.2793,0.4484,6.8093,72,-0.000551,0.301155,0.042810,2.66e-04
1918,moderate,0.5371,1.0394,1.7000,26.1577,177,-0.001069,0.093601,0.042807,2.66e-04
1919,heavy,-2.7460,5.4015,7.2275,140.9773,441,-0.002800,0.192404,0.042803,2.66e-04
1920,light,0.2104,0.2806,0.4505,6.8807,67,-0.001287,0.094809,0.042799,2.66e-04
1921,light,0.2189,0.2723,0.4575,7.0200,76,-0.001988,0.084469,0.042795,2.66e-04
1922,moderate,0.5238,1.0208,1.6764,25.8877,183,-0.001442,0.102179,0.042792,2.66e-04
1923,light,0.2442,0.2923,0.4523,6.9116,76,-0.000839,0.091615,0.042788,2.66e-04
1924,light,0.2132,0.2773,0.4511,6.8847,67,-0.001322,0.049216,0.042784,2.66e-04
1925,light,0.1559,0.3047,0.4511,6.8871,66,-0.001631,0.041434,0.042780,2.66e-04
1926,moderate,0.6050,0.9805,1.6415,24.9426,185,-0.001287,0.149579,0.042777,2.66e-04
1927,heavy,-2.9088,5.5508,7.2482,144.1289,448,-0.002481,0.249933,0.042773,2.66e-04
1928,heavy,-2.9749,5.4413,7.3139,146.5547,400,-0.003171,0.206732,0.042769,2.66e-04
1929,heavy,-2.8176,5.5859,7.2441,145.7039,434,-0.002812,0.174706,0.042765,2.66e-04
1930,moderate,0.5242,1.0223,1.6706,25.6506,186,-0.000914,0.202020,0.042762,2.66e-04
1931,light,0.2414,0.2909,0.4447,6.7517,73,-0.001184,0.231607,0.042758,2.66e-04
1932,light,0.2353,0.2826,0.4541,6.9213,64,-0.002870,0.110959,0.042754,2.66e-04
1933,heavy,-2.9706,5.2675,7.1852,146.4329,404,-0.002586,0.189565,0.042750,2.66e-04
