controller,density,avg_queue_length_mean,avg_queue_length_std,avg_waiting_time_mean,avg_waiting_time_std,throughput_mean,throughput_std,total_teleports_mean,total_teleports_std,peak_queue_mean,peak_queue_std,num_runs
fixed_time,light,0.5282,0.0,5.8322,0.0,1309.0,0.0,0.0,0.0,11.0,0.0,3
fixed_time,moderate,1.95045,0.0,21.5693,0.0,4044.0,0.0,0.0,0.0,30.0,0.0,3
fixed_time,heavy,24.76625,0.0,333.1807,0.0,12000.0,0.0,0.0,0.0,167.0,0.0,3
ppo_multiagent,light,0.46836209506509235,0.0,7.284287011807447,8.881784197001252e-16,72.0,0.0,0.0,0.0,6.0,0.0,3
ppo_multiagent,moderate,1.7275204359673024,0.0,27.36936118679988,0.0,188.0,0.0,0.0,0.0,20.0,0.0,3
ppo_multiagent,heavy,7.27059325650875,0.0,141.0975956750605,0.0,417.0,0.0,0.0,0.0,50.0,0.0,3
grpo,light,0.46836209506509235,0.0,7.284287011807447,8.881784197001252e-16,72.0,0.0,0.0,0.0,6.0,0.0,3
grpo,moderate,1.7275204359673024,0.0,27.36936118679988,0.0,188.0,0.0,0.0,0.0,20.0,0.0,3
grpo,heavy,7.392422317744706,0.016143937230407374,142.99697779704283,0.7531085907428827,436.3333333333333,10.530379332620875,0.0,0.0,50.0,0.0,3
