tls_id,timesteps,ep_rew_mean,ep_len_mean,value_loss,policy_gradient_loss,entropy_loss
A1,172032,,,0.024417,-0.011543,-0.278008
A1,176128,,,0.020949,-0.010502,-0.233699
A1,180224,,,0.019978,-0.007895,-0.197699
A1,184320,,,0.021118,-0.007374,-0.165796
A1,188416,,,0.017495,-0.003593,-0.139147
A1,192512,,,0.021323,-0.003523,-0.115984
A1,196608,,,0.022347,-0.003639,-0.095054
A1,200704,,,0.020559,-0.001683,-0.081919
A1,204800,,,0.024072,-0.001958,-0.066125
A1,208896,,,0.02437,-0.001795,-0.053242
A1,212992,,,0.020827,-0.001742,-0.042357
A1,217088,,,0.025442,-0.000899,-0.035769
A1,221184,,,0.0281,-0.00065,-0.030379
A1,225280,,,0.02726,-0.000673,-0.024761
A1,229376,,,0.029678,-0.000442,-0.029187
A1,233472,,,0.029416,-0.00054,-0.021705
A1,237568,,,0.034247,-0.00014,-0.013636
A1,241664,,,0.029451,-0.000232,-0.016053
A1,245760,,,0.026953,-0.000356,-0.011968
A1,249856,,,0.030377,0.000122,-0.013764
A1,253952,,,0.033539,-0.000209,-0.023392
A1,258048,,,0.034828,-0.0005,-0.025267
A1,262144,,,0.03172,-0.000287,-0.024292
A1,266240,,,0.032028,-0.000308,-0.018376
A1,270336,,,0.033089,-0.000582,-0.018404
A1,274432,,,0.034362,-0.000353,-0.017777
A1,278528,,,0.030685,-0.000417,-0.00974
A1,282624,,,0.035046,-0.000238,-0.006854
A1,286720,,,0.034322,-0.00012,-0.005067
A1,290816,,,0.032218,0.0,-0.006841
A1,294912,,,0.035775,-0.000284,-0.015836
A1,299008,,,0.032259,0.000774,-0.084551
A1,303104,,,0.043653,-0.006611,-0.20903
A1,307200,,,0.034763,-0.006425,-0.171344
A1,311296,,,0.034345,-0.005073,-0.143106
A1,315392,,,0.02484,-0.004515,-0.116506
A1,319488,,,0.031029,-0.002554,-0.096101
A1,323584,,,0.023504,-0.001903,-0.077526
A1,327680,,,0.03127,-0.002345,-0.067302
A1,331776,,,0.029846,-0.001378,-0.063343
A1,335872,,,0.027975,-0.000704,-0.050736
A1,339968,,,0.029388,-0.000933,-0.033549
A1,344064,,,0.029194,-7.3e-05,-0.035562
A1,348160,,,0.030077,-0.00055,-0.029911
A1,352256,,,0.030063,-0.000569,-0.020603
A1,356352,,,0.031144,-0.000199,-0.019497
A1,360448,,,0.024423,0.000107,-0.017673
A1,364544,,,0.02976,-0.000335,-0.026466
A1,368640,,,0.03429,-0.000494,-0.025381
A1,372736,,,0.029412,-0.000514,-0.021276
A1,376832,,,0.031416,-0.000361,-0.016478
A1,380928,,,0.030345,0.000338,-0.029009
A1,385024,,,0.034895,-7.9e-05,-0.035095
A1,389120,,,0.033925,-0.00081,-0.034934
A1,393216,,,0.031745,-0.003619,-0.06138
A1,397312,,,0.036539,-0.001622,-0.047603
A1,401408,,,0.034267,-0.002487,-0.043632
A1,405504,,,0.032585,-0.000173,-0.018663
A1,409600,,,0.028772,-0.000448,-0.021293
A1,413696,,,0.030284,-0.000597,-0.020251
A1,417792,,,0.03152,-0.000646,-0.010499
A1,421888,,,0.035538,-0.000293,-0.007372
A1,425984,,,0.034707,-0.000392,-0.007834
A1,430080,,,0.030472,0.0,-0.00408
A1,434176,,,0.034025,-5.8e-05,-0.007004
A1,438272,,,0.030853,1.7e-05,-0.008786
A1,442368,,,0.024237,-0.000497,-0.011822
A1,446464,,,0.028744,-0.00013,-0.010606
A1,450560,,,0.03282,-0.000338,-0.008024
A1,454656,,,0.037124,-0.000398,-0.006328
A1,458752,,,0.033426,-0.0,-0.00391
A1,462848,,,0.035026,-0.000386,-0.008757
A1,466944,,,0.033352,-0.000201,-0.004894
A1,471040,,,0.033299,1.6e-05,-0.009045
A1,475136,,,0.034856,-0.001581,-0.030592
A1,479232,,,0.03362,-0.000866,-0.0131
A1,483328,,,0.031917,-0.000939,-0.019189
A1,487424,,,0.033015,-0.00059,-0.012412
A1,491520,,,0.030213,-0.0,-0.016428
A1,495616,,,0.028877,-0.003729,-0.076843
A1,499712,,,0.037647,-0.002866,-0.061896
A1,503808,,,0.032378,-0.002421,-0.062496
A1,507904,,,0.033336,-0.000514,-0.02778
A1,512000,,,0.029712,-0.001243,-0.031655
A1,516096,,,0.033925,-0.000359,-0.022141
A1,520192,,,0.031665,8.5e-05,-0.019375
A1,524288,,,0.030826,-0.00023,-0.02394
A1,528384,,,0.027385,-0.000311,-0.020499
A1,532480,,,0.03425,-0.000301,-0.014242
A1,536576,,,0.03193,-0.000288,-0.013469
A1,540672,,,0.034203,-0.000353,-0.012828
A1,544768,,,0.031868,-0.000255,-0.011477
A1,548864,,,0.032945,-9.5e-05,-0.004132
A1,552960,,,0.032154,-1.2e-05,-0.003688
A1,557056,,,0.028117,-0.000138,-0.005768
A1,561152,,,0.032299,0.0,-0.002359
A1,565248,,,0.031995,-0.0001,-0.004656
A1,569344,,,0.034166,-0.0,-0.003296
A1,573440,,,0.031304,-0.000471,-0.007425
A1,577536,,,0.034353,-0.000752,-0.006199
A1,581632,,,0.03174,-0.0,-0.002034
A1,585728,,,0.02787,-1.7e-05,-0.004934
A1,589824,,,0.032432,-0.000137,-0.011206
A1,593920,,,0.03009,-0.0,-0.007809
A1,598016,,,0.032849,-0.000597,-0.02791
A1,602112,,,0.036987,-0.001001,-0.013912
A1,606208,,,0.035203,-0.000746,-0.012282
A1,610304,,,0.03445,-0.000269,-0.00855
A1,614400,,,0.034478,-0.000369,-0.012454
A1,618496,,,0.033144,-0.000179,-0.006569
A1,622592,,,0.032087,-3.9e-05,-0.006966
A1,626688,,,0.030867,-6.6e-05,-0.005493
A1,630784,,,0.032328,-0.000257,-0.00654
A1,634880,,,0.033676,-0.000135,-0.002406
A1,638976,,,0.033112,-8.3e-05,-0.002769
A1,643072,,,0.034567,0.0,-0.001205
A1,647168,,,0.027903,-1.2e-05,-0.00184
A1,651264,,,0.033518,0.0,-0.001375
