tls_id,timesteps,ep_rew_mean,ep_len_mean,value_loss,policy_gradient_loss,entropy_loss
A2,237568,,,0.03214,-0.002316,-0.106434
A2,241664,,,0.023734,-0.002539,-0.081629
A2,245760,,,0.032424,-0.001801,-0.069048
A2,249856,,,0.030511,-0.001049,-0.064806
A2,253952,,,0.027131,-0.000897,-0.056282
A2,258048,,,0.028157,-0.001356,-0.03903
A2,262144,,,0.030007,0.000194,-0.037392
A2,266240,,,0.026157,-0.001609,-0.037694
A2,270336,,,0.030191,-0.000406,-0.028692
A2,274432,,,0.029843,-0.000819,-0.030073
A2,278528,,,0.033941,-0.000998,-0.032879
A2,282624,,,0.034435,-0.000155,-0.015271
A2,286720,,,0.033251,-0.000341,-0.018145
A2,290816,,,0.035021,-0.000341,-0.010817
A2,294912,,,0.027689,0.0,-0.039878
A2,299008,,,0.046576,-0.020213,-0.255392
A2,303104,,,0.032729,-0.009278,-0.20708
A2,307200,,,0.022878,-0.006466,-0.174989
A2,311296,,,0.025616,-0.004986,-0.146446
A2,315392,,,0.022273,-0.002668,-0.118858
A2,319488,,,0.02442,-0.003049,-0.093658
A2,323584,,,0.027039,-0.002317,-0.079545
A2,327680,,,0.027745,-0.001361,-0.064703
A2,331776,,,0.027015,-0.000894,-0.063435
A2,335872,,,0.025191,-0.000838,-0.044115
A2,339968,,,0.026937,-0.000725,-0.040284
A2,344064,,,0.029542,-0.000673,-0.034337
A2,348160,,,0.031571,-0.000657,-0.027778
A2,352256,,,0.028383,-0.000306,-0.029676
A2,356352,,,0.029329,-0.000226,-0.024275
A2,360448,,,0.028885,-5.1e-05,-0.03058
A2,364544,,,0.029478,-0.000515,-0.030924
A2,368640,,,0.03028,-0.000421,-0.027099
A2,372736,,,0.033643,-0.000347,-0.020576
A2,376832,,,0.033229,-0.000626,-0.014981
A2,380928,,,0.032467,0.00014,-0.016397
A2,385024,,,0.030125,-0.00038,-0.027641
A2,389120,,,0.027782,0.00011,-0.038626
A2,393216,,,0.032281,-0.000779,-0.036121
A2,397312,,,0.032943,-0.000415,-0.032423
A2,401408,,,0.031434,-0.000416,-0.023933
A2,405504,,,0.035197,-6.9e-05,-0.026542
A2,409600,,,0.030303,-0.000388,-0.018003
A2,413696,,,0.032352,-6e-05,-0.018657
A2,417792,,,0.03038,-6.8e-05,-0.023356
A2,421888,,,0.030309,0.00016,-0.029293
A2,425984,,,0.029149,-0.000452,-0.02672
A2,430080,,,0.032916,-0.000547,-0.024046
A2,434176,,,0.029126,-0.000256,-0.019165
A2,438272,,,0.030732,-0.000348,-0.016122
A2,442368,,,0.032439,0.000336,-0.036855
A2,446464,,,0.030605,-0.000601,-0.059801
A2,450560,,,0.034564,-0.001334,-0.055114
A2,454656,,,0.031616,-0.00083,-0.040328
A2,458752,,,0.030436,-0.000297,-0.030472
A2,462848,,,0.031501,-0.000478,-0.036442
A2,466944,,,0.033431,-0.001324,-0.038435
A2,471040,,,0.033276,-0.00053,-0.03292
A2,475136,,,0.026897,-0.000961,-0.023969
A2,479232,,,0.035281,-0.000447,-0.03286
A2,483328,,,0.039444,-0.001115,-0.030452
A2,487424,,,0.031067,-0.000573,-0.025673
A2,491520,,,0.032623,-0.00081,-0.035178
A2,495616,,,0.035342,-0.001136,-0.020548
A2,499712,,,0.037708,-0.000438,-0.014863
A2,503808,,,0.032309,-0.000435,-0.00874
A2,507904,,,0.033981,-0.000517,-0.010686
A2,512000,,,0.031547,-5.9e-05,-0.004589
A2,516096,,,0.03183,-0.000481,-0.006997
A2,520192,,,0.03441,-0.0,-0.003318
A2,524288,,,0.034428,-0.000347,-0.009985
A2,528384,,,0.033833,-0.000246,-0.005776
A2,532480,,,0.032493,0.0,-0.003794
A2,536576,,,0.031216,-9.9e-05,-0.008128
A2,540672,,,0.028348,-0.000203,-0.010389
A2,544768,,,0.031443,-0.000235,-0.005163
A2,548864,,,0.034504,-0.0,-0.003241
A2,552960,,,0.035838,-0.000164,-0.006916
A2,557056,,,0.033212,-4.5e-05,-0.005605
A2,561152,,,0.030636,-4.3e-05,-0.00359
A2,565248,,,0.034399,-0.000413,-0.002315
A2,569344,,,0.034367,-6.8e-05,-0.00218
A2,573440,,,0.033715,-0.0,-0.001865
A2,577536,,,0.033039,-8.7e-05,-0.004933
A2,581632,,,0.03172,-5.5e-05,-0.002993
A2,585728,,,0.029804,-0.0,-0.00219
A2,589824,,,0.031861,-0.0,-0.008523
A2,593920,,,0.034732,-0.000865,-0.043248
A2,598016,,,0.033703,-0.001503,-0.037301
A2,602112,,,0.029798,-0.001036,-0.021491
A2,606208,,,0.032073,-0.000341,-0.018656
A2,610304,,,0.031274,-0.000556,-0.010693
A2,614400,,,0.032893,-0.000165,-0.009033
A2,618496,,,0.030475,-0.00015,-0.009018
A2,622592,,,0.032471,-2e-05,-0.006346
A2,626688,,,0.031621,-7e-06,-0.008684
A2,630784,,,0.032712,-0.000692,-0.020458
A2,634880,,,0.03472,-0.000478,-0.018797
A2,638976,,,0.033138,-0.000431,-0.015969
A2,643072,,,0.031096,-0.000664,-0.011494
A2,647168,,,0.028229,7e-05,-0.015166
A2,651264,,,0.035483,-4.3e-05,-0.030748
A2,655360,,,0.032737,-0.000246,-0.03596
A2,659456,,,0.031581,-0.000411,-0.028794
A2,663552,,,0.030078,-0.000527,-0.042228
A2,667648,,,0.032899,-0.000351,-0.028466
A2,671744,,,0.03097,-0.000624,-0.015465
A2,675840,,,0.035126,-0.000163,-0.010352
A2,679936,,,0.033238,-0.000282,-0.013073
A2,684032,,,0.030641,-0.000227,-0.010592
A2,688128,,,0.034316,0.0,-0.007684
A2,692224,,,0.03306,-0.000493,-0.016524
A2,696320,,,0.031409,-0.000186,-0.010104
A2,700416,,,0.032449,-0.000195,-0.009756
A2,704512,,,0.027378,-0.0003,-0.008837
A2,708608,,,0.034776,-0.0001,-0.00616
A2,712704,,,0.029896,-1.3e-05,-0.006539
A2,716800,,,0.034642,-5.2e-05,-0.007134
A2,720896,,,0.029911,-0.000154,-0.004811
A2,724992,,,0.035174,-0.000197,-0.004886
A2,729088,,,0.031052,-3.7e-05,-0.002279
A2,733184,,,0.033785,-1.2e-05,-0.002316
A2,737280,,,0.03444,-0.0,-0.002043
A2,741376,,,0.032709,-0.000997,-0.01158
A2,745472,,,0.028219,-0.000531,-0.010123
A2,749568,,,0.028833,-0.0001,-0.005196
A2,753664,,,0.038299,-0.000527,-0.001439
A2,757760,,,0.035935,-9.7e-05,-0.002725
A2,761856,,,0.032592,-0.0,-0.00123
A2,765952,,,0.033543,-0.0,-0.001548
A2,770048,,,0.037705,-0.0,-0.002093
A2,774144,,,0.035956,-0.0,-0.003201
A2,778240,,,0.03713,-7.5e-05,-0.004955
A2,782336,,,0.036157,-0.000173,-0.005283
A2,786432,,,0.031739,-0.000144,-0.005565
A2,790528,,,0.030764,0.0,-0.002093
A2,794624,,,0.035252,-6.6e-05,-0.004832
A2,798720,,,0.033635,-0.000166,-0.005946
A2,802816,,,0.035359,-0.0,-0.001942
A2,806912,,,0.032026,-6.3e-05,-0.002719
A2,811008,,,0.041238,-7.6e-05,-0.004399
A2,815104,,,0.033172,0.0,-0.001785
A2,819200,,,0.037515,0.0,-0.002704
A2,823296,,,0.03651,0.0,-0.005287
A2,827392,,,0.033432,-0.000968,-0.015692
A2,831488,,,0.033093,-0.000777,-0.009867
A2,835584,,,0.036158,-6.7e-05,-0.007513
A2,839680,,,0.029952,2.7e-05,-0.010253
A2,843776,,,0.035125,-0.000184,-0.019762
A2,847872,,,0.034821,-0.000113,-0.009845
A2,851968,,,0.031789,-0.00025,-0.013159
A2,856064,,,0.035873,4e-06,-0.009947
A2,860160,,,0.034354,-0.000516,-0.01189
A2,864256,,,0.032636,-0.000102,-0.00805
A2,868352,,,0.034666,-0.000233,-0.009886
A2,872448,,,0.032589,-0.000366,-0.007244
A2,876544,,,0.035515,-5.6e-05,-0.005479
A2,880640,,,0.028965,-0.0,-0.0032
A2,884736,,,0.036038,-0.000166,-0.014404
A2,888832,,,0.034251,-0.0,-0.00319
A2,892928,,,0.037214,1e-06,-0.005025
A2,897024,,,0.03469,-3.4e-05,-0.007604
A2,901120,,,0.033333,-7.2e-05,-0.00728
A2,905216,,,0.032522,-2.9e-05,-0.005854
A2,909312,,,0.026008,-3.4e-05,-0.00426
A2,913408,,,0.028961,-1e-06,-0.005325
A2,917504,,,0.033411,-2.6e-05,-0.004967
A2,921600,,,0.029242,-0.000126,-0.008344
A2,925696,,,0.034316,-0.00015,-0.010633
A2,929792,,,0.02896,-0.000241,-0.020157
A2,933888,,,0.036317,-8e-05,-0.004422
A2,937984,,,0.029848,-2e-06,-0.004526
A2,942080,,,0.036228,-0.00014,-0.00499
A2,946176,,,0.030779,-0.0,-0.005042
A2,950272,,,0.036163,-6e-05,-0.008307
A2,954368,,,0.032466,4e-06,-0.005125
A2,958464,,,0.026146,-7.1e-05,-0.009721
A2,962560,,,0.032835,-0.000146,-0.011165
A2,966656,,,0.037901,-3.7e-05,-0.009636
A2,970752,,,0.031564,-7e-06,-0.007276
A2,974848,,,0.035115,-5.8e-05,-0.010296
A2,978944,,,0.033195,-1.9e-05,-0.014221
A2,983040,,,0.038794,-2.2e-05,-0.011806
A2,987136,,,0.03462,-1.3e-05,-0.016621
A2,991232,,,0.033858,-2.5e-05,-0.016093
A2,995328,,,0.033323,-2.8e-05,-0.016246
A2,999424,,,0.037159,-1e-06,-0.015322
A2,1003520,,,0.033002,0.0,-0.011954
B0,4096,,,,,
B0,8192,,,20.574351,-0.000638,-0.691435
B0,12288,,,2.618912,-0.004473,-0.691663
B0,16384,,,3.046516,-0.000402,-0.691644
B0,20480,,,2.592943,-0.004293,-0.674858
B0,24576,,,1.830298,-0.001285,-0.655937
B0,28672,,,2.187531,-0.004507,-0.636716
B0,32768,,,2.218965,-0.004624,-0.588504
B0,36864,,,1.621995,-0.000829,-0.587445
B0,40960,,,1.898555,-0.000333,-0.602193
B0,45056,,,1.726241,-0.004168,-0.565149
B0,49152,,,2.437524,0.000257,-0.594389
B0,53248,,,1.898775,-0.001475,-0.603745
B0,57344,,,1.842723,-0.007242,-0.5654
B0,61440,,,1.883769,-0.001079,-0.557044
B0,65536,,,1.186835,-0.000828,-0.572419
B0,69632,,,0.413363,-0.006764,-0.536786
B0,73728,,,1.943906,0.000157,-0.512608
B0,77824,,,1.917137,-0.001601,-0.538232
B0,81920,,,2.058713,-0.000657,-0.509478
B0,86016,,,1.563086,-0.000314,-0.528159
B0,90112,,,1.788821,-0.001497,-0.561324
B0,94208,,,1.942504,0.000524,-0.559406
B0,98304,,,1.038437,-0.001855,-0.628716
B0,102400,,,1.468457,-0.002737,-0.5858
B0,106496,,,1.602709,-0.001773,-0.569013
B0,110592,,,2.114138,-0.001166,-0.5356
B0,114688,,,1.943517,-0.005113,-0.508948
B0,118784,,,1.430971,-0.003076,-0.498752
B0,122880,,,1.34828,-0.002959,-0.482171
B0,126976,,,2.209773,0.000644,-0.489202
B0,131072,,,1.865457,-0.001,-0.494295
B0,135168,,,2.117292,-0.000247,-0.496065
B0,139264,,,1.369303,-0.00289,-0.503261
B0,143360,,,1.594515,-0.004194,-0.433905
B0,147456,,,1.78206,-0.001389,-0.420196
B0,151552,,,1.669382,0.000846,-0.455755
B0,155648,,,1.171964,-0.002703,-0.459568
B0,159744,,,1.765738,0.000263,-0.431054
B0,163840,,,0.96696,0.000596,-0.519571
B0,167936,,,1.662999,-0.002029,-0.433422
B0,172032,,,0.826264,-0.003704,-0.445747
B0,176128,,,1.618535,-0.003745,-0.402196
B0,180224,,,1.841148,0.000171,-0.413388
B0,184320,,,0.913346,-0.002825,-0.427565
B0,188416,,,1.416897,-0.000302,-0.391625
B0,192512,,,1.383887,-0.000257,-0.360495
B0,196608,,,1.826383,-0.001241,-0.363004
B0,200704,,,1.240462,-0.003572,-0.382056
B0,204800,,,1.59304,-0.000544,-0.35759
B0,208896,,,1.72515,-0.000783,-0.338391
B0,212992,,,1.588096,0.000135,-0.33261
B0,217088,,,1.576296,0.000671,-0.360146
B0,221184,,,1.823622,-0.00035,-0.376996
B0,225280,,,1.14072,-0.000178,-0.416061
B0,229376,,,0.925648,-0.002405,-0.428358
B0,233472,,,2.017286,-0.001202,-0.372632
B0,237568,,,1.980795,-0.000977,-0.34828
B0,241664,,,1.637452,-0.001156,-0.377294
B0,245760,,,1.42213,0.000176,-0.410739
B0,249856,,,1.724624,-0.00189,-0.434471
B0,253952,,,1.68563,-0.002463,-0.432067
B0,258048,,,1.552894,-0.001927,-0.414674
B0,262144,,,1.844755,-0.000571,-0.393987
B0,266240,,,1.641305,-0.000304,-0.410065
B0,270336,,,1.425614,0.000399,-0.448921
B0,274432,,,1.215729,-0.004137,-0.438411
B0,278528,,,1.833649,-0.001065,-0.456784
B0,282624,,,1.731978,0.000651,-0.489923
B0,286720,,,1.404217,-0.002762,-0.487608
B0,290816,,,0.963202,-0.003023,-0.468813
B0,294912,,,1.743068,-0.002481,-0.418508
B0,299008,,,0.870759,-0.001479,-0.42516
B0,303104,,,1.155913,-0.001006,-0.427276
B0,307200,,,1.426581,-0.001235,-0.421239
B0,311296,,,1.815886,0.000589,-0.423913
B0,315392,,,1.88688,-0.000432,-0.441236
B0,319488,,,1.514589,-0.00518,-0.422046
B0,323584,,,1.38919,-0.001317,-0.400178
B0,327680,,,1.727622,0.000266,-0.402667
B0,331776,,,1.577556,-0.001982,-0.411093
B0,335872,,,1.695242,0.00029,-0.408325
B0,339968,,,1.478641,-0.00477,-0.383747
B0,344064,,,1.458656,-0.001209,-0.37776
B0,348160,,,1.221264,-0.003661,-0.364232
B0,352256,,,1.544295,4.8e-05,-0.353318
B0,356352,,,1.489636,-0.000573,-0.357266
B0,360448,,,0.750309,-0.006156,-0.357119
B0,364544,,,1.800948,-0.001086,-0.302866
B0,368640,,,1.670478,0.000602,-0.301856
B0,372736,,,1.669176,-0.001693,-0.286872
B0,376832,,,1.456535,-0.002037,-0.273831
B0,380928,,,1.214532,-0.000796,-0.28268
B0,385024,,,1.671913,-0.00029,-0.295902
B0,389120,,,1.737735,0.000151,-0.28098
B0,393216,,,1.209221,-0.000907,-0.332195
B0,397312,,,1.35544,-0.000131,-0.325424
B0,401408,,,1.999791,0.000308,-0.323463
B0,405504,,,1.72584,0.000175,-0.327791
B0,409600,,,1.466513,-0.001256,-0.348169
B0,413696,,,1.487723,-0.000499,-0.354706
B0,417792,,,1.037884,-0.000538,-0.373129
B0,421888,,,1.398972,-0.002619,-0.342095
B0,425984,,,1.219527,-0.002295,-0.310483
B0,430080,,,1.106408,-0.000424,-0.299096
B0,434176,,,1.901875,0.000256,-0.310306
B0,438272,,,1.546126,-0.000668,-0.322121
B0,442368,,,1.279681,0.000269,-0.32334
B0,446464,,,1.186347,0.000237,-0.343643
B0,450560,,,1.298584,-0.001588,-0.341664
B0,454656,,,0.924355,-0.002348,-0.323005
B0,458752,,,1.401611,-0.000139,-0.333278
B0,462848,,,1.640333,-0.000855,-0.314833
B0,466944,,,1.55573,-0.002929,-0.279118
B0,471040,,,1.357945,-0.00154,-0.270546
B0,475136,,,1.113267,-0.000631,-0.271326
B0,479232,,,1.644385,-0.000599,-0.27546
B0,483328,,,1.57636,-0.001102,-0.27593
B0,487424,,,1.713482,-0.00276,-0.241946
B0,491520,,,1.355935,-0.001331,-0.205806
B0,495616,,,1.404183,-0.00016,-0.219415
B0,499712,,,1.348525,-0.002562,-0.171823
B0,503808,,,1.669166,-0.000113,-0.221486
B0,507904,,,1.270344,-0.001261,-0.170823
B0,512000,,,1.13617,-0.000921,-0.131917
B0,516096,,,1.63176,-0.000189,-0.178677
B0,520192,,,1.231551,-0.000266,-0.158332
B0,524288,,,1.562094,-0.000694,-0.181799
B0,528384,,,1.46556,-0.002168,-0.18566
B0,532480,,,1.311298,-0.000763,-0.162243
B0,536576,,,1.477691,-0.001108,-0.184735
B0,540672,,,1.003858,-0.002311,-0.109862
B0,544768,,,1.273224,-0.000783,-0.131823
B0,548864,,,1.779018,-0.00108,-0.209427
B0,552960,,,1.001996,-0.00087,-0.095754
B0,557056,,,1.701433,-0.000672,-0.224761
B0,561152,,,1.435185,-0.000659,-0.202387
B0,565248,,,1.379405,-0.002111,-0.168253
B0,569344,,,1.587555,-0.000378,-0.205908
B0,573440,,,1.17943,-0.001365,-0.132206
B0,577536,,,1.552176,-0.001714,-0.15573
B0,581632,,,1.54714,-0.000262,-0.149555
B0,585728,,,1.360715,-0.000628,-0.124181
B0,589824,,,1.520363,-0.000111,-0.13811
B0,593920,,,1.104423,-0.000751,-0.102091
B0,598016,,,1.609383,-0.001608,-0.137003
B0,602112,,,1.526967,-0.002359,-0.133035
B0,606208,,,1.501493,-0.000633,-0.126195
B0,610304,,,1.825328,-0.000919,-0.189115
B0,614400,,,1.424175,-0.001077,-0.139589
B0,618496,,,1.243164,-0.001547,-0.090923
B0,622592,,,1.287738,-0.001833,-0.07759
B0,626688,,,0.742742,-0.001057,-0.04724
B0,630784,,,1.648091,-0.00208,-0.076198
B0,634880,,,1.534074,-0.00091,-0.07111
B0,638976,,,1.348055,-0.000738,-0.0551
B0,643072,,,1.433547,-0.000532,-0.078159
B0,647168,,,1.356071,0.000172,-0.072826
B0,651264,,,0.740293,-0.000495,-0.060798
B0,655360,,,1.637057,6.9e-05,-0.088219
B0,659456,,,1.628903,-0.000851,-0.120351
B0,663552,,,1.416994,-0.000845,-0.108022
B0,667648,,,1.344908,-0.000985,-0.094803
B0,671744,,,1.161369,-0.000811,-0.085271
B0,675840,,,1.629995,0.000122,-0.142831
B0,679936,,,1.535443,-0.000938,-0.146079
B0,684032,,,0.942988,-0.000916,-0.072112
B0,688128,,,0.964145,-0.000398,-0.056672
B0,692224,,,0.916548,-0.000567,-0.064978
B0,696320,,,1.771549,-0.000516,-0.102254
B0,700416,,,1.260258,-0.000304,-0.073054
B0,704512,,,1.473985,-9.1e-05,-0.077571
B0,708608,,,1.603858,-0.000814,-0.095539
B0,712704,,,0.658913,-0.000406,-0.034294
B0,716800,,,1.608648,-0.000126,-0.093361
B0,720896,,,1.311516,-0.00057,-0.087362
B0,724992,,,0.736478,-0.00141,-0.050965
B0,729088,,,1.498691,-0.000524,-0.201765
B0,733184,,,1.582281,0.000283,-0.238845
B0,737280,,,1.233063,-0.001537,-0.176658
B0,741376,,,1.314047,-0.000501,-0.157074
B0,745472,,,1.175963,-0.000669,-0.144521
B0,749568,,,1.523708,-0.000829,-0.185984
B0,753664,,,1.709875,-0.00062,-0.189965
B0,757760,,,0.880698,-0.001117,-0.10697
B0,761856,,,1.236434,-0.00024,-0.128575
B0,765952,,,0.747374,-0.000264,-0.089737
B0,770048,,,1.114496,-0.000634,-0.129664
B0,774144,,,1.797219,-0.000242,-0.199454
B0,778240,,,0.783662,-0.001162,-0.077462
B0,782336,,,1.566277,-0.000103,-0.160935
B0,786432,,,1.509449,-0.000515,-0.164188
B0,790528,,,1.468738,-0.000468,-0.148168
B0,794624,,,1.1941,-0.000245,-0.110412
B0,798720,,,1.591579,-0.000983,-0.153104
B0,802816,,,1.357103,-0.00123,-0.11843
B0,806912,,,1.432004,-0.001017,-0.105754
B0,811008,,,0.314144,-0.000975,-0.036007
B0,815104,,,1.801131,-2.9e-05,-0.148824
B0,819200,,,0.637372,-0.000304,-0.055749
B0,823296,,,0.686531,-0.001121,-0.05735
B0,827392,,,1.195792,-0.000224,-0.081117
B0,831488,,,1.566539,-0.000964,-0.108427
B0,835584,,,1.304981,-0.000503,-0.079988
B0,839680,,,1.586024,-0.000124,-0.124519
B0,843776,,,1.426948,-0.000285,-0.126642
B0,847872,,,1.354887,-0.000277,-0.094349
B0,851968,,,1.303553,-5.4e-05,-0.077761
B0,856064,,,1.478297,-0.000277,-0.087903
B0,860160,,,0.210636,-0.002439,-0.025028
B0,864256,,,1.326415,-0.000167,-0.057075
B0,868352,,,1.711919,0.000103,-0.111644
B0,872448,,,1.370558,-6.8e-05,-0.100968
B0,876544,,,1.423602,-0.000146,-0.107373
B0,880640,,,1.418145,-0.000267,-0.108517
B0,884736,,,1.440777,4e-06,-0.087657
B0,888832,,,1.457161,-0.000241,-0.109885
B0,892928,,,1.283336,-0.000392,-0.08272
B0,897024,,,1.661574,-3e-06,-0.120005
B0,901120,,,1.330366,-0.000446,-0.095108
B0,905216,,,1.033341,-0.001135,-0.067984
B0,909312,,,1.302711,1e-06,-0.093496
B0,913408,,,1.170029,-0.000213,-0.091971
B0,917504,,,1.705264,1.4e-05,-0.12847
B0,921600,,,1.113764,-0.000702,-0.078431
B0,925696,,,1.581804,1e-06,-0.127312
B0,929792,,,0.79679,-0.000504,-0.058623
B0,933888,,,1.33837,-5.6e-05,-0.0865
B0,937984,,,1.688874,-0.000332,-0.111777
B0,942080,,,1.244641,-0.000621,-0.078258
B0,946176,,,1.061085,-0.000469,-0.065449
B0,950272,,,0.898338,-0.000216,-0.042141
B0,954368,,,1.210381,-4.9e-05,-0.055673
B0,958464,,,0.162978,-0.000436,-0.024925
B0,962560,,,1.382888,-2e-06,-0.069133
B0,966656,,,1.714506,-0.000213,-0.095912
B0,970752,,,1.343042,-3e-06,-0.085962
B0,974848,,,0.729826,-0.000118,-0.04194
B0,978944,,,0.794356,-0.000442,-0.050055
B0,983040,,,1.860972,-4.5e-05,-0.092732
B0,987136,,,0.771507,-1.5e-05,-0.041746
B0,991232,,,1.520721,-5.3e-05,-0.070671
B0,995328,,,1.659837,3e-06,-0.096937
B0,999424,,,1.253497,-3e-06,-0.068164
B0,1003520,,,1.612329,-2e-06,-0.088556
B1,4096,,,,,
B1,8192,,,16.2581,-0.00055,-0.692774
B1,12288,,,4.222698,-0.006665,-0.675676
B1,16384,,,3.056414,-0.004924,-0.641319
B1,20480,,,2.024265,-0.003698,-0.610668
B1,24576,,,3.73247,-0.000631,-0.62254
B1,28672,,,5.043445,-0.002039,-0.640498
B1,32768,,,3.122204,-0.002307,-0.626745
B1,36864,,,2.746658,-0.001867,-0.6151
B1,40960,,,4.258279,-0.00099,-0.613423
B1,45056,,,3.329515,-0.005283,-0.587378
B1,49152,,,2.823264,-0.005816,-0.556134
B1,53248,,,4.633348,-0.002206,-0.531845
B1,57344,,,2.529603,-0.003715,-0.485463
B1,61440,,,3.468559,-0.000334,-0.503039
B1,65536,,,3.48573,-0.000358,-0.500052
B1,69632,,,1.719583,-0.001893,-0.484389
B1,73728,,,4.409741,7e-05,-0.489564
B1,77824,,,1.781007,-0.003082,-0.493286
B1,81920,,,2.441373,-0.000534,-0.512146
B1,86016,,,3.330758,-0.002238,-0.525799
B1,90112,,,2.399349,-0.00474,-0.529947
B1,94208,,,1.3752,-0.003959,-0.515513
B1,98304,,,2.518896,-0.002447,-0.544999
B1,102400,,,2.930378,-0.000994,-0.558007
B1,106496,,,3.620386,-0.001737,-0.557679
B1,110592,,,3.791746,-0.00264,-0.549526
B1,114688,,,2.705834,-0.003281,-0.593557
B1,118784,,,2.377229,-0.002887,-0.594442
B1,122880,,,2.964163,-0.002919,-0.566319
B1,126976,,,2.95801,-0.000563,-0.561704
B1,131072,,,1.901986,-0.002768,-0.587316
B1,135168,,,0.948218,-0.005832,-0.550643
B1,139264,,,2.985761,-0.001309,-0.499392
B1,143360,,,2.027116,-0.000538,-0.515853
B1,147456,,,3.455498,0.000181,-0.484791
B1,151552,,,2.033384,-0.003105,-0.529158
B1,155648,,,2.791653,-0.000342,-0.513938
B1,159744,,,2.421326,-9e-05,-0.530053
B1,163840,,,0.9477,-0.0051,-0.518054
B1,167936,,,2.198838,-0.003197,-0.462533
B1,172032,,,2.263548,-0.001142,-0.454023
B1,176128,,,3.791474,-0.00036,-0.472125
B1,180224,,,3.599794,-0.001552,-0.498168
B1,184320,,,2.288697,-0.002084,-0.498804
B1,188416,,,1.822112,-0.001291,-0.487055
B1,192512,,,1.726849,-0.002047,-0.471471
B1,196608,,,2.958623,-0.002991,-0.419337
B1,200704,,,2.247382,-0.003345,-0.382471
B1,204800,,,1.265775,-0.000767,-0.379324
B1,208896,,,3.157304,-0.000955,-0.38601
B1,212992,,,3.996665,-0.000809,-0.416207
B1,217088,,,2.148508,0.000154,-0.441367
B1,221184,,,3.118202,-0.000742,-0.449278
B1,225280,,,0.836,-0.002151,-0.463705
B1,229376,,,1.464046,-0.000473,-0.467434
B1,233472,,,3.768642,-4.6e-05,-0.470762
B1,237568,,,1.298339,-0.003717,-0.469782
B1,241664,,,2.314061,-0.002316,-0.456338
B1,245760,,,1.459309,-0.002019,-0.441046
B1,249856,,,4.349074,-0.002237,-0.421147
B1,253952,,,1.843625,-0.000619,-0.443806
B1,258048,,,4.449854,-0.000836,-0.429825
B1,262144,,,3.047018,-0.001498,-0.495605
B1,266240,,,1.194272,-0.003504,-0.491668
B1,270336,,,3.688432,0.000423,-0.474475
B1,274432,,,2.858343,-0.00226,-0.481677
B1,278528,,,1.600659,-0.001417,-0.501946
B1,282624,,,4.229347,-0.001014,-0.428715
B1,286720,,,2.000151,-0.004474,-0.450428
B1,290816,,,2.871606,-0.000424,-0.450824
B1,294912,,,3.55113,-0.00109,-0.439594
B1,299008,,,2.532186,-0.000374,-0.482419
B1,303104,,,3.622108,-0.001483,-0.458753
B1,307200,,,3.317328,-0.001265,-0.492334
B1,311296,,,2.799776,-0.002652,-0.519532
B1,315392,,,2.233438,-0.005408,-0.493956
B1,319488,,,3.291408,-0.003384,-0.476363
B1,323584,,,1.518061,-0.003874,-0.486333
B1,327680,,,4.033283,-0.001697,-0.45226
B1,331776,,,2.073025,-0.001177,-0.477354
B1,335872,,,2.289694,-0.000735,-0.49455
B1,339968,,,2.172581,-0.001668,-0.497492
B1,344064,,,2.15124,-0.001258,-0.514682
B1,348160,,,3.175691,-0.002966,-0.506494
B1,352256,,,3.114608,-0.001144,-0.504379
B1,356352,,,2.967446,-0.000209,-0.541307
B1,360448,,,3.439251,-0.001953,-0.542033
B1,364544,,,2.427716,-0.00118,-0.552263
B1,368640,,,3.604425,-0.000168,-0.550721
B1,372736,,,1.444525,-0.004298,-0.564536
B1,376832,,,3.95527,-0.001944,-0.503981
B1,380928,,,3.145528,-0.002093,-0.507155
B1,385024,,,2.369813,-0.001616,-0.502845
B1,389120,,,3.226092,-0.001543,-0.464927
B1,393216,,,1.424477,-0.001323,-0.47313
B1,397312,,,2.162915,-0.002286,-0.453297
B1,401408,,,3.414785,-0.001275,-0.438571
B1,405504,,,1.835808,-0.001453,-0.419229
B1,409600,,,3.068254,-0.001355,-0.428885
B1,413696,,,3.5076,-0.001357,-0.446056
B1,417792,,,3.102874,-0.000592,-0.456608
B1,421888,,,2.709731,-0.001599,-0.447429
B1,425984,,,2.841657,-0.001909,-0.473472
B1,430080,,,3.069402,-0.0019,-0.460682
B1,434176,,,2.087624,-0.000691,-0.459336
B1,438272,,,2.929678,-0.003971,-0.433695
B1,442368,,,3.434602,-0.002109,-0.445717
B1,446464,,,1.38989,-0.003727,-0.432255
B1,450560,,,1.402521,-0.002153,-0.422338
B1,454656,,,2.304021,-0.000564,-0.429399
B1,458752,,,2.26155,-0.000655,-0.47271
B1,462848,,,3.476607,-0.000724,-0.451748
B1,466944,,,3.239536,-0.001284,-0.456136
B1,471040,,,2.874868,-0.000544,-0.476319
B1,475136,,,3.239694,-0.000138,-0.478374
B1,479232,,,3.233374,-0.001488,-0.479281
B1,483328,,,2.744781,-0.000485,-0.493014
B1,487424,,,2.364205,-0.001164,-0.490223
B1,491520,,,3.209666,-0.002648,-0.477413
B1,495616,,,2.865798,-0.001653,-0.468142
B1,499712,,,3.612845,-0.000631,-0.480759
B1,503808,,,3.324334,-0.00136,-0.464132
B1,507904,,,2.754449,-0.003041,-0.443607
B1,512000,,,3.930171,-0.002057,-0.439762
