#{"t_start": 1776475971.66241, "env_id": "None"}
r,l,t
-579.1,367,2639.048148
-163.5,367,2642.591843
-575.9,367,2645.581638
-5160.6,772,2666.96961
-5164.2,772,2688.821518
-581.3,367,2691.862362
-581.3,367,2695.428784
-162.1,367,2698.550048
-5163.8,772,2720.491918
-5166.4,772,2739.980743
-582.3,367,2744.034355
-582.9,367,2748.215645
-582.9,367,2752.240688
-166.7,367,2757.740113
-586.1,367,2761.73283
-170.3,367,2765.037347
-5173.2,772,2782.791256
-5176.0,772,2805.838961
-5175.4,772,2827.862234
-583.9,367,2831.911515
-5172.6,772,2854.926319
-5167.6,772,2874.746921
-5173.2,772,2894.874484
-585.7,367,2900.42501
-170.5,367,2904.279409
-171.3,367,2908.145743
-169.5,367,2910.969358
-584.5,367,2913.695751
-583.7,367,2919.154989
-580.3,367,2921.747822
-583.1,367,2925.033023
-5166.8,772,2945.329623
-580.1,367,2949.07268
-5166.6,772,2969.437578
-580.1,367,2972.654876
-5163.0,772,2992.718664
-5166.6,772,3014.555735
-5164.6,772,3035.380314
-5168.4,772,3055.481453
-5164.0,772,3074.825528
-579.5,367,3078.963557
-579.7,367,3083.08746
-579.9,367,3087.000818
-5162.2,772,3108.429753
-162.7,367,3112.210246
-5159.6,772,3132.514487
-161.9,367,3136.656983
-580.1,367,3140.633451
-164.5,367,3143.223437
-5166.6,772,3162.824758
-5161.8,772,3184.67309
-580.9,367,3188.677582
-5168.2,772,3208.758314
-164.9,367,3212.471084
-5162.2,772,3235.270437
-5160.6,772,3255.070513
-577.9,367,3257.980178
-165.3,367,3261.424654
-5160.0,772,3282.900824
-582.5,367,3287.051767
-161.7,367,3290.836123
-577.1,367,3294.432364
-5164.6,772,3315.915322
-5164.8,772,3335.565125
-5166.0,772,3357.407295
-581.5,367,3360.335501
-579.7,367,3362.947513
-5165.8,772,3382.567901
-165.7,367,3386.293191
-580.3,367,3391.844812
-575.9,367,3395.895594
-5167.4,772,3414.690212
-580.9,367,3418.424519
-579.1,367,3421.751101
-580.3,367,3424.914201
-162.9,367,3427.511386
-577.9,367,3431.212622
-578.9,367,3433.818253
-5159.0,772,3454.522651
-163.1,367,3458.308851
-579.9,367,3462.367876
-577.9,367,3465.488985
-162.9,367,3468.738647
-578.9,367,3473.400003
-579.7,367,3477.042939
-166.7,367,3480.775329
-165.9,367,3484.470345
-5166.0,772,3504.049828
-5166.2,772,3525.337679
-5162.4,772,3546.258445
-578.1,367,3550.378923
-165.9,367,3555.895788
-163.9,367,3559.474239
-579.3,367,3563.629977
-5161.8,772,3583.603155
-163.1,367,3587.667174
-576.3,367,3593.250468
-5163.4,772,3613.736084
-578.5,367,3617.702706
-165.1,367,3621.597877
-576.9,367,3627.425467
-164.3,367,3631.25386
-579.3,367,3634.305334
-166.5,367,3636.712249
-581.9,367,3640.300004
-579.5,367,3644.138129
-580.7,367,3649.70992
-582.5,367,3653.076172
-166.7,367,3655.488264
-166.5,367,3657.929203
-167.1,367,3661.610313
-5166.8,772,3683.837319
-167.3,367,3687.204641
-5164.8,772,3707.36807
-166.5,367,3709.850762
-170.7,367,3713.194933
-583.5,367,3717.149253
-167.5,367,3719.618254
-5171.8,772,3739.199896
-167.9,367,3742.716382
-5172.0,772,3762.505456
-167.3,367,3766.219238
-585.1,367,3770.315615
-583.9,367,3774.198844
-166.5,367,3779.592796
-5168.8,772,3801.67424
-580.1,367,3805.503078
-167.1,367,3808.510925
-168.1,367,3813.894055
-167.9,367,3817.641009
-5173.0,772,3838.658897
-166.7,367,3842.619097
-5169.4,772,3863.093732
-584.3,367,3866.259997
-584.9,367,3870.098318
-5173.6,772,3890.180764
-5169.2,772,3909.363536
-169.9,367,3912.970421
-5172.6,772,3933.515115
-582.1,367,3936.974116
-5167.4,772,3957.41535
-580.9,367,3961.165556
-166.9,367,3964.551362
-581.1,367,3967.440942
-167.5,367,3972.712979
-5171.8,772,3993.64642
-5169.6,772,4013.41048
-167.3,367,4018.705386
-170.7,367,4022.49761
-584.5,367,4026.64011
-585.1,367,4030.60309
-583.5,367,4034.639688
-171.1,367,4037.58371
-587.5,367,4042.911583
-588.7,367,4045.69773
-5176.2,772,4065.163445
-171.5,367,4067.586209
-587.5,367,4071.969881
-583.7,367,4075.971714
-5178.8,772,4097.297137
-170.7,367,4100.697457
-171.7,367,4103.247851
-5179.4,772,4125.003263
-5185.8,772,4144.860743
-174.5,367,4148.779812
-592.5,367,4153.792366
-5192.4,772,4175.518295
-596.3,367,4179.343826
-596.5,367,4183.473478
-596.9,367,4188.961915
-5203.6,772,4209.287659
-595.1,367,4213.332217
-182.3,367,4217.071765
-596.7,367,4220.779784
-592.9,367,4226.505796
-5204.4,772,4246.972273
-599.5,367,4251.0246
-598.3,367,4254.206093
-182.9,367,4259.577633
-603.5,367,4262.240383
-5212.8,772,4282.641038
-605.9,367,4285.263369
-5213.4,772,4306.793407
-600.3,367,4309.441151
-5204.8,772,4329.804809
-181.9,367,4333.735934
-598.9,367,4338.789598
-183.1,367,4342.614854
-5207.0,772,4363.256212
-184.9,367,4366.902782
-182.9,367,4370.696057
-598.5,367,4376.312148
-5204.2,772,4395.549813
-184.7,367,4398.630543
-184.7,367,4401.589464
-5204.2,772,4420.881016
-604.1,367,4424.13572
-187.1,367,4426.510457
-187.7,367,4430.332493
-600.5,367,4434.323542
-197.7,367,4439.697308
-611.3,367,4443.546266
-5227.6,772,4463.407427
-609.7,367,4467.161515
-607.5,367,4472.932117
-613.1,367,4476.948542
-614.5,367,4481.032364
-614.5,367,4485.049613
-612.7,367,4488.286447
-609.9,367,4491.538217
-197.1,367,4495.476976
-5233.6,772,4516.713847
-5231.8,772,4536.990647
-5235.0,772,4558.021086
-196.7,367,4561.660192
-613.1,367,4565.760961
-195.9,367,4569.526179
-5232.6,772,4592.448781
-195.7,367,4594.914224
-5227.8,772,4614.675183
-609.9,367,4618.657643
-197.9,367,4624.033131
-5237.2,772,4644.293642
-5237.8,772,4665.873045
-614.1,367,4671.510805
-196.5,367,4675.281563
-196.3,367,4679.019817
-611.9,367,4682.035892
-5233.4,772,4701.991215
-612.9,367,4707.649383
-609.3,367,4711.663686
-608.7,367,4715.903669
-5230.8,772,4735.57563
-5232.8,772,4756.675252
-5232.0,772,4777.23096
-193.3,367,4781.055086
-606.9,367,4785.073114
-606.3,367,4789.864603
-607.5,367,4792.469207
-5218.0,772,4810.62846
-605.1,367,4813.251211
-604.7,367,4816.644618
-5229.8,772,4837.343168
-5226.0,772,4857.837739
-5221.4,772,4879.584131
-604.1,367,4882.518218
-607.9,367,4886.509373
-604.1,367,4890.560765
-606.3,367,4894.498457
-609.9,367,4900.142112
-608.7,367,4904.154862
-5225.6,772,4924.764349
-198.3,367,4928.605027
-5227.2,772,4949.356157
-198.3,367,4953.040789
-612.3,367,4957.26152
-5231.0,772,4976.564901
-5233.2,772,4997.376967
-196.1,367,5001.116007
-197.1,367,5004.835435
-198.3,367,5008.739807
-199.1,367,5013.101391
-197.7,367,5016.510011
-196.5,367,5020.33742
-613.7,367,5024.384317
-610.9,367,5028.468449
-5238.2,772,5051.197803
-5244.6,772,5071.606998
-5248.6,772,5091.283772
-202.3,367,5096.913403
-615.9,367,5100.955356
-615.7,367,5104.962542
-200.3,367,5108.872517
-198.3,367,5112.728741
-5237.2,772,5133.723988
-190.5,367,5136.35386
-610.7,367,5140.271356
-194.7,367,5143.955413
-607.7,367,5147.151123
-5224.6,772,5167.892887
-190.3,367,5171.668373
-607.5,367,5175.28646
-190.3,367,5179.147003
-193.1,367,5182.769508
-5211.6,772,5206.444065
-5218.2,772,5224.40264
-5213.2,772,5245.717818
-598.7,367,5249.852219
-601.7,367,5253.751098
-5209.6,772,5273.715618
-600.5,367,5279.221967
-598.1,367,5282.406627
-595.5,367,5285.42583
-183.9,367,5288.747312
-595.1,367,5291.568371
-595.3,367,5295.648811
-5192.8,772,5317.708749
-5189.2,772,5338.753999
-5191.2,772,5359.89385
-175.9,367,5363.595095
-176.9,367,5367.429421
-591.1,367,5370.208705
-591.7,367,5373.945609
-5189.4,772,5393.415472
-591.9,367,5396.413905
-5185.0,772,5417.263459
-173.9,367,5421.111175
-592.3,367,5426.638525
-176.1,367,5430.445453
-5191.8,772,5451.492122
-5189.0,772,5473.69232
-593.7,367,5479.280957
-591.1,367,5482.227112
-174.1,367,5484.761519
-176.7,367,5487.174695
-588.7,367,5489.783412
-587.1,367,5493.690597
-5183.4,772,5513.426251
-173.1,367,5517.163313
-586.9,367,5521.195286
-586.5,367,5524.054292
-178.9,367,5529.402894
-5194.6,772,5550.227309
-5190.2,772,5570.017167
-5191.4,772,5591.588741
-589.7,367,5595.434976
-5183.4,772,5614.500306
-172.3,367,5617.67697
-5193.6,772,5635.819432
-589.5,367,5639.746992
-5186.2,772,5660.701971
-5183.0,772,5682.475131
-5185.4,772,5702.531962
-5184.0,772,5724.982597
-586.9,367,5728.747005
-175.1,367,5731.446568
-173.7,367,5733.868973
-174.7,367,5737.612099
-175.3,367,5741.377414
-590.1,367,5746.83023
-588.7,367,5750.771614
-175.3,367,5754.519963
-5184.6,772,5774.442304
-175.5,367,5778.287647
-590.5,367,5780.881928
-589.3,367,5783.450412
-173.3,367,5786.476747
-590.7,367,5790.460998
-589.5,367,5794.557726
-5190.4,772,5816.785998
-591.9,367,5819.453861
-174.1,367,5823.173141
-592.5,367,5827.16056
-5189.0,772,5848.702172
-589.9,367,5852.206284
-174.3,367,5855.976737
-176.1,367,5859.098234
-594.1,367,5862.299023
-593.3,367,5866.769556
-176.9,367,5870.582305
-180.5,367,5874.058509
-177.1,367,5877.313051
-5191.0,772,5897.220143
-590.7,367,5900.10912
-179.3,367,5902.518272
-5197.4,772,5923.919285
-5191.8,772,5945.133197
-176.3,367,5947.657622
-5186.8,772,5967.849587
-5186.2,772,5989.605047
-587.1,367,5993.621799
-175.5,367,5997.492033
-177.1,367,6001.380865
-5186.0,772,6023.616225
-5184.6,772,6044.154257
-178.5,367,6046.659738
-587.9,367,6049.256206
-591.1,367,6052.159569
-175.7,367,6056.065959
-5180.8,772,6076.546314
-5189.6,772,6095.263668
-595.7,367,6100.786361
-593.5,367,6104.700287
-592.7,367,6108.727852
-592.3,367,6112.859656
-178.5,367,6116.566389
-590.1,367,6120.489256
-589.9,367,6126.137069
-591.7,367,6130.32777
-5189.0,772,6149.358994
-5190.2,772,6169.036134
-179.5,367,6171.467342
-5196.6,772,6192.173068
-5195.8,772,6210.931642
-173.9,367,6216.364204
-177.7,367,6220.108434
-175.9,367,6223.946895
-175.5,367,6227.401927
-177.1,367,6230.905411
-5185.2,772,6252.876033
-5182.2,772,6274.457939
-5179.0,772,6296.577457
-178.1,367,6300.31363
-591.7,367,6303.752467
-590.1,367,6307.708368
-174.9,367,6310.838203
-587.9,367,6314.542414
-587.9,367,6317.891893
-170.7,367,6321.567666
-5189.4,772,6341.754859
-174.5,367,6345.536279
-592.1,367,6351.23987
-590.7,367,6354.246054
-172.9,367,6357.885046
-593.1,367,6361.384271
-587.7,367,6365.118576
-174.1,367,6367.927493
-587.9,367,6373.424766
-590.9,367,6376.137337
-5190.2,772,6396.040936
-586.1,367,6400.224438
-5188.0,772,6421.858601
-5185.4,772,6442.011853
-176.1,367,6444.474055
-174.9,367,6447.478846
-5189.4,772,6469.170051
-5191.4,772,6489.466823
-5189.6,772,6510.828214
-175.3,367,6514.5058
-587.1,367,6517.986334
-587.5,367,6520.563475
-173.9,367,6523.963959
-174.7,367,6527.316968
-589.9,367,6532.60934
-177.9,367,6536.458429
-587.9,367,6539.272835
-5194.8,772,6558.074153
-5188.6,772,6580.044308
-5189.2,772,6599.978442
-5195.4,772,6620.981733
-175.9,367,6626.230809
-592.5,367,6629.95418
-175.1,367,6633.815335
-5196.2,772,6653.110711
-178.5,367,6658.501967
-588.7,367,6662.625602
-589.3,367,6666.675426
-174.7,367,6670.358968
-590.5,367,6674.389952
-5180.6,772,6694.240131
-172.7,367,6698.056206
-171.1,367,6701.868302
-174.5,367,6704.77431
-5184.2,772,6727.118197
-5186.0,772,6747.189591
-172.1,367,6749.689341
-5185.6,772,6770.351526
-5187.8,772,6790.93354
-5186.0,772,6811.048184
-5189.2,772,6833.119471
-176.5,367,6836.957822
-174.7,367,6840.584631
-171.3,367,6843.996846
-174.7,367,6847.886539
-175.9,367,6851.795751
-5194.2,772,6871.056491
-177.5,367,6874.697002
-178.3,367,6878.468861
-588.7,367,6882.586524
-177.5,367,6887.850908
-173.9,367,6890.363291
-176.3,367,6894.099288
-591.3,367,6897.469653
-5188.6,772,6919.723835
-178.9,367,6923.403152
-5188.2,772,6944.390666
-592.9,367,6947.328977
-174.3,367,6950.327319
-5188.4,772,6971.266004
-5185.8,772,6992.723663
-5186.2,772,7014.858011
-176.3,367,7018.64107
-5190.2,772,7038.862038
-590.3,367,7041.605669
-5188.8,772,7063.260319
-5183.8,772,7084.340096
-5185.2,772,7103.102343
-5189.2,772,7124.449361
-5182.4,772,7144.978763
-5181.6,772,7166.045509
-5179.6,772,7186.846898
-174.7,367,7190.364776
-591.3,367,7194.244566
-5182.6,772,7214.295877
-5189.2,772,7234.76712
-587.9,367,7237.809398
-592.1,367,7240.612532
-176.5,367,7243.6966
-177.9,367,7246.053334
-5187.4,772,7268.031511
-591.9,367,7272.028957
-5187.4,772,7294.051825
-173.1,367,7297.114725
-176.3,367,7299.536051
-591.3,367,7303.593324
-176.1,367,7307.435095
-5191.8,772,7330.256414
-5182.8,772,7350.96765
-179.1,367,7354.501047
-592.3,367,7359.906308
-5182.8,772,7381.228108
-172.5,367,7385.022205
-174.7,367,7387.472792
-177.1,367,7390.452741
-175.7,367,7393.534034
-5186.6,772,7413.395836
-5185.2,772,7434.070625
-5181.8,772,7454.632973
-5190.8,772,7472.451739
-5183.2,772,7493.414222
-587.7,367,7497.2215
-174.5,367,7500.954906
-584.3,367,7505.005655
-588.5,367,7509.152287
-5185.2,772,7530.04872
-589.7,367,7534.16787
-5177.0,772,7554.00554
-170.3,367,7556.898463
-584.7,367,7560.192109
-582.5,367,7563.253538
-588.9,367,7567.26227
-173.7,367,7570.931588
-174.9,367,7573.658394
-5185.0,772,7594.67013
-585.1,367,7597.824432
-589.3,367,7601.689084
-5182.0,772,7621.897228
-172.1,367,7625.109753
-5186.2,772,7645.259958
-173.1,367,7648.106612
-588.1,367,7651.800707
-5186.6,772,7674.110342
-172.5,367,7677.859997
-173.3,367,7680.826881
-5182.6,772,7700.680047
-173.1,367,7704.215662
-589.5,367,7708.152293
-176.9,367,7710.567554
-5183.0,772,7731.25528
-590.9,367,7736.995627
-589.3,367,7741.136365
-591.5,367,7745.12613
-174.1,367,7748.930777
-589.5,367,7752.939412
-168.5,367,7755.772938
-172.9,367,7761.176255
-588.9,367,7765.073074
-175.3,367,7768.968937
-588.3,367,7772.98255
-172.9,367,7776.470471
-5181.8,772,7799.493828
-5181.0,772,7820.946933
-5172.4,772,7841.985733
-588.7,367,7847.453996
-169.3,367,7851.056024
-169.1,367,7854.757957
-171.5,367,7858.56688
-5175.4,772,7881.174335
-5172.2,772,7902.455333
-582.7,367,7906.330889
-5176.0,772,7925.249646
-580.5,367,7929.915343
-169.7,367,7932.386154
-580.7,367,7936.086061
-166.5,367,7938.547262
-168.5,367,7942.483854
-167.7,367,7948.01358
-5165.0,772,7967.12414
-577.9,367,7969.751188
-165.5,367,7972.169271
-5159.2,772,7993.203246
-580.9,367,7997.254955
-5161.2,772,8016.325065
-165.7,367,8019.01697
-5163.2,772,8038.408041
-578.9,367,8041.235376
-160.5,367,8044.164295
-5162.2,772,8065.692746
-5153.4,772,8086.881336
-161.5,367,8090.605314
-575.1,367,8094.683378
-574.3,367,8098.699602
-164.7,367,8104.001766
-577.1,367,8107.242739
-576.7,367,8111.283981
-164.5,367,8115.136854
-162.7,367,8119.018802
-578.5,367,8123.051861
-581.1,367,8128.72887
-5167.2,772,8150.371681
-165.1,367,8154.220232
-5167.2,772,8176.404162
-162.9,367,8179.675985
-577.5,367,8183.502264
-5158.6,772,8203.480184
-577.3,367,8208.28134
-579.7,367,8212.354404
-163.9,367,8216.150832
-5169.0,772,8237.17859
-581.7,367,8241.168645
-164.1,367,8246.483816
-164.7,367,8250.087887
-5164.8,772,8269.96265
-5161.8,772,8291.053288
-5169.2,772,8312.238258
-164.1,367,8315.146955
-5165.6,772,8334.295075
-167.5,367,8339.72048
-166.9,367,8343.35325
-581.1,367,8347.36028
-580.5,367,8351.406633
-5171.6,772,8374.375428
-5161.4,772,8395.854874
-5165.0,772,8416.613629
-577.7,367,8422.389848
-164.1,367,8426.243447
-5159.2,772,8447.66072
-162.1,367,8450.275987
-163.7,367,8452.919964
-5166.6,772,8475.538038
-580.5,367,8478.874364
-166.9,367,8481.309425
-166.5,367,8484.184868
-165.1,367,8489.608075
-583.1,367,8493.033049
-164.9,367,8496.818844
-5167.2,772,8517.703786
-166.1,367,8520.73096
-5167.4,772,8542.826005
-162.7,367,8545.764728
-163.7,367,8548.165292
-166.1,367,8550.555421
-581.5,367,8556.216075
-578.5,367,8559.617715
-580.3,367,8562.197695
-163.7,367,8564.713001
-5161.2,772,8584.062245
-580.9,367,8587.876575
-577.7,367,8590.466785
-580.1,367,8593.638384
-5161.6,772,8614.200584
-581.9,367,8619.616691
-5170.6,772,8640.601399
-5174.2,772,8660.757525
-166.5,367,8664.447958
-163.9,367,8667.998178
-582.3,367,8670.834964
-581.7,367,8674.151975
-5161.2,772,8695.333048
-167.1,367,8700.528345
-5169.6,772,8720.254463
-170.1,367,8722.959862
-582.9,367,8725.698245
-582.7,367,8728.279991
-169.7,367,8731.485291
-5177.6,772,8752.085404
-171.3,367,8754.672151
-584.5,367,8758.551014
-171.7,367,8764.00125
-5177.0,772,8785.162549
-171.9,367,8788.192797
-588.1,367,8792.211085
-5176.2,772,8814.507713
-169.3,367,8818.053967
-166.3,367,8821.960963
-168.1,367,8825.712893
-5172.6,772,8847.734646
-163.9,367,8850.390205
-580.9,367,8854.503032
-166.9,367,8858.269513
-5163.6,772,8881.045714
-5174.2,772,8899.842818
-584.3,367,8902.825276
-5170.4,772,8922.210397
-579.9,367,8927.685436
-167.7,367,8931.48089
-579.9,367,8935.40555
-583.7,367,8938.275499
-5170.4,772,8959.835377
-5172.4,772,8981.264702
-5171.8,772,9002.258178
-170.3,367,9006.025515
-5172.2,772,9027.538306
-170.1,367,9031.330388
-5172.8,772,9051.56336
-167.7,367,9056.969351
-172.3,367,9060.852782
-585.3,367,9064.739112
-5172.2,772,9083.983675
-167.9,367,9087.241349
-168.3,367,9092.499289
-5171.8,772,9112.762722
-167.9,367,9116.649917
-165.7,367,9119.594682
-584.5,367,9124.586659
-584.5,367,9128.644264
-5170.8,772,9148.208489
-583.3,367,9151.773636
-169.3,367,9154.65996
-166.9,367,9160.056566
-5172.6,772,9180.224899
-168.7,367,9182.862263
-173.7,367,9185.883705
-5177.8,772,9206.446173
-176.5,367,9210.353802
-5181.2,772,9230.835091
-170.5,367,9235.747212
-590.1,367,9239.747833
-586.9,367,9243.305506
-178.5,367,9245.684478
-591.1,367,9248.483723
-590.1,367,9252.479975
-592.9,367,9257.451617
-584.1,367,9260.484355
-174.9,367,9264.092233
-177.1,367,9267.967928
-174.1,367,9271.102139
-172.1,367,9273.515491
-589.3,367,9278.6013
-5184.0,772,9299.49175
-172.1,367,9303.10528
-588.9,367,9306.145224
-592.3,367,9309.801374
-5186.2,772,9331.194093
-5185.0,772,9351.273025
-586.7,367,9356.883887
-5182.0,772,9377.725405
-586.5,367,9381.632432
-5181.2,772,9403.292699
-587.5,367,9408.71028
-175.3,367,9412.110495
-5187.4,772,9433.473981
-5182.2,772,9455.05266
-174.1,367,9458.580975
-5187.4,772,9478.616331
-5182.2,772,9500.756317
-594.3,367,9504.325017
-176.3,367,9507.166052
-174.3,367,9510.752155
-592.7,367,9515.000269
-589.5,367,9518.266408
-5191.6,772,9539.384768
-5193.8,772,9560.246111
-5197.2,772,9582.22374
-588.9,367,9586.376044
-594.1,367,9589.461055
-179.1,367,9591.866738
-5189.4,772,9611.342389
-5184.6,772,9633.453097
