#{"t_start": 1778100212.916497, "env_id": "None"}
r,l,t
5.64,367,4646.019739
5.64,367,4649.689085
5.34,367,4655.187823
12.54,768,4676.410072
12.54,768,4695.995935
12.54,768,4715.930018
12.14,768,4737.012473
2.16,367,4740.634535
5.64,367,4746.316343
12.34,768,4768.077413
5.64,367,4772.031788
12.54,768,4793.17532
12.54,768,4814.430882
1.96,367,4818.047389
2.16,367,4821.417896
5.64,367,4825.196373
2.16,367,4830.345
5.64,367,4834.269322
5.64,367,4838.25959
2.16,367,4841.899023
2.16,367,4845.391393
12.54,768,4866.478823
12.54,768,4887.588069
12.24,768,4906.770046
12.54,768,4927.118613
2.16,367,4929.702759
12.54,768,4946.920846
2.16,367,4950.411508
2.16,367,4954.020931
2.16,367,4957.619266
5.64,367,4961.416962
5.64,367,4965.048718
2.16,367,4967.36479
5.64,367,4972.327424
5.64,367,4974.873798
5.14,367,4978.782802
12.24,768,5000.178338
12.54,768,5020.343234
5.64,367,5024.212563
5.64,367,5028.256098
5.44,367,5032.262448
12.54,768,5053.108139
2.16,367,5056.41439
5.64,367,5060.218766
5.14,367,5063.932315
5.64,367,5066.68889
12.54,768,5085.379134
1.96,367,5088.968578
5.64,367,5092.780466
2.16,367,5095.651638
12.34,768,5116.240383
12.34,768,5137.564658
2.16,367,5141.153303
12.54,768,5161.605382
5.64,367,5165.451865
12.04,768,5186.612877
2.16,367,5190.319654
2.16,367,5193.983907
5.64,367,5199.405112
2.16,367,5203.009533
12.24,768,5224.084876
2.16,367,5226.86963
12.54,768,5247.743879
5.64,367,5251.569997
5.64,367,5255.655242
12.14,768,5276.967722
2.16,367,5282.414892
12.54,768,5304.051048
5.64,367,5307.751739
2.16,367,5311.390875
5.64,367,5315.155838
12.54,768,5336.279103
12.54,768,5357.718684
12.34,768,5380.178415
5.64,367,5383.962712
2.16,367,5387.312544
5.64,367,5391.05218
12.54,768,5411.3521
2.16,367,5415.035167
12.54,768,5433.341495
2.16,367,5436.538438
5.64,367,5440.452461
5.64,367,5445.021921
5.64,367,5447.603024
5.64,367,5450.354235
5.64,367,5454.419439
12.54,768,5473.938448
12.54,768,5494.534148
2.16,367,5497.45341
2.06,367,5501.020512
2.16,367,5505.538625
2.16,367,5508.71843
5.64,367,5512.538184
2.16,367,5516.17167
2.16,367,5519.628024
5.64,367,5523.617399
2.16,367,5527.321959
5.64,367,5531.088988
5.64,367,5534.928277
2.16,367,5537.952384
5.64,367,5540.951998
5.64,367,5543.697997
12.24,768,5565.251881
5.64,367,5569.227699
5.34,367,5572.204259
5.64,367,5576.049968
2.16,367,5579.611334
2.16,367,5583.150157
2.16,367,5586.719833
5.64,367,5589.848333
12.54,768,5609.878947
2.16,367,5613.966984
12.54,768,5632.723447
5.64,367,5635.329757
5.64,367,5637.860237
5.64,367,5641.495304
2.16,367,5645.129764
5.64,367,5648.881461
12.54,768,5670.094917
12.54,768,5692.641698
5.64,367,5696.439933
12.14,768,5715.7833
12.34,768,5736.645632
12.24,768,5757.244952
1.86,367,5760.091183
12.14,768,5783.239327
2.16,367,5786.854071
5.44,367,5790.554666
2.16,367,5793.26066
5.64,367,5796.344917
2.16,367,5798.95146
2.16,367,5801.344903
5.64,367,5805.325439
12.04,768,5824.284063
2.16,367,5827.984939
2.16,367,5833.558765
5.64,367,5836.232203
12.54,768,5855.360645
5.64,367,5859.307299
12.54,768,5880.418441
12.54,768,5900.261574
2.16,367,5902.567289
2.16,367,5906.126508
11.94,768,5929.591384
2.16,367,5933.167622
11.64,768,5956.023354
12.54,768,5977.854072
2.16,367,5981.099951
2.16,367,5983.441254
4.94,367,5985.898141
12.54,768,6009.367679
5.64,367,6013.29067
5.64,367,6016.987323
2.16,367,6020.494045
5.34,367,6023.864758
5.64,367,6027.825212
1.86,367,6031.55182
12.24,768,6053.381598
2.16,367,6057.09006
2.16,367,6060.535564
2.16,367,6066.038424
12.54,768,6086.633164
12.04,768,6107.596261
12.24,768,6129.275523
12.14,768,6149.799952
5.64,367,6153.204585
5.64,367,6156.686351
5.64,367,6162.20503
11.54,768,6182.264659
5.64,367,6184.980388
2.16,367,6187.332861
12.54,768,6206.347565
12.54,768,6227.345728
12.54,768,6246.869013
12.24,768,6270.307906
5.64,367,6274.1819
2.16,367,6277.490402
1.76,367,6281.066744
5.64,367,6284.942265
5.64,367,6288.814541
12.54,768,6310.786043
5.64,367,6314.885336
5.64,367,6317.799989
5.64,367,6323.368327
2.16,367,6326.716465
5.64,367,6329.166571
2.16,367,6331.859565
1.86,367,6335.516409
2.16,367,6338.283253
12.54,768,6360.018514
1.76,367,6363.6834
2.16,367,6367.469154
12.54,768,6390.545508
2.16,367,6394.094409
2.16,367,6397.733225
2.16,367,6401.271568
12.54,768,6423.4543
2.16,367,6427.185669
12.54,768,6447.351123
12.54,768,6468.039986
12.54,768,6488.931693
2.16,367,6492.600298
12.54,768,6511.038847
12.54,768,6532.269232
5.64,367,6536.031934
5.64,367,6540.030186
2.16,367,6543.598037
5.34,367,6548.039124
1.66,367,6550.785603
11.54,768,6571.447421
5.64,367,6574.053873
5.64,367,6577.992245
1.86,367,6580.330631
11.54,768,6599.961359
1.86,367,6602.418782
5.04,367,6606.177258
2.16,367,6610.197788
4.84,367,6613.267004
10.34,768,6632.782133
5.44,367,6636.653622
12.14,768,6656.793296
12.04,768,6677.576073
5.34,367,6681.310679
2.16,367,6685.043422
11.14,768,6706.319862
5.64,367,6710.039981
5.14,367,6713.085073
11.84,768,6734.086572
12.34,768,6755.443955
1.96,367,6759.094765
12.44,768,6780.821691
5.64,367,6786.186559
12.54,768,6807.389512
2.16,367,6810.893023
12.34,768,6830.874964
5.24,367,6833.481874
12.24,768,6852.023425
12.54,768,6870.259563
1.76,367,6875.591151
12.24,768,6895.939909
5.64,367,6899.151366
2.16,367,6902.774484
2.16,367,6906.330837
2.16,367,6908.780575
5.44,367,6911.280332
1.86,367,6914.938365
5.64,367,6918.699289
1.86,367,6922.182456
2.16,367,6926.831089
2.16,367,6930.327244
12.54,768,6950.661971
1.96,367,6954.249284
2.16,367,6957.958344
12.54,768,6977.871549
5.64,367,6981.277235
5.64,367,6985.227656
12.34,768,7007.635405
5.44,367,7011.544986
5.44,367,7014.45264
5.64,367,7016.896752
5.64,367,7019.406878
1.76,367,7022.783597
1.66,367,7026.471166
1.96,367,7029.905111
2.16,367,7033.317801
2.16,367,7036.910868
12.54,768,7059.558068
12.54,768,7079.315042
11.94,768,7100.632219
12.54,768,7120.174964
12.54,768,7140.702572
5.64,367,7144.498209
2.16,367,7147.825649
5.64,367,7153.523146
2.16,367,7156.3049
12.04,768,7176.184992
1.86,367,7179.799688
5.64,367,7182.495302
5.64,367,7184.970078
12.54,768,7206.362796
12.34,768,7226.687513
5.64,367,7231.342125
5.64,367,7234.017229
5.64,367,7236.520226
5.64,367,7240.336207
12.34,768,7261.096424
2.16,367,7264.727339
12.54,768,7286.100758
2.16,367,7289.613519
1.96,367,7291.966484
5.44,367,7297.236589
5.64,367,7301.1616
2.16,367,7304.591148
5.64,367,7308.611307
12.34,768,7329.961969
2.16,367,7333.55517
12.54,768,7354.950636
2.16,367,7357.823158
5.64,367,7361.977984
2.16,367,7364.697999
12.54,768,7384.632655
2.16,367,7386.959614
12.54,768,7406.926843
2.16,367,7410.736405
12.54,768,7431.271044
5.64,367,7435.180826
2.16,367,7440.588827
2.16,367,7444.254303
12.54,768,7465.634414
1.96,367,7469.227795
12.54,768,7489.638195
1.96,367,7493.188447
12.54,768,7513.544181
12.54,768,7534.882319
2.16,367,7537.738172
2.16,367,7540.119277
2.16,367,7542.70773
12.24,768,7563.372493
12.54,768,7583.707757
12.54,768,7602.979856
5.64,367,7605.527739
12.34,768,7627.268438
12.34,768,7646.492247
12.04,768,7664.627148
2.16,367,7666.945237
2.16,367,7669.689276
5.64,367,7673.372324
12.24,768,7695.188557
5.64,367,7700.972585
12.34,768,7720.583986
12.34,768,7739.944281
12.54,768,7759.760769
5.64,367,7762.958838
2.16,367,7765.438352
12.54,768,7784.250095
2.16,367,7788.761179
2.16,367,7791.20559
12.34,768,7811.920535
5.64,367,7815.798147
5.44,367,7819.686341
5.64,367,7823.466397
12.24,768,7844.420491
12.24,768,7867.38898
5.44,367,7871.200255
2.16,367,7874.825163
12.34,768,7893.243805
12.54,768,7911.469323
2.06,367,7915.168602
5.64,367,7918.948729
5.54,367,7922.33107
12.54,768,7943.195054
5.64,367,7947.007467
12.54,768,7969.113414
12.54,768,7991.194639
12.34,768,8011.680822
12.54,768,8031.685219
5.64,367,8034.394931
12.34,768,8055.813792
1.86,367,8059.278655
5.64,367,8061.7824
5.34,367,8065.682197
2.16,367,8068.425404
5.64,367,8072.057375
5.64,367,8075.886649
12.54,768,8097.56904
2.16,367,8100.430129
2.16,367,8105.621492
12.54,768,8127.016471
2.16,367,8130.556595
12.54,768,8150.299072
5.64,367,8152.844321
12.54,768,8172.06725
12.54,768,8193.547209
5.64,367,8198.85852
12.54,768,8220.652538
12.54,768,8241.616879
2.16,367,8245.407445
12.54,768,8266.435479
5.64,367,8270.240484
2.16,367,8273.904823
12.54,768,8295.76193
5.64,367,8298.35696
12.54,768,8319.991753
5.44,367,8323.743293
12.54,768,8345.907109
12.54,768,8367.19024
2.16,367,8370.901204
12.54,768,8393.745444
12.54,768,8413.772468
12.54,768,8433.644052
5.64,367,8437.655504
2.16,367,8441.217744
12.54,768,8460.352149
5.64,367,8464.161568
2.16,367,8469.222594
12.34,768,8488.11458
1.86,367,8491.441394
12.34,768,8511.341722
12.14,768,8533.080021
5.64,367,8536.296894
12.54,768,8557.980483
12.54,768,8581.33227
2.16,367,8585.026597
2.16,367,8588.434204
5.34,367,8592.169286
2.16,367,8595.751728
12.54,768,8616.491436
5.64,367,8620.433596
2.16,367,8623.937877
12.34,768,8647.298011
2.16,367,8650.897084
2.16,367,8654.449377
5.34,367,8658.224549
5.64,367,8661.468365
12.34,768,8681.687469
12.54,768,8703.390614
12.54,768,8725.084697
5.64,367,8730.724698
5.64,367,8734.638594
2.16,367,8737.524838
5.64,367,8739.977601
2.16,367,8742.957897
12.54,768,8763.598348
2.16,367,8766.569107
5.64,367,8769.207512
2.16,367,8772.67386
2.16,367,8776.23305
12.54,768,8799.205353
2.16,367,8802.750261
5.44,367,8806.78107
5.34,367,8810.613582
2.16,367,8814.153168
5.64,367,8818.120647
12.54,768,8838.943009
12.54,768,8860.030578
1.96,367,8865.300337
1.96,367,8868.136796
2.16,367,8870.748764
5.44,367,8874.442048
2.16,367,8877.400279
5.64,367,8881.348089
2.16,367,8884.730382
12.34,768,8903.892465
2.16,367,8906.2508
12.54,768,8926.921929
12.54,768,8947.922262
2.16,367,8951.736396
12.54,768,8973.287959
2.16,367,8976.908598
2.16,367,8980.550795
5.64,367,8984.464153
2.16,367,8988.112329
12.54,768,9011.094337
12.54,768,9030.330035
12.34,768,9050.028583
1.96,367,9053.705486
2.16,367,9057.11095
2.16,367,9060.252552
5.64,367,9062.694149
5.64,367,9065.164086
5.64,367,9067.815358
2.16,367,9071.594223
5.64,367,9074.069812
12.54,768,9093.13841
2.16,367,9096.770819
12.54,768,9117.878556
2.16,367,9121.420048
2.16,367,9124.586832
2.16,367,9127.76374
5.64,367,9131.763612
2.16,367,9137.340833
2.16,367,9140.993452
5.64,367,9145.168043
2.16,367,9148.879648
12.54,768,9170.729135
12.54,768,9189.91269
5.64,367,9192.416626
2.16,367,9195.609883
12.54,768,9218.673101
5.64,367,9222.456936
2.16,367,9226.25451
12.54,768,9246.869658
2.16,367,9250.475154
5.64,367,9254.296496
2.16,367,9257.887206
5.44,367,9261.337202
2.16,367,9263.691413
12.54,768,9286.766144
12.54,768,9309.1564
12.54,768,9330.35062
2.16,367,9333.882737
5.64,367,9337.919718
5.64,367,9342.03158
2.16,367,9345.791317
12.54,768,9367.660956
2.16,367,9370.328046
12.54,768,9389.669395
5.64,367,9393.474073
5.64,367,9397.587515
5.64,367,9400.485017
5.64,367,9403.089577
5.64,367,9405.61114
2.16,367,9408.478532
2.16,367,9412.237873
2.16,367,9415.795747
5.64,367,9421.413177
12.54,768,9441.836321
2.16,367,9445.464555
5.64,367,9449.370886
12.54,768,9468.878994
5.64,367,9472.726174
5.64,367,9476.525442
