#{"t_start": 1776390695.6294084, "env_id": "None"}
r,l,t
-197.4,363,1741.997045
-5186.2,768,1759.246446
-677.2,368,1763.390333
-5218.1,775,1781.734936
-5199.2,770,1801.346659
-5172.5,768,1822.646305
-5190.9,769,1842.361052
-659.9,366,1846.283571
-193.8,363,1849.187499
-193.2,363,1853.015164
-5229.5,768,1872.941179
-658.6,367,1875.922854
-195.9,364,1878.785895
-645.5,364,1882.544448
-663.0,364,1885.189302
-196.2,363,1887.487164
-5199.3,772,1905.845502
-664.9,370,1908.609012
-5202.8,772,1928.314433
-198.2,363,1931.863792
-665.8,368,1934.736983
-5219.5,768,1954.994262
-667.7,369,1957.560897
-202.0,369,1960.094322
-5181.3,768,1979.507843
-5161.1,769,1998.254478
-654.6,366,2000.812565
-704.0,366,2003.450697
-686.2,364,2005.944684
-5228.1,768,2023.911021
-5213.1,769,2043.097484
-202.5,363,2046.627237
-5231.4,768,2065.217827
-5244.0,768,2085.547624
-5252.4,779,2104.132608
-201.6,363,2106.693924
-668.9,367,2111.242904
-642.8,364,2114.402706
-655.3,368,2117.177047
-5218.9,771,2135.791932
-5195.9,768,2154.333844
-5220.8,773,2171.227696
-199.0,363,2173.894543
-5204.0,768,2192.275991
-195.5,363,2195.03337
-198.9,363,2198.040352
-670.8,369,2201.139831
-198.6,363,2204.056072
-203.5,364,2206.99928
-194.5,363,2210.350873
-197.6,363,2212.83351
-655.4,369,2215.575678
-5299.9,781,2233.714874
-198.9,367,2236.837415
-5159.9,768,2255.056924
-5233.4,773,2274.179561
-649.6,367,2277.718024
-682.2,366,2280.517603
-197.4,363,2283.133093
-197.7,363,2285.852546
-5174.9,768,2304.871948
-5241.6,772,2326.704517
-201.7,370,2330.097306
-198.0,367,2333.132803
-671.0,371,2335.631429
-5222.2,769,2354.623165
-668.9,364,2358.643303
-5202.5,768,2374.859252
-674.0,369,2379.070718
-663.8,367,2381.894873
-679.8,369,2384.655146
-663.1,371,2387.656917
-195.5,369,2390.60048
-202.7,363,2393.09313
-5242.3,768,2412.513922
-669.3,370,2415.191251
-5212.1,770,2432.553203
-203.1,364,2436.013556
-656.2,369,2438.551839
-196.8,368,2441.101157
-206.1,367,2443.436791
-5226.7,774,2462.043488
-685.5,365,2466.674602
-195.2,363,2469.963846
-197.1,364,2473.687839
-198.9,363,2476.539122
-5214.9,771,2497.809901
-678.8,365,2501.355101
-5228.6,768,2521.298104
-5234.0,776,2539.926405
-196.5,363,2543.27466
-5233.0,782,2564.05394
-702.7,368,2567.938172
-5217.3,783,2587.390068
-5206.3,768,2606.431195
-5246.0,768,2624.701691
-199.6,365,2627.258424
-200.0,363,2631.884571
-632.0,365,2634.673428
-196.0,365,2637.023929
-669.5,368,2639.559666
-656.8,367,2643.09454
-196.2,363,2647.543882
-195.9,371,2651.405713
-5225.3,779,2671.967281
-188.8,363,2674.985654
-654.5,371,2679.158411
-666.6,368,2682.323646
-5195.1,770,2699.602944
-194.4,368,2702.295583
-5211.3,776,2724.149506
-688.8,364,2728.000218
-196.0,363,2731.16793
-642.6,366,2734.417367
-196.1,366,2736.860974
-657.7,369,2740.824732
-188.9,365,2744.161299
-683.5,368,2746.693148
-5196.0,770,2765.882152
-708.8,370,2769.105067
-201.1,363,2773.221238
-690.7,364,2775.873702
-677.9,369,2779.324499
-202.2,368,2782.832431
-660.0,364,2785.847142
-5252.6,770,2805.201919
-672.7,364,2808.18361
-5209.8,768,2827.680072
-689.5,367,2831.153771
-198.0,368,2835.59573
-5233.8,768,2855.473316
-660.1,370,2858.64665
-5249.2,772,2879.921532
-680.7,368,2882.813413
-5236.8,769,2900.943908
-5269.6,782,2920.373609
-204.2,364,2923.817064
-5217.0,773,2941.721255
-5245.4,768,2961.105344
-202.7,363,2965.882986
-693.2,365,2969.748581
-198.1,363,2972.249124
-201.9,367,2975.348952
-685.0,367,2977.875712
-664.9,367,2980.788663
-200.6,367,2985.228338
-5234.4,768,3005.353105
-5233.1,782,3024.863075
-198.0,363,3029.922491
-714.4,365,3034.02406
-5265.8,780,3053.787752
-5252.1,783,3073.172
-661.1,365,3076.806246
-197.2,366,3080.399028
-671.4,366,3083.459983
-5240.4,768,3103.475156
-196.7,363,3108.100291
-686.5,367,3110.627962
-669.3,370,3113.133137
-762.8,373,3117.345353
-202.3,363,3120.778083
-669.6,366,3123.785976
-195.2,365,3126.943841
-678.7,373,3129.704335
-202.5,364,3132.396293
-5242.9,784,3150.487982
-647.5,369,3155.448214
-200.7,363,3158.094425
-686.7,369,3161.066778
-5227.2,773,3178.671538
-195.4,365,3182.171838
-662.6,371,3184.782012
-197.6,364,3187.211789
-657.8,369,3190.669314
-668.6,368,3193.340388
-691.9,368,3196.045609
-685.4,368,3199.759891
-5200.4,768,3218.248396
-192.6,363,3220.840852
-191.1,363,3223.460261
-675.8,364,3227.13957
-5252.4,775,3246.438348
-187.2,363,3249.565702
-5228.5,769,3266.493085
-657.8,368,3271.96769
-187.1,363,3274.98963
-702.5,371,3278.086834
-688.4,371,3280.857998
-5226.8,768,3300.66858
-192.2,369,3304.388721
-191.8,365,3307.390894
-677.7,364,3311.32405
-184.6,363,3313.780282
-190.3,365,3317.47019
-5222.4,776,3337.13633
-5209.0,780,3356.583678
-5193.9,770,3378.564539
-659.1,365,3382.44599
-666.3,368,3385.532602
-659.5,366,3388.163119
-191.3,363,3391.815455
-5157.0,768,3410.889464
-673.1,365,3414.696847
-667.3,367,3418.322472
-673.4,365,3422.435619
-5173.6,768,3443.143372
-5221.8,776,3461.092978
-5206.6,771,3480.893384
-191.8,364,3483.282697
-183.9,363,3487.131434
-653.5,365,3491.233436
-5134.4,768,3510.246472
-5214.9,774,3531.023891
-183.0,363,3533.743304
-669.4,364,3537.571465
-5169.9,777,3557.258043
-5180.7,768,3578.363852
-662.6,367,3582.449462
-655.0,364,3585.72419
-649.9,368,3588.368956
-5179.5,778,3608.175014
-191.8,363,3611.747958
-5224.3,784,3632.029583
-189.1,363,3635.490575
-633.6,368,3638.679405
-676.2,373,3641.460783
-186.3,364,3643.915536
-665.6,368,3647.150757
-643.6,367,3650.325221
-650.4,369,3653.944768
-186.6,365,3656.890651
-643.2,366,3659.419748
-186.9,363,3662.183457
-5181.1,769,3681.077393
-179.6,363,3684.521813
-684.8,370,3687.617576
-642.9,364,3690.272933
-691.9,369,3692.76915
-182.2,363,3695.602695
-5178.2,771,3714.434808
-5134.3,768,3732.119368
-189.1,367,3734.953045
-187.4,363,3738.452925
-642.4,370,3741.678017
-5185.1,768,3760.714925
-192.6,366,3763.680366
-660.4,369,3766.631379
-5237.9,775,3786.494702
-189.2,363,3789.06951
-5215.4,776,3809.218268
-658.3,370,3811.925102
-655.3,367,3816.032119
-5212.6,769,3834.890802
-5185.1,768,3852.886534
-5189.7,770,3873.504506
-5205.6,771,3891.556739
-648.3,364,3895.624961
-5233.8,769,3915.94106
-655.5,370,3919.190355
-187.4,366,3921.991104
-657.2,364,3925.846078
-633.3,368,3929.341399
-660.0,369,3933.866079
-194.2,364,3936.808924
-5214.6,785,3957.208083
-692.7,365,3959.967995
-5158.5,769,3978.521592
-187.1,364,3981.556398
-185.6,364,3984.365859
-5205.3,778,4003.252504
-187.7,363,4006.538848
-659.0,367,4009.069463
-672.4,369,4012.099254
-677.7,365,4015.014679
-681.0,365,4019.068771
-188.1,363,4021.404704
-670.1,371,4026.223182
-5160.5,768,4043.248431
-5207.3,769,4063.419892
-191.8,363,4066.571399
-655.0,368,4069.067067
-190.7,366,4072.962131
-672.5,369,4076.944546
-691.7,370,4079.967439
-181.1,363,4082.371828
-185.5,363,4085.368031
-184.8,363,4087.951795
-669.4,365,4091.746346
-638.1,364,4094.4641
-5162.5,768,4113.787674
-5258.5,779,4131.808142
-5166.9,768,4151.265947
-191.5,364,4154.643742
-692.3,366,4158.211751
-632.0,368,4160.987025
-189.6,363,4163.474266
-687.6,366,4167.56368
-186.0,363,4170.579957
-189.0,364,4173.634188
-5213.7,768,4193.480382
-669.3,367,4196.298832
-5174.3,768,4215.892885
-196.9,363,4221.463643
-663.8,367,4225.185798
-196.7,369,4227.499782
-5163.6,768,4246.728717
-5210.7,780,4265.989299
-5213.2,768,4285.235502
-195.4,366,4287.862878
-194.4,363,4291.052306
-194.0,364,4294.322449
-191.6,363,4297.489555
-198.0,363,4299.885814
-5179.2,769,4318.17997
-631.7,366,4323.429474
-195.1,363,4325.739898
-5197.7,769,4344.924046
-5206.5,769,4364.638158
-651.3,367,4369.363875
-5195.9,769,4388.537063
-193.4,369,4391.355279
-5220.9,768,4409.691117
-192.8,364,4412.026177
-5184.9,768,4431.957179
-5169.7,768,4450.571378
-191.9,363,4454.297945
-5193.0,768,4473.373452
-5207.8,768,4491.95799
-193.5,363,4495.485884
-192.9,363,4497.788103
-200.5,366,4500.098904
-196.7,366,4503.035208
-5235.5,768,4521.592815
-698.1,365,4524.610796
-649.4,368,4527.141236
-200.9,363,4529.545739
-658.5,366,4532.027501
-199.3,363,4535.724504
-5227.4,774,4557.690586
-200.5,363,4561.370224
-197.3,363,4563.86654
-678.1,369,4566.513167
-718.2,365,4571.709242
-705.9,364,4574.458949
-5227.0,769,4591.937245
-686.8,370,4594.508381
-5187.6,768,4614.856413
-5197.5,768,4630.539083
-193.9,366,4633.60636
-202.3,366,4636.265463
-5203.2,769,4656.635219
-200.6,367,4659.035475
-5218.1,769,4678.235507
-668.4,366,4681.661103
-5177.7,768,4702.109784
-684.2,368,4705.3232
-664.6,367,4707.972121
-190.3,363,4710.775865
-645.3,368,4714.080723
-199.5,365,4716.443625
-673.5,368,4720.50439
-202.3,368,4722.95462
-5206.5,774,4741.597136
-676.0,368,4747.001983
-198.5,364,4749.499754
-193.6,363,4751.938264
-672.2,369,4754.550696
-198.0,366,4757.024521
-656.7,367,4760.94885
-5256.6,769,4779.685237
-197.3,365,4783.180338
-649.3,368,4786.777123
-191.5,363,4789.276291
-192.4,363,4793.646136
-192.6,363,4795.940392
-653.3,367,4799.378404
-5237.1,768,4817.320736
-192.0,366,4820.552041
-663.2,369,4823.459544
-197.3,365,4826.169836
-5178.3,768,4845.045587
-194.1,363,4847.382111
-666.2,366,4852.356543
-197.0,369,4855.283398
-651.6,369,4859.27908
-194.5,363,4861.894624
-669.0,364,4864.572195
-195.2,363,4868.030947
-5264.6,773,4887.148409
-203.0,366,4890.957752
-194.6,367,4893.69265
-695.2,368,4896.255615
-681.7,369,4899.430266
-5234.7,768,4915.533649
-686.9,368,4918.517364
-718.6,370,4921.790525
-5257.5,788,4941.300229
-5255.4,772,4959.665283
-5212.1,768,4978.150593
-203.3,363,4982.38306
-200.4,363,4984.7921
-675.7,370,4988.814606
-5265.4,769,5005.75271
-201.0,367,5010.296465
-200.7,364,5013.7293
-197.6,366,5016.407156
-199.2,366,5020.019176
-5216.6,768,5038.086282
-5192.9,768,5058.121158
-197.6,363,5060.680319
-716.0,364,5063.510316
-666.7,365,5066.974691
-5240.7,768,5084.85958
-695.1,370,5087.384744
-5239.6,769,5107.353664
-716.3,367,5110.682946
-197.9,365,5113.065283
-200.4,366,5115.759098
-678.3,370,5119.464447
-5206.6,768,5136.848874
-198.8,369,5141.920306
-204.6,365,5145.391517
-5249.5,774,5162.172793
-5283.8,793,5180.467974
-767.0,364,5182.974108
-5255.3,774,5202.793743
-684.7,368,5205.350494
-686.1,364,5209.190036
-667.7,367,5214.741988
-200.7,363,5218.470497
-656.5,367,5222.182071
-5280.9,775,5240.92238
-662.2,368,5246.099132
-657.7,366,5249.232384
-672.7,364,5252.09729
-204.9,366,5255.456519
-200.7,366,5259.18796
-664.6,364,5263.369689
-666.8,371,5267.419232
-5235.4,778,5285.784389
-197.8,363,5288.846297
-685.4,371,5292.627416
-5205.9,769,5311.787851
-679.3,368,5315.933109
-653.4,365,5319.721244
-5254.4,768,5337.667547
-673.3,369,5342.652838
-680.2,368,5345.37901
-675.8,366,5349.469756
-666.5,367,5352.862841
-5203.1,770,5373.818672
-5197.2,768,5393.419937
-193.6,366,5396.187359
-5218.5,769,5414.61545
-5201.4,768,5433.869712
-5226.7,768,5451.691568
-5231.2,772,5473.01675
-679.9,364,5476.494251
-5217.6,769,5493.373144
-198.7,364,5495.819961
-687.1,364,5499.346641
-643.9,366,5501.886055
-197.6,367,5504.379782
-192.2,364,5506.735337
-651.9,365,5509.332298
-196.9,366,5512.131399
-190.2,366,5515.538799
-5250.9,780,5534.101105
-691.1,369,5537.502236
-658.3,365,5540.795961
-680.8,365,5545.277873
-652.4,368,5548.252274
-5191.5,769,5567.66182
-653.1,370,5571.450638
-5244.9,773,5590.421756
-683.2,369,5593.276132
-665.4,367,5595.760459
-670.6,370,5598.605971
-673.0,364,5601.552423
-5235.8,775,5622.236795
-195.5,363,5624.990309
-5170.8,768,5641.84282
-5254.4,778,5662.299251
-712.0,367,5665.896309
-197.6,365,5669.134018
-5215.5,774,5687.192066
-192.6,363,5690.757247
-5215.2,768,5709.169867
-665.4,364,5712.457992
-632.4,366,5716.037309
-635.8,370,5719.160861
-5234.1,774,5738.327971
-196.3,365,5741.171276
-5219.9,768,5758.981428
-663.6,369,5762.416548
-5265.0,783,5781.589734
-190.2,363,5785.228625
-191.2,363,5788.958935
-670.2,367,5793.366275
-668.4,367,5797.390569
-660.8,369,5800.164813
-5228.1,770,5820.266378
-677.6,368,5824.009539
-197.1,363,5829.499352
-194.7,365,5832.174697
-5170.0,768,5849.194878
-5244.2,785,5869.828418
-197.1,364,5872.19582
-677.5,365,5875.114424
-190.3,367,5877.727297
-5208.3,768,5896.808598
-197.2,364,5900.685009
-190.4,365,5903.289402
-195.5,363,5905.654767
-671.7,367,5908.432415
-5209.8,769,5927.390279
-718.7,367,5930.476728
-199.7,363,5933.743674
-647.3,365,5936.253387
-5178.3,768,5956.094342
-191.3,365,5959.851606
-5189.3,774,5978.180166
-663.4,369,5980.857917
-663.8,369,5984.957807
-5249.5,777,6005.251719
-623.8,364,6008.212248
-657.6,370,6011.188414
-196.4,365,6014.535168
-193.7,363,6017.571402
-662.9,365,6021.155889
-199.4,368,6023.966924
-5241.7,777,6041.467777
-5223.8,771,6060.720599
-195.3,363,6063.429927
-199.0,365,6065.722434
-192.0,366,6069.487458
-5159.7,768,6085.746753
-680.6,369,6088.898966
-700.7,364,6092.640778
-637.6,366,6095.866256
-680.1,366,6098.367995
-194.9,369,6102.492697
-5233.6,772,6121.973214
-193.8,363,6124.357675
-5190.5,771,6142.00476
-195.5,363,6144.430558
-5219.8,771,6162.554464
-685.3,367,6165.461211
-5205.3,771,6184.894319
-5188.6,770,6205.329946
-194.2,364,6208.044691
-190.6,363,6210.385498
-682.6,365,6212.865314
-193.7,368,6216.751721
-5231.6,768,6235.747671
-708.5,366,6239.073938
-685.5,365,6241.818807
-196.3,363,6244.242263
-666.4,368,6247.53759
-668.2,365,6251.039789
-656.3,368,6254.642648
-201.8,365,6257.088891
-658.6,367,6259.836491
-656.7,365,6263.694635
-202.2,364,6267.044263
-5228.7,768,6284.77719
-5230.1,770,6304.005521
-5249.5,774,6324.622867
-191.9,363,6326.988785
-5226.5,768,6344.212938
-5230.5,770,6364.397885
-5255.4,771,6384.363364
-198.8,367,6386.775546
-5215.5,772,6406.82687
-193.6,368,6410.176431
-661.3,368,6413.189743
-5232.0,770,6431.001353
-668.2,365,6436.122117
-189.1,363,6439.417419
-5217.3,768,6457.631924
-645.4,366,6460.921295
-734.7,364,6463.701581
-5185.7,769,6481.223973
-190.6,366,6484.842967
-5207.9,769,6502.897235
-667.7,370,6506.34712
-671.2,364,6509.417364
-192.2,370,6512.998928
-197.0,363,6515.480896
-5223.8,776,6535.00768
-192.5,367,6537.902657
-645.0,364,6541.38559
-5230.6,774,6560.919661
-5222.7,770,6580.463735
-689.7,368,6584.306966
-679.9,367,6588.441192
-684.4,369,6591.149858
-5185.9,768,6611.766464
-189.8,363,6614.268558
-672.3,368,6617.972518
-197.7,367,6620.637704
-190.3,363,6623.778766
-685.4,364,6626.269861
-5221.6,771,6646.634115
-194.8,364,6650.046006
-198.8,363,6653.263001
-5219.2,769,6672.074435
-694.3,371,6674.804417
-680.7,367,6677.842653
-5263.4,772,6695.52899
-672.9,368,6699.022919
-5266.8,775,6719.79004
-661.0,367,6723.729083
-5285.9,790,6744.345451
-202.0,366,6747.597753
-668.3,367,6750.574791
-679.2,364,6753.457051
-196.9,363,6756.006904
-668.8,364,6759.466081
-194.8,367,6762.418428
-709.2,372,6766.831349
-5270.4,777,6784.361999
-5244.1,777,6800.843804
-5251.6,778,6820.679774
-660.1,370,6823.683952
-191.2,363,6826.26263
-5245.7,780,6846.548406
-676.3,371,6849.223702
-682.1,369,6852.497353
-649.2,364,6855.626026
-5236.2,770,6874.526344
-197.1,366,6878.083399
-690.7,368,6882.210883
-5238.1,772,6902.424792
-199.9,365,6905.878335
-195.7,363,6910.263518
-195.0,364,6912.98664
-199.5,363,6915.322815
-642.9,367,6917.841844
-652.5,364,6921.499353
-680.4,368,6924.647381
-5217.6,774,6943.638314
-5238.6,778,6963.68138
-5252.9,780,6983.393477
-5234.1,779,7003.073869
-195.3,364,7006.127025
-203.9,363,7008.465195
-5247.3,775,7026.924501
-5266.4,783,7044.678736
-686.0,367,7048.521121
-5238.1,768,7068.419878
-660.4,368,7071.892082
-209.2,364,7075.315642
-5264.3,776,7093.634038
-5253.6,775,7114.74989
-205.1,363,7117.117439
-200.4,363,7119.6664
-727.0,366,7123.124829
-5266.4,770,7143.70083
-195.6,363,7147.185843
-653.2,364,7150.84996
-198.8,365,7153.489349
-699.6,367,7156.689176
-192.3,363,7160.077586
-707.7,371,7164.061532
-695.5,367,7167.622675
-5238.8,775,7186.294851
-686.0,367,7188.883694
-638.8,371,7193.235977
-195.8,365,7196.844709
-5216.3,768,7216.080735
-679.4,368,7219.313512
-5255.6,781,7239.767363
-190.7,363,7243.556418
-194.7,368,7247.353472
-685.6,369,7251.558036
-682.2,370,7255.141793
-657.0,367,7260.18354
-5189.1,768,7279.275847
-661.1,368,7282.349995
-5237.8,769,7302.131771
-5219.1,770,7320.150459
-673.7,369,7324.075063
-198.7,366,7326.555049
-675.1,368,7329.044868
-5258.6,770,7348.605523
-203.7,364,7350.959538
-5261.7,769,7370.44974
-5282.3,776,7391.801034
-652.9,368,7395.422359
-692.4,369,7399.319705
-5287.5,778,7418.752644
-5267.5,774,7439.425801
-202.9,363,7443.190116
-194.8,363,7445.543366
-5303.7,775,7465.317921
-694.9,367,7467.906485
-5299.6,777,7486.210027
-673.3,369,7488.8246
-679.2,369,7492.55444
-199.4,364,7494.879657
-650.3,369,7497.407148
-649.9,364,7499.920666
-206.7,369,7503.114303
-725.8,367,7506.248123
-709.3,368,7509.416037
-212.7,363,7511.874783
-209.6,365,7514.714371
-678.1,367,7517.465152
-682.0,364,7521.633819
-204.8,363,7526.228351
-207.8,363,7529.282857
-5314.5,782,7548.500291
-679.6,367,7551.841569
-5261.3,770,7570.365644
-714.9,365,7572.968883
-5257.4,780,7590.981769
-210.1,363,7593.646919
-686.5,368,7598.814192
-5288.2,775,7617.211363
-212.3,363,7620.9471
-5271.6,768,7639.05866
-5271.9,774,7658.316348
-209.4,366,7661.242753
-5293.7,783,7680.963775
-213.2,366,7685.25951
-5236.9,773,7703.78558
-683.6,365,7707.751453
-207.6,363,7711.271861
-683.6,366,7715.207078
-740.3,365,7717.77855
-713.2,367,7721.761035
-688.7,368,7724.718307
-213.8,363,7728.480771
-206.8,363,7731.09945
-5275.2,769,7751.412878
-690.9,366,7754.548779
-5233.3,772,7774.20328
-691.7,365,7777.958991
-664.6,370,7780.746857
-5296.7,780,7800.677613
-669.7,365,7803.739891
-5293.3,783,7824.056096
-5257.4,781,7842.948793
-682.9,366,7846.826833
-211.8,363,7849.572385
-207.4,366,7853.12618
-208.7,367,7855.551934
-207.2,363,7858.700305
-210.4,367,7861.927806
-694.9,369,7865.926768
-675.0,365,7868.648169
-5257.0,768,7889.491908
-5268.0,771,7908.417146
-210.4,363,7910.815532
-210.0,363,7914.243474
-665.8,366,7916.853398
-210.7,363,7919.64949
-208.1,367,7922.082651
-683.4,367,7924.878347
-688.4,367,7928.568713
-211.9,366,7932.632962
-683.0,364,7936.640124
-213.1,363,7939.876472
-214.8,363,7942.40049
-5331.2,777,7961.595849
-5272.9,775,7978.885711
-212.6,363,7981.327518
-5248.2,768,8000.062173
-689.3,365,8005.160779
-215.6,363,8008.27816
-688.3,364,8011.370179
-217.0,363,8014.329497
-211.8,363,8017.917573
-5273.7,771,8036.897664
-5280.6,773,8054.448354
-678.9,367,8057.016485
-5308.5,783,8075.615098
-214.4,363,8078.131776
-5288.5,776,8096.138805
-5304.5,785,8117.09695
-5233.2,768,8135.616171
-715.4,364,8138.758055
-212.9,365,8141.609982
-212.4,363,8144.563764
-656.2,365,8147.635446
-659.6,365,8151.254447
-205.0,363,8154.833983
-5298.4,776,8174.335754
-686.8,365,8177.49413
-677.0,366,8180.437068
-5285.2,779,8199.84414
-665.2,365,8204.062258
-669.2,364,8208.276832
-5241.1,768,8227.787477
-207.3,363,8231.720107
-5288.0,770,8249.251334
-685.6,366,8252.936263
-692.8,364,8255.736923
-5278.3,770,8273.964706
-5276.9,771,8293.052672
-212.9,364,8295.872268
-212.2,363,8298.257658
-650.5,368,8301.314048
-674.7,369,8304.331572
-213.8,366,8308.045579
-656.1,366,8312.867964
-694.5,368,8315.394873
-5275.9,776,8335.084938
-690.4,368,8338.781487
-5293.2,782,8359.152344
-5277.1,771,8377.724445
-208.9,364,8380.946961
-211.5,363,8384.147169
-684.8,366,8389.323997
-5252.5,768,8408.282726
-686.1,368,8411.470794
-682.5,364,8414.165401
-665.2,364,8417.357251
-5227.9,768,8434.948951
-5274.9,777,8453.962779
-203.1,363,8457.640735
-5332.4,783,8478.352743
-210.0,366,8480.712056
-207.8,363,8483.566161
-5266.4,772,8499.451444
-210.5,366,8502.29948
-699.3,370,8505.06531
-683.1,370,8508.17841
-209.0,363,8511.10051
-663.2,366,8514.218947
-210.5,363,8517.37895
-699.7,364,8520.22135
-714.9,365,8523.214112
-5255.9,768,8542.353647
-217.7,365,8545.724577
-5282.8,776,8564.993232
-5275.4,769,8583.970376
-210.1,363,8587.193531
-669.0,367,8589.838974
-5261.6,774,8607.860276
-671.7,365,8610.555569
-214.7,366,8612.939218
-5269.4,776,8632.192343
-5287.1,772,8648.878246
-669.2,364,8652.035952
-5289.4,769,8669.673769
