#{"t_start": 1778082035.19598, "env_id": "None"}
r,l,t
1.76,367,1973.275484
11.44,768,2001.229027
10.04,768,2036.535484
4.74,367,2042.878822
11.44,768,2075.054775
11.44,768,2107.763508
4.94,367,2114.127941
5.14,367,2121.048007
11.44,768,2156.181079
5.34,367,2162.632731
5.24,367,2168.884632
5.34,367,2175.409864
5.64,367,2181.566838
1.66,367,2187.276211
1.26,367,2192.966846
5.34,367,2199.122558
11.84,768,2232.168345
11.64,768,2267.030202
1.96,367,2272.482275
1.96,367,2276.580838
1.66,367,2282.233896
5.14,367,2288.408842
5.44,367,2293.863567
1.76,367,2299.05144
5.04,367,2305.398936
1.96,367,2310.757654
1.66,367,2316.629394
5.24,367,2322.676294
5.14,367,2327.554836
5.54,367,2337.619431
5.44,367,2344.503581
11.84,768,2379.15828
1.96,367,2384.258534
1.76,367,2389.779541
5.34,367,2396.14769
2.06,367,2402.033734
11.84,768,2432.155149
12.24,768,2466.091967
1.96,367,2472.079341
5.04,367,2478.59175
5.44,367,2484.869377
12.04,768,2515.938051
11.94,768,2548.538251
5.54,367,2552.662894
1.66,367,2556.814035
5.24,367,2565.212758
5.44,367,2571.09121
5.54,367,2577.980723
1.96,367,2584.108019
5.24,367,2590.74298
1.76,367,2596.692761
12.14,768,2631.944393
1.96,367,2637.330796
1.86,367,2643.095692
5.44,367,2649.351869
2.06,367,2657.954958
2.06,367,2663.356451
12.24,768,2694.975391
12.24,768,2722.758561
5.54,367,2728.956539
5.44,367,2734.843051
5.54,367,2740.883308
11.94,768,2775.162184
2.16,367,2783.918568
5.44,367,2790.039357
11.94,768,2824.192555
12.14,768,2858.772975
5.64,367,2863.049605
1.86,367,2867.323981
12.34,768,2899.042829
1.66,367,2904.58198
11.84,768,2939.733357
5.64,367,2945.843518
5.64,367,2952.326754
2.16,367,2958.004759
12.34,768,2991.918636
5.44,367,2997.616035
5.44,367,3003.838606
5.64,367,3009.701111
5.64,367,3015.694193
5.64,367,3023.69466
12.14,768,3053.573982
12.14,768,3082.368859
1.96,367,3086.108125
5.64,367,3090.578539
12.24,768,3122.296453
5.34,367,3127.789963
2.16,367,3131.685733
12.54,768,3166.65995
2.16,367,3172.480824
5.34,367,3178.771116
12.24,768,3210.356224
12.54,768,3239.313237
5.44,367,3245.690673
12.14,768,3276.801558
2.16,367,3285.104943
12.54,768,3316.142301
2.16,367,3320.436714
5.44,367,3326.724878
5.64,367,3332.984904
2.06,367,3337.536064
5.44,367,3341.906648
12.04,768,3373.731402
2.16,367,3378.829667
5.44,367,3385.379791
5.64,367,3391.817402
12.14,768,3424.596388
2.16,367,3430.320879
5.64,367,3436.56653
5.64,367,3442.260135
2.16,367,3447.801901
5.44,367,3453.977118
12.34,768,3486.880179
2.16,367,3493.156153
12.54,768,3519.891237
12.54,768,3548.786377
5.64,367,3554.403026
12.34,768,3585.035632
12.04,768,3606.145304
12.54,768,3636.842811
12.34,768,3668.236249
12.54,768,3698.502989
5.64,367,3704.863679
12.54,768,3737.900031
5.64,367,3744.183706
5.64,367,3749.68808
12.54,768,3784.720664
12.34,768,3818.266849
12.54,768,3847.450552
5.44,367,3853.707449
5.24,367,3859.874558
1.76,367,3865.719895
5.44,367,3871.45621
12.14,768,3906.83347
12.34,768,3937.051773
5.64,367,3942.100365
11.94,768,3974.169507
5.54,367,3980.825779
5.44,367,3986.962926
12.14,768,4020.724006
5.24,367,4027.251638
12.54,768,4063.335331
5.64,367,4069.443573
2.16,367,4075.074305
5.64,367,4081.40773
12.54,768,4113.026842
12.54,768,4141.247273
5.64,367,4147.714315
1.96,367,4153.619838
5.34,367,4160.070776
12.54,768,4183.939541
2.16,367,4189.44806
5.24,367,4195.94063
5.64,367,4201.571527
5.44,367,4208.013196
5.44,367,4214.372293
1.96,367,4219.968482
2.16,367,4225.847088
5.64,367,4232.362663
5.54,367,4241.602731
12.34,768,4274.828123
2.16,367,4280.462186
2.16,367,4285.996609
1.96,367,4291.850948
12.14,768,4323.926091
12.04,768,4354.125288
5.64,367,4360.347609
5.54,367,4368.185553
2.06,367,4373.202002
12.14,768,4404.291956
5.64,367,4410.494338
2.16,367,4416.651469
2.16,367,4422.383378
2.16,367,4428.226616
5.24,367,4434.416154
2.16,367,4439.745781
2.16,367,4445.551957
1.86,367,4454.665098
5.64,367,4459.832869
12.34,768,4492.216088
2.16,367,4497.443673
1.96,367,4503.01976
5.64,367,4509.012986
5.44,367,4513.855525
5.44,367,4519.987439
5.64,367,4523.991222
5.64,367,4527.979331
5.64,367,4536.076087
5.64,367,4541.466907
5.64,367,4547.400306
2.16,367,4552.45844
12.54,768,4583.099513
1.96,367,4588.628936
5.64,367,4594.86538
5.64,367,4600.860055
12.54,768,4629.574869
1.76,367,4636.95629
5.54,367,4643.325877
12.54,768,4672.996645
2.16,367,4678.115155
2.16,367,4683.847434
2.16,367,4689.281319
2.16,367,4695.133756
2.16,367,4700.913797
2.16,367,4706.161867
2.06,367,4711.84934
5.64,367,4719.668631
2.16,367,4724.423395
5.64,367,4729.165688
5.44,367,4735.539119
2.16,367,4741.231604
5.64,367,4747.316213
12.34,768,4778.479461
12.54,768,4811.467494
2.16,367,4817.1984
2.16,367,4825.90037
5.64,367,4831.924655
12.34,768,4864.961323
12.54,768,4898.723533
2.16,367,4904.601461
2.16,367,4910.040885
12.54,768,8169.244083
1.96,367,8176.870309
12.54,768,8222.599081
5.64,367,8228.489248
2.16,367,8234.6076
12.54,768,8271.341452
12.54,768,8312.245211
12.54,768,8351.222533
2.16,367,8357.369664
5.34,367,8368.135482
12.14,768,8409.934496
5.64,367,8416.637314
2.16,367,8422.152548
2.16,367,8428.170562
12.54,768,8469.145261
1.96,367,8474.790174
5.54,367,8479.800908
2.16,367,8485.515285
12.14,768,8527.193125
5.04,367,8533.366573
12.54,768,8575.50529
5.64,367,8581.861953
2.16,367,8587.782689
12.24,768,8628.278135
2.16,367,8634.550884
12.54,768,8676.809875
5.64,367,8683.215302
12.34,768,8718.935372
12.54,768,8757.121417
5.64,367,8764.385497
12.54,768,8805.122756
2.16,367,8810.694908
12.04,768,8851.955383
12.54,768,8891.908747
5.64,367,8899.497059
2.16,367,8904.815231
12.54,768,8946.803871
1.76,367,8952.557639
1.76,367,8958.55027
11.44,768,9001.190896
5.64,367,9007.221939
5.64,367,9014.205368
12.14,768,9059.123267
12.54,768,9100.646274
5.64,367,9107.0783
5.34,367,9113.28208
12.54,768,9147.731556
2.16,367,9156.26199
12.54,768,9186.969229
5.64,367,9193.620427
2.06,367,9198.926824
12.54,768,9230.691657
2.16,367,9235.532157
12.54,768,9264.944026
12.54,768,9298.052732
2.16,367,9304.050499
2.16,367,9309.88456
2.16,367,9315.748979
2.16,367,9321.527226
2.16,367,9325.592893
2.16,367,9329.783118
12.54,768,9358.584721
12.54,768,9392.337839
2.16,367,9401.000945
12.54,768,9433.421094
12.54,768,9465.749345
2.16,367,9471.499768
12.54,768,9505.269019
12.54,768,9539.159975
5.64,367,9543.833178
12.54,768,9578.888349
2.16,367,9583.405112
5.54,367,9589.813299
1.86,367,9595.770859
5.64,367,9602.183147
5.34,367,9608.92307
5.64,367,9615.384374
2.16,367,9621.174527
2.16,367,9626.714596
1.96,367,9632.253557
5.64,367,9641.207381
2.16,367,9647.030703
2.16,367,9652.917718
2.16,367,9658.47454
2.16,367,9664.114675
5.64,367,9670.299528
12.24,768,9703.259868
5.64,367,9709.590482
11.24,768,9741.993611
5.64,367,9751.724569
2.16,367,9756.909117
12.54,768,9793.40207
12.54,768,9827.456023
2.16,367,9833.506097
2.16,367,9838.926732
11.64,768,9873.27687
1.76,367,9878.69449
12.54,768,9915.005743
2.16,367,9920.537229
5.64,367,9926.044217
2.16,367,9931.245992
5.64,367,9936.087179
12.04,768,9968.496246
2.16,367,9973.913019
2.16,367,9978.892412
2.16,367,9987.674149
2.16,367,9991.687567
5.64,367,9996.580246
12.24,768,10026.606826
12.54,768,11058.494267
5.64,367,11062.671083
5.64,367,11066.967215
12.54,768,11107.411862
5.64,367,11116.886461
5.64,367,11123.714108
12.54,768,11166.712568
2.16,367,11172.936993
2.16,367,11178.918848
12.54,768,11230.008295
2.16,367,11235.929168
12.54,768,11279.053815
5.64,367,11287.185956
5.64,367,11293.287321
5.64,367,11299.391376
5.24,367,11305.957822
5.64,367,11312.142363
5.64,367,11318.998568
2.16,367,11324.750224
5.64,367,11332.524437
12.54,768,11369.557454
5.64,367,11376.176701
2.16,367,11386.330502
5.34,367,11392.864733
1.86,367,11398.397159
12.54,768,11450.628251
12.54,768,11499.732066
5.14,367,11506.406476
5.64,367,11512.896908
11.54,768,11549.147376
11.34,768,11587.951163
12.04,768,11618.903609
12.24,768,11649.806609
12.14,768,11677.234592
5.64,367,11682.744056
12.54,768,11713.012825
5.64,367,11720.377383
5.64,367,11726.668796
12.04,768,11760.338118
2.16,367,11766.036333
2.16,367,11772.023106
5.24,367,11778.047287
1.86,367,11783.95496
5.04,367,11790.325814
1.86,367,11796.164754
12.54,768,11832.446515
12.54,768,11864.114044
5.64,367,11869.633175
5.64,367,11875.32166
12.54,768,11903.318793
1.76,367,11909.209825
5.64,367,11914.504238
2.06,367,11919.920051
5.64,367,11926.066575
5.64,367,11935.548916
12.14,768,11966.297218
5.24,367,11972.057115
2.16,367,11977.626361
5.64,367,11983.696374
2.16,367,11989.248795
5.64,367,11995.651095
5.64,367,12000.815445
12.54,768,12033.25501
12.34,768,12066.58076
11.84,768,12100.89496
5.64,367,12107.300395
12.54,768,12139.608204
2.16,367,12145.229729
2.16,367,12150.902025
2.16,367,12156.716197
12.54,768,12188.902448
2.16,367,12194.453758
5.64,367,12200.766199
5.64,367,12206.830332
5.34,367,12213.004828
2.16,367,12218.565789
5.34,367,12224.745373
5.64,367,12231.094865
5.64,367,12237.48628
5.64,367,12243.800305
2.16,367,12249.726413
2.16,367,12258.334785
12.54,768,12289.983052
2.16,367,12295.605575
12.34,768,12324.540684
12.54,768,12355.818829
12.54,768,12386.829881
12.54,768,12420.757066
12.54,768,12447.963478
12.54,768,12476.001997
2.16,367,12479.543286
5.64,367,12483.093166
2.16,367,12487.306719
5.64,367,12492.670633
12.54,768,12529.519723
12.54,768,12582.664809
2.16,367,12588.446056
5.64,367,12594.175143
2.16,367,12599.233897
12.54,768,12631.724626
1.96,367,12637.228992
5.64,367,12644.311375
2.16,367,12650.292511
5.64,367,12658.596411
12.54,768,12692.900776
12.54,768,12727.286471
2.16,367,12732.844761
2.16,367,12738.679295
2.16,367,12743.606499
12.54,768,12773.503412
2.16,367,12778.718879
5.64,367,12786.354286
2.16,367,12792.056137
2.16,367,12797.709702
5.64,367,12804.065574
2.16,367,12809.39135
5.34,367,12814.824621
5.64,367,12819.132076
12.24,768,12853.55204
5.64,367,12859.989208
12.54,768,12896.990241
12.54,768,12926.618144
12.04,768,12958.512596
12.54,768,12987.369692
12.54,768,13017.464584
5.64,367,13023.426198
12.54,768,13056.517703
2.16,367,13062.374179
12.54,768,13092.477424
12.54,768,13125.879544
2.16,367,13130.992357
5.64,367,13137.001585
1.96,367,13142.805088
2.16,367,13148.676791
5.64,367,13154.626588
12.54,768,13185.256158
2.16,367,13190.923216
5.64,367,13195.671288
12.54,768,13226.870398
12.54,768,13258.022289
12.54,768,13295.576652
2.16,367,13300.195562
5.24,367,13310.385395
5.64,367,13315.822181
5.44,367,13321.408732
2.16,367,13326.16791
12.34,768,13362.764012
5.64,367,13369.251837
1.86,367,13375.192914
2.16,367,13381.137156
2.16,367,13387.038612
12.54,768,13425.637752
5.64,367,13431.985426
2.16,367,13437.856394
2.16,367,13443.609648
5.64,367,13450.187508
12.34,768,13483.336102
1.96,367,13489.562866
2.16,367,13495.451454
5.34,367,13502.147761
12.54,768,13540.27005
2.16,367,13545.620435
12.54,768,13578.629637
12.54,768,13610.842989
12.54,768,13641.100205
12.54,768,13668.61936
12.04,768,13700.899324
12.34,768,13729.573731
12.34,768,13756.679601
12.34,768,13789.33661
2.16,367,13795.16235
1.86,367,13801.599648
5.64,367,13807.993972
12.54,768,13841.265921
12.54,768,13871.580674
12.54,768,13898.861928
2.16,367,13904.597862
2.16,367,13909.479031
1.96,367,13915.653299
5.44,367,13928.660675
12.24,768,13974.931185
12.24,768,14018.61085
12.54,768,14062.146456
12.54,768,14103.447084
2.16,367,14115.690377
12.54,768,14159.405118
5.44,367,14172.661699
12.54,768,14221.976589
5.64,367,14235.36607
12.34,768,14281.62494
5.64,367,14297.395056
12.54,768,14351.320904
12.34,768,14406.196959
5.64,367,14421.22329
5.64,367,14443.021396
12.54,768,14491.572419
5.44,367,14503.705587
11.94,768,14556.295882
11.84,768,14605.00559
12.54,768,14653.216536
5.64,367,14674.310806
5.64,367,14689.8367
12.54,768,14725.703414
2.16,367,14729.267002
11.94,768,14750.224005
5.64,367,14753.995808
12.54,768,14774.243448
5.24,367,14776.808159
5.64,367,14782.507624
12.54,768,14802.812939
2.16,367,14806.508408
12.34,768,14827.534594
12.54,768,14848.7287
2.16,367,14852.431059
12.54,768,14872.543949
12.54,768,14894.052655
2.16,367,14897.915509
12.54,768,14917.494791
5.64,367,14920.043103
2.16,367,14923.641378
2.16,367,14927.219816
5.54,367,14929.795822
2.16,367,14933.327826
5.34,367,14937.113169
11.94,768,14960.150293
2.16,367,14963.912366
5.64,367,14967.941647
5.64,367,14971.857082
2.16,367,14975.204528
2.16,367,14978.876739
5.64,367,14982.608404
5.64,367,14986.376725
5.64,367,14990.321306
5.64,367,14994.218722
2.16,367,14999.388664
2.16,367,15003.072999
5.64,367,15006.936069
12.54,768,15028.205064
12.54,768,15048.244513
12.54,768,15069.30592
5.64,367,15073.341844
12.54,768,15096.35608
12.04,768,15117.042406
5.34,367,15120.731973
2.16,367,15124.345364
12.54,768,15146.207627
2.16,367,15148.50361
12.54,768,15168.80672
12.54,768,15191.14384
5.64,367,15195.067712
5.64,367,15199.102116
2.16,367,15202.657179
5.64,367,15205.732798
12.34,768,15227.680037
2.16,367,15231.351908
2.16,367,15233.871633
2.16,367,15236.157853
12.54,768,15257.634164
5.64,367,15261.591822
1.96,367,15265.243978
12.14,768,15285.642412
2.16,367,15289.243249
5.64,367,15293.303651
2.16,367,15296.902079
2.16,367,15299.863817
12.14,768,15321.206257
5.64,367,15325.35235
12.54,768,15345.189253
2.16,367,15348.733379
12.54,768,15370.880286
5.64,367,15374.593892
12.54,768,15395.397434
5.64,367,15399.266083
12.14,768,15422.209971
5.14,367,15426.124038
2.16,367,15429.283177
11.54,768,15450.185773
11.64,768,15470.688799
2.16,367,15474.361078
12.54,768,15493.73494
12.14,768,15514.522039
5.24,367,15518.41083
12.54,768,15539.869917
5.34,367,15542.84271
1.86,367,15546.088792
1.86,367,15549.503202
2.16,367,15552.825839
5.64,367,15556.920824
5.34,367,15560.648741
5.64,367,15566.160829
5.64,367,15569.931037
5.34,367,15573.746009
5.24,367,15577.528322
5.64,367,15581.384738
2.16,367,15584.918095
5.64,367,15588.378169
5.64,367,15592.18431
1.86,367,15595.748476
12.24,768,15615.718035
5.64,367,15621.208019
2.16,367,15625.007094
2.16,367,15628.570699
12.34,768,15649.670117
5.64,367,15653.678922
12.54,768,15674.625015
5.64,367,15678.215045
4.74,367,15682.048589
2.16,367,15685.71754
12.54,768,15708.622242
12.54,768,15729.901248
5.64,367,15733.846813
1.76,367,15737.631994
12.54,768,15758.224143
5.64,367,15761.888674
12.14,768,15783.650535
2.16,367,15789.133576
5.34,367,15791.673726
11.94,768,15811.51385
12.54,768,15829.605637
2.16,367,15831.96692
5.64,367,15835.725008
12.54,768,15857.164684
12.54,768,15880.446387
12.04,768,15900.712093
2.16,367,15904.399695
12.24,768,15925.699561
2.16,367,15929.122403
5.64,367,15933.06487
2.16,367,15936.626058
12.54,768,15956.91309
5.24,367,15961.186613
5.04,367,15965.063735
2.16,367,15968.69744
5.64,367,15972.093109
12.14,768,15990.697623
5.64,367,15993.223729
2.16,367,15995.523446
12.54,768,16014.71148
5.64,367,16018.557687
12.54,768,16041.726987
5.64,367,16045.620486
12.54,768,16066.297099
2.16,367,16070.080356
2.16,367,16073.736043
2.16,367,16077.443975
2.16,367,16081.030249
2.16,367,16084.774859
2.16,367,16088.459212
5.64,367,16093.376313
12.54,768,16111.570961
2.16,367,16115.293455
5.64,367,16119.267078
2.16,367,16122.842684
5.64,367,16126.771538
12.54,768,16145.356144
2.16,367,16148.685996
2.16,367,16152.399482
2.16,367,16157.839103
5.64,367,16161.811047
5.64,367,16165.697545
12.54,768,16186.661863
12.54,768,16208.322895
5.64,367,16212.290306
5.64,367,16216.249349
5.64,367,16220.162915
2.16,367,16223.766062
5.64,367,16229.469706
5.34,367,16233.35929
2.16,367,16236.944967
12.54,768,16258.529027
12.54,768,16279.621723
2.16,367,16283.319871
12.54,768,16303.886811
5.64,367,16306.598743
2.16,367,16311.273556
5.34,367,16314.228794
1.76,367,16316.604204
1.66,367,16319.007245
1.86,367,16322.341211
5.64,367,16325.474397
5.64,367,16328.371344
12.54,768,16349.705208
12.54,768,16370.149796
12.54,768,16392.844149
12.54,768,16413.252887
1.86,367,16417.040319
12.54,768,16437.974062
5.64,367,16441.633217
12.24,768,16462.750293
5.64,367,16467.577065
2.16,367,16470.29668
2.16,367,16473.46482
5.64,367,16476.283997
12.54,768,16495.416599
2.16,367,16499.042525
12.54,768,16518.786798
12.54,768,16539.793005
2.16,367,16544.467886
1.96,367,16548.154665
2.16,367,16551.830799
2.16,367,16554.774485
2.16,367,16557.882054
5.34,367,16561.913712
12.44,768,16583.753991
12.54,768,16604.759357
12.54,768,16628.116163
12.54,768,16648.04879
2.16,367,16651.500536
5.64,367,16654.4934
2.16,367,16657.91103
1.56,367,16661.588411
5.44,367,16665.322479
2.16,367,16668.835158
2.16,367,16672.433273
1.46,367,16676.200101
2.16,367,16681.687836
2.16,367,16685.126735
5.64,367,16688.991798
12.24,768,16710.756536
2.16,367,16714.471475
2.16,367,16718.043763
2.16,367,16721.583343
5.64,367,16725.552426
5.64,367,16729.605209
12.54,768,16751.673676
5.64,367,16755.424906
5.64,367,16758.861292
5.64,367,16761.502937
2.16,367,16763.925536
12.54,768,16785.343004
2.16,367,16788.885455
2.16,367,16792.499014
5.44,367,16796.305675
5.64,367,16800.208871
5.64,367,16805.650451
12.54,768,16825.627357
1.96,367,16827.97174
12.54,768,16847.649139
12.54,768,16867.14026
5.64,367,16871.127688
5.64,367,16874.977868
2.16,367,16878.519299
12.54,768,16899.1531
2.16,367,16902.671369
12.54,768,16924.354328
5.64,367,16928.261692
12.54,768,16950.490787
12.54,768,16971.504739
5.64,367,16975.386291
12.54,768,16996.915628
5.64,367,17000.748068
12.54,768,17020.747441
5.64,367,17024.741581
2.16,367,17028.2706
12.54,768,17050.032143
5.24,367,17053.610539
2.16,367,17057.313281
12.14,768,17080.667067
12.54,768,17101.212555
12.54,768,17122.535415
5.64,367,17126.382456
12.54,768,17146.857386
2.16,367,17150.387602
2.16,367,17153.86014
12.54,768,17176.834074
2.16,367,17180.403323
12.54,768,17201.297698
12.54,768,17222.229539
2.16,367,17225.936833
2.16,367,17229.653353
12.54,768,17251.488437
12.54,768,17272.655552
5.64,367,17276.696909
12.54,768,17298.227532
2.16,367,17301.750848
2.16,367,17305.482759
12.54,768,17327.394554
5.64,367,17331.353837
2.16,367,17336.166844
12.54,768,17357.305912
2.16,367,17360.88276
12.24,768,17381.578526
2.16,367,17385.015675
12.34,768,17405.936181
12.54,768,17426.593932
12.54,768,17449.216684
12.54,768,17470.856889
12.54,768,17491.264711
2.16,367,17494.29308
2.16,367,17496.674219
2.16,367,17499.232127
2.16,367,17501.624207
5.64,367,17505.318658
5.64,367,17510.900216
5.64,367,17514.821901
12.54,768,17534.39475
2.16,367,17538.025059
2.16,367,17541.612535
1.96,367,17545.220521
2.16,367,17548.308766
12.54,768,17570.090667
12.54,768,17593.128613
12.54,768,17615.256333
2.16,367,17618.822855
12.54,768,17639.711121
12.54,768,17660.326831
12.54,768,17681.60283
12.54,768,17705.747453
2.16,367,17709.364074
5.64,367,17713.232363
5.64,367,17717.145314
5.64,367,17719.964327
5.64,367,17722.509951
12.54,768,17741.486439
5.64,367,17745.411078
2.16,367,17748.995589
12.54,768,17770.440639
1.96,367,17774.055384
2.16,367,17777.376687
12.54,768,17796.863768
12.54,768,17817.33574
12.54,768,17835.832292
2.16,367,17838.964152
5.64,367,17844.478416
12.54,768,17865.994765
5.64,367,17869.994622
2.16,367,17873.591698
2.16,367,17877.160355
5.64,367,17881.112002
2.16,367,17884.830957
12.54,768,17907.097543
12.54,768,17929.194168
5.64,367,17933.032716
5.64,367,17936.846888
5.64,367,17940.186473
5.64,367,17943.985595
12.54,768,17964.092201
12.54,768,17984.378358
12.54,768,18005.063376
12.54,768,18026.666743
5.64,367,18029.68606
2.16,367,18033.535313
5.64,367,18037.320332
2.16,367,18040.894708
2.16,367,18044.454939
12.54,768,18066.237604
5.64,367,18070.150621
12.54,768,18093.425286
12.54,768,18114.698208
5.64,367,18118.6101
12.54,768,18140.614094
5.64,367,18144.532398
12.54,768,18165.765356
2.16,367,18169.405716
5.64,367,18172.437581
