#{"t_start": 1776516302.9040709, "env_id": "None"}
r,l,t
-5099.4,768,27625.541268
-5087.3,768,27646.115016
-5054.7,772,27667.581114
-5146.8,768,27687.006181
-166.0,367,27689.603849
-5084.6,768,27706.884926
-5111.9,769,27726.705667
-580.6,367,27729.219639
-160.4,367,27732.957612
-572.9,367,27736.374174
-574.2,367,27740.85951
-162.9,367,27744.77052
-572.9,367,27747.404697
-565.0,367,27750.78534
-5113.2,768,27769.216884
-166.2,367,27774.421556
-163.2,367,27778.200671
-165.4,367,27782.155528
-5152.2,769,27802.020605
-167.2,368,27806.478111
-580.8,367,27810.574016
-159.5,367,27814.372865
-167.7,367,27818.321236
-569.0,367,27822.393993
-575.8,367,27826.490077
-581.9,367,27831.62388
-5113.7,768,27851.979798
-574.4,367,27856.017012
-573.9,367,27858.720646
-5053.1,772,27880.299806
-5150.8,768,27899.185908
-573.1,367,27902.057062
-160.2,367,27905.21911
-5136.8,768,27927.991895
-161.3,367,27931.762674
-569.5,367,27935.593162
-158.9,367,27938.713704
-163.5,367,27943.24885
-5114.0,773,27962.673215
-5113.4,773,27983.276242
-577.5,367,27988.465453
-5072.0,768,28009.252626
-164.6,367,28012.888654
-5133.2,772,28032.30731
-590.8,367,28037.467479
-164.6,367,28039.990694
-162.4,367,28043.75172
-574.4,367,28047.173662
-5094.9,768,28070.056075
-169.2,367,28073.140879
-5108.7,772,28093.860773
-5099.7,768,28111.320497
-169.4,369,28116.353779
-165.9,367,28120.093564
-578.8,367,28122.798756
-5113.2,768,28142.205829
-580.8,367,28147.70714
-5152.9,769,28168.394922
-582.3,367,28172.536021
-161.7,367,28175.431929
-5108.7,770,28195.556785
-567.8,367,28199.735766
-5162.8,768,28219.259875
-5102.2,768,28240.410894
-575.3,367,28242.949939
-577.6,367,28246.006022
-162.9,367,28249.881913
-164.0,367,28253.782579
-162.1,367,28257.542168
-566.6,367,28262.892804
-163.2,367,28266.538843
-580.3,367,28270.442136
-161.9,367,28272.862951
-5137.1,769,28294.286553
-577.6,367,28297.538031
-5032.4,768,28317.334727
-164.0,367,28321.330194
-571.3,367,28325.434541
-570.2,367,28329.735527
-5125.5,768,28350.839046
-5129.8,773,28371.186333
-5138.0,768,28392.069627
-159.3,367,28394.874339
-161.6,367,28398.707739
-556.2,367,28402.766562
-158.5,367,28407.609466
-5124.6,773,28427.004821
-159.9,367,28429.799616
-568.5,367,28433.923726
-5139.3,768,28455.788941
-167.3,367,28459.308054
-5116.9,769,28479.346117
-161.5,367,28483.099449
-5097.0,768,28503.754973
-5112.0,773,28523.118112
-5145.9,773,28543.630787
-578.7,367,28549.153211
-166.6,367,28552.143682
-161.2,367,28555.54602
-5125.5,768,28575.526778
-579.8,367,28581.237625
-578.5,367,28584.519131
-5112.8,768,28604.173717
-5130.1,772,28625.710361
-163.7,367,28628.213511
-160.3,367,28630.5155
-163.1,367,28632.90532
-5122.5,772,28652.477185
-5149.3,772,28672.459136
-165.4,367,28676.283085
-5151.9,769,28697.388857
-5082.2,768,28717.85081
-564.7,367,28721.662493
-570.0,368,28725.765541
-5097.5,768,28745.220093
-168.0,367,28750.339922
-5171.2,768,28771.031525
-5138.1,773,28790.600393
-569.5,367,28796.072371
-578.5,368,28799.94394
-576.6,367,28802.709032
-5118.3,768,28823.006842
-163.7,367,28825.848302
-5097.3,768,28846.5553
-578.9,367,28850.743802
-5146.8,768,28869.329506
-587.3,367,28874.605189
-166.9,367,28878.359254
-593.9,368,28881.354969
-590.0,371,28883.87493
-572.4,367,28888.065243
-167.7,367,28893.107339
-5160.7,772,28913.606656
-5095.1,768,28934.623433
-161.2,367,28938.343099
-5133.3,768,28958.856403
-5029.0,772,28978.614007
-5187.4,772,28999.497234
-174.7,367,29001.830201
-5152.8,768,29022.779526
-5156.4,768,29042.805467
-586.0,367,29046.480047
-5119.0,768,29065.311262
-586.6,367,29067.876476
-175.1,367,29070.910558
-5121.9,768,29092.612079
-177.6,367,29096.352725
-5152.3,768,29117.24889
-177.9,367,29123.120178
-587.0,367,29127.037328
-180.1,371,29130.060397
-177.5,367,29133.849185
-591.7,367,29137.814451
-174.8,367,29141.739808
-176.4,367,29147.129794
-593.5,367,29150.971983
-177.1,367,29154.673918
-175.2,367,29157.962043
-5150.7,769,29178.530007
-170.9,367,29182.260481
-588.2,367,29186.360358
-175.5,367,29189.062688
-5099.0,768,29210.325343
-5175.0,768,29230.125434
-177.5,370,29233.847701
-179.3,367,29237.215864
-586.5,367,29240.760064
-602.7,367,29244.86866
-5173.7,773,29263.371952
-5112.5,768,29281.942355
-177.3,367,29284.426336
-179.2,367,29289.087211
-588.8,367,29293.096954
-5167.6,768,29314.100804
-177.1,367,29317.867046
-180.8,367,29322.848723
-176.9,367,29326.803015
-600.3,367,29329.747167
-183.1,367,29333.552924
-178.1,367,29337.278655
-587.6,367,29340.256003
-582.0,367,29345.235893
-176.8,367,29348.380719
-596.9,367,29351.34156
-175.3,367,29354.043431
-176.6,368,29356.351591
-5069.4,772,29374.075498
-174.8,367,29377.814034
-592.4,367,29381.64594
-598.4,367,29385.203037
-607.2,367,29388.965568
-588.6,367,29393.892955
-588.5,367,29397.901271
-5064.4,773,29418.420487
-595.9,367,29421.585686
-5135.4,768,29443.257372
-5127.3,773,29463.445586
-5134.9,768,29481.887765
-592.5,369,29486.733874
-590.1,367,29489.96677
-5161.0,773,29510.700319
-586.0,367,29513.513246
-580.6,367,29517.892309
-5091.7,769,29534.258049
-5135.2,772,29555.190374
-169.2,368,29558.953045
-579.1,369,29564.351319
-5073.0,768,29584.4195
-5068.9,768,29603.653789
-593.6,367,29609.580935
-5173.1,768,29628.484502
-5096.2,774,29648.836845
-174.2,367,29654.233786
-609.1,367,29657.425441
-180.9,367,29661.423431
-5143.6,774,29681.431152
-176.8,368,29684.365632
-594.2,367,29689.045387
-179.0,367,29691.620401
-180.9,367,29694.116738
-5114.7,768,29713.638387
-179.0,367,29719.12468
-594.6,368,29723.429249
-584.5,367,29727.629075
-175.9,367,29731.615619
-5101.3,768,29752.886424
-180.0,367,29757.722625
-181.5,367,29761.525991
-588.7,368,29765.562771
-599.0,367,29769.359372
-598.8,367,29773.383828
-182.3,367,29777.918594
-181.3,367,29780.780437
-5115.7,768,29802.062963
-183.3,367,29805.801821
-608.8,369,29809.026738
-595.1,367,29813.533317
-5171.6,772,29832.676521
-5163.9,768,29852.079922
-5176.2,770,29873.913289
-5152.2,772,29895.012829
-184.2,367,29898.83415
-598.4,368,29903.171382
-606.6,367,29909.48149
-605.7,367,29913.66238
-5173.9,772,29934.522876
-596.9,367,29937.642217
-192.0,367,29941.655848
-188.6,367,29944.04867
-5056.5,768,29963.930635
-610.0,367,29966.755337
-5154.4,768,29988.948381
-190.1,367,29991.649637
-600.5,367,29995.302074
-5153.5,768,30015.656142
-604.4,368,30020.988101
-598.4,367,30025.209434
-5053.7,768,30045.690436
-184.8,367,30049.223988
-606.1,367,30055.345818
-5153.7,772,30076.49866
-184.1,367,30079.885624
-5180.5,772,30101.550859
-185.2,368,30106.770772
-602.8,367,30110.890435
-5187.3,772,30129.810128
-187.2,367,30132.773283
-5152.4,768,30154.791428
-5153.3,768,30175.705073
-599.8,367,30179.872262
-604.9,367,30183.937895
-190.4,367,30188.831378
-188.5,367,30192.605867
-5229.6,772,30212.085169
-611.8,367,30215.802611
-191.4,368,30220.72825
-185.2,367,30224.699577
-5168.4,768,30244.445081
-597.3,367,30248.503506
-191.4,367,30252.323766
-190.0,367,30257.179655
-191.9,367,30259.760585
-600.6,367,30262.45438
-5110.5,768,30283.543506
-605.0,367,30288.819635
-188.4,367,30291.446797
-188.1,370,30293.856047
-5086.3,773,30313.479451
-5189.2,772,30336.350657
-611.2,367,30340.311141
-187.3,367,30343.121719
-600.0,369,30345.74611
-188.5,368,30348.222981
-616.7,367,30352.481176
-188.6,367,30356.451487
-5112.8,768,30376.987689
-191.4,368,30380.856758
-5172.0,772,30402.8242
-5093.0,768,30422.767055
-189.8,367,30426.273647
-600.2,367,30430.393581
-614.9,367,30435.132772
-609.5,367,30439.22484
-609.1,367,30443.359344
-5097.4,768,30461.374757
-5145.0,768,30484.921174
-191.7,367,30488.433814
-195.1,367,30490.765544
-191.9,368,30493.144581
-606.7,367,30497.228994
-605.8,368,30502.365109
-186.8,367,30504.664416
-600.6,368,30508.908564
-192.2,367,30512.765602
-186.6,367,30516.504711
-600.7,367,30521.0425
-594.3,368,30525.206831
-5084.0,768,30544.680386
-600.5,367,30547.574944
-602.8,367,30550.168557
-598.7,367,30553.996437
-187.7,367,30556.404063
-5118.8,772,30576.889966
-5068.0,768,30598.780116
-599.1,367,30602.374056
-609.3,367,30605.497983
-5107.1,772,30624.549798
-186.1,367,30628.322499
-603.2,367,30633.993199
-5187.1,770,30654.82783
-599.1,367,30657.40771
-5154.2,770,30677.110617
-604.1,367,30680.815098
-185.7,367,30683.926044
-188.1,367,30686.596651
-5149.8,772,30706.197741
-5155.7,773,30728.524851
-193.7,367,30732.448403
-610.3,369,30736.315355
-5068.9,768,30757.111779
-595.8,367,30760.496075
-5164.5,773,30779.415575
-180.4,367,30782.460046
-4984.8,768,30803.50746
-182.8,367,30807.401485
-598.5,367,30811.643922
-595.3,367,30815.748463
-5114.0,772,30836.59848
-5137.4,774,30856.377319
-591.0,367,30860.549302
-182.2,367,30863.795704
-183.3,367,30869.368232
-5137.1,772,30887.854867
-178.5,367,30891.076003
-592.6,367,30893.846056
-5142.2,773,30913.620403
-180.5,369,30917.228805
-180.2,367,30921.16779
-179.1,367,30923.646432
-5156.4,768,30944.220835
-186.6,367,30947.475878
-5153.4,772,30968.43288
-186.4,367,30972.209611
-184.1,368,30976.167167
-185.5,368,30981.309068
-597.1,367,30985.375913
-599.6,367,30989.410097
-185.1,367,30993.144846
-5119.6,768,31014.685104
-600.8,367,31018.149822
-184.0,367,31020.481352
-607.7,367,31023.974017
-5111.9,769,31043.361831
-603.4,367,31048.229764
-182.6,370,31052.026338
-606.1,367,31055.723843
-594.7,367,31058.946649
-5070.6,768,31080.225487
-600.4,367,31084.143074
-602.6,367,31087.482932
-596.7,367,31091.65011
-599.8,367,31094.495763
-604.1,367,31098.50797
-602.8,367,31103.847521
-5127.4,768,31124.650379
-593.4,371,31128.77062
-5172.5,768,31150.200859
-593.3,367,31154.062466
-184.3,367,31156.366171
-601.0,367,31160.099712
-181.5,367,31162.631332
-5139.9,772,31183.576193
-5044.9,768,31201.180658
-600.9,367,31204.329449
-5102.2,769,31226.118255
-5073.5,768,31245.911577
-600.1,367,31248.487512
-5131.9,769,31266.74204
-591.8,367,31270.931887
-5066.2,772,31291.413564
-181.7,367,31295.340918
-602.2,367,31298.898122
-179.5,367,31304.113717
-5106.3,768,31323.958599
-594.5,367,31326.524929
-604.4,367,31330.665065
-597.3,367,31335.949463
-5151.0,773,31356.354408
-5123.6,768,31376.709133
-177.1,367,31380.023439
-586.0,367,31385.023036
-5153.4,769,31403.265244
-602.7,367,31406.325697
-598.4,367,31410.452689
-181.9,367,31415.472207
-595.9,367,31419.737316
-5108.0,768,31440.222958
-601.0,367,31443.263934
-5134.5,772,31464.001593
-5139.4,768,31483.472844
-182.7,367,31485.882781
-181.9,367,31489.573406
-593.4,368,31494.823647
-181.9,367,31498.651624
-5172.1,768,31517.313179
-181.9,367,31520.990554
-187.2,367,31523.433407
-186.0,367,31526.988287
-183.7,367,31529.325888
-186.7,367,31532.823133
-183.0,367,31536.440917
-5143.7,768,31557.426287
-185.8,367,31559.872385
-5171.0,772,31578.400825
-601.3,368,31582.52205
-191.8,367,31586.209908
-5167.8,772,31607.307042
-189.1,367,31611.146333
-193.0,367,31614.702745
-616.3,367,31617.417897
-192.6,367,31622.10884
-5205.7,772,31642.063181
-191.2,367,31645.164256
-192.7,367,31647.724346
-5186.2,772,31668.183574
-191.7,367,31671.134602
-5164.7,772,31689.74413
-603.4,367,31692.259115
-612.2,367,31696.137119
-187.7,367,31699.300548
-614.8,367,31703.085363
-610.3,368,31705.852809
-617.1,367,31709.635102
-5130.8,772,31731.348658
-5141.2,768,31751.481697
-5188.6,769,31771.633415
-5159.6,772,31794.510677
-5156.9,768,31814.843597
-5151.6,768,31836.657134
-608.8,367,31840.119779
-187.7,367,31843.6791
-604.3,367,31847.69741
-5203.3,772,31868.607061
-188.3,367,31872.678304
-190.2,367,31875.570963
-5166.0,768,31895.243806
-611.0,367,31899.332212
-194.2,367,31904.725523
-5186.5,768,31925.96535
-186.4,367,31929.112247
-187.1,367,31931.663546
-186.1,369,31935.539263
-197.3,367,31938.311391
-194.3,367,31941.879174
-193.0,367,31945.640038
-602.7,368,31949.493556
-189.5,367,31953.060453
-190.3,367,31957.330411
-604.1,367,31960.789153
-5148.8,768,31981.45471
-613.4,367,31985.516709
-185.1,367,31989.500489
-189.3,367,31994.763607
-184.7,367,31997.490259
-5132.4,768,32015.681785
-189.4,367,32019.342799
-5221.1,772,32040.446758
-182.3,367,32044.287799
-185.2,369,32048.159509
-603.4,369,32052.26563
-183.3,367,32056.088027
-602.2,367,32061.538537
-5128.7,770,32081.471725
-5199.0,769,32101.912028
-5175.4,772,32123.225956
-611.0,367,32126.977826
-5143.3,772,32147.784702
-5118.7,772,32168.979482
-5136.0,768,32190.346204
-183.8,367,32194.042817
-603.5,367,32198.17521
-605.9,367,32203.395479
-185.3,367,32206.444179
-5170.6,768,32226.032891
-5142.7,769,32246.80255
-5124.0,770,32268.203759
-5160.9,772,32288.514497
-612.3,367,32294.153785
-5145.3,768,32313.92344
-604.7,367,32316.509101
-604.6,367,32320.332824
-605.3,367,32324.397278
-5175.2,768,32345.34488
-188.2,367,32349.012847
-604.8,367,32352.27922
-610.9,367,32356.26587
-596.8,367,32362.291254
-5128.0,770,32383.037431
-5173.6,769,32404.427095
-183.6,367,32406.957974
-5150.1,772,32427.12388
-182.9,367,32430.792219
-181.7,367,32434.564121
-185.6,367,32438.436272
-603.9,367,32444.345106
-597.8,367,32448.401091
-585.0,367,32452.584653
-600.1,367,32456.647066
-5027.4,768,32476.296305
-176.6,367,32481.650302
-183.2,367,32484.84119
-601.1,367,32489.011073
-5100.7,768,32509.922117
-603.6,367,32516.157716
-183.5,367,32519.918152
-184.4,367,32523.312364
-601.7,367,32527.316017
-600.7,367,32530.530705
-5139.6,768,32552.476133
-180.1,367,32554.855844
-599.6,367,32557.337814
-5139.5,773,32577.272069
-5101.0,768,32599.809458
-599.2,367,32603.475886
-179.9,367,32607.156101
-5133.4,768,32628.958562
-5162.9,772,32651.784132
-5183.3,772,32671.753416
-5108.5,772,32692.378436
-587.3,367,32696.125343
-5053.3,768,32716.745205
-5139.8,769,32738.690974
-5172.2,768,32760.917458
-181.6,367,32763.82706
-182.1,367,32766.17478
-598.7,367,32770.228724
-182.8,367,32775.961996
-184.2,367,32779.369898
-597.3,367,32783.12293
-180.8,367,32786.563084
-592.7,368,32790.933053
-601.6,367,32796.601325
-180.1,367,32800.361939
-597.4,367,32804.401819
-587.6,367,32808.45237
-5023.5,773,32828.773729
-598.6,367,32834.595869
-179.3,367,32837.69345
-183.5,367,32840.230894
-5099.0,768,32859.130819
-182.8,367,32862.699816
-596.0,368,32865.332938
-182.0,367,32867.737931
-187.0,367,32870.210398
-182.7,367,32872.623781
-184.3,367,32875.371347
-5022.7,768,32895.614583
-5109.2,772,32912.625612
-589.1,367,32916.493361
-184.7,367,32921.675476
-5100.8,768,32940.282445
-182.5,367,32943.970079
-5151.0,769,32964.147698
-605.3,367,32968.995165
-5162.7,770,32988.648221
-182.4,367,32991.583573
-5148.1,769,33013.637707
-5155.9,768,33033.899475
-179.7,367,33037.887998
-5120.0,768,33060.050661
-614.5,367,33062.831077
-601.7,368,33065.417129
-5067.8,770,33084.398144
-178.6,367,33088.252007
-590.3,367,33094.005716
-5102.4,768,33114.625853
-608.5,367,33118.297403
-5124.5,768,33139.664366
-184.7,367,33142.812452
-602.5,367,33145.538021
-182.3,367,33149.474269
-5160.6,768,33170.386455
-184.6,368,33175.810722
-184.6,367,33179.513669
-5094.2,768,33198.404271
-5030.0,768,33218.46744
-5040.2,769,33237.057816
-182.2,367,33240.109616
-599.7,367,33244.19582
-603.4,367,33248.209505
-5083.8,772,33269.083081
-178.6,367,33272.981106
-605.8,367,33277.147369
-600.2,367,33281.361777
-5154.2,772,33301.698438
-602.9,367,33304.217515
-5088.7,768,33321.48261
-608.4,367,33325.312112
-188.3,367,33330.819846
-186.1,367,33334.566519
-185.4,367,33338.405817
-182.6,367,33340.734607
-595.1,371,33343.922476
-604.5,367,33349.294458
-590.3,367,33353.457507
-590.1,367,33357.377633
-584.5,367,33361.534002
-5137.3,769,33381.717221
-591.3,367,33385.853096
-5058.6,768,33404.582619
-5075.4,768,33424.317685
-593.9,367,33428.923898
-179.9,367,33431.376512
-5083.9,768,33449.366411
-602.5,371,33453.306171
-183.7,367,33458.435664
-596.6,367,33462.29475
-593.0,367,33464.804084
-5042.4,772,33483.609117
-179.7,367,33485.968912
-5156.9,768,33507.060486
-180.6,367,33510.779557
-595.3,367,33514.838815
-187.4,367,33517.206862
-185.3,367,33521.108505
-599.7,367,33525.148376
-188.9,367,33528.884933
-5093.9,768,33547.755768
-186.7,367,33551.556071
-594.4,367,33557.383647
-183.2,367,33560.489673
-5144.7,768,33578.870302
-5112.2,772,33600.507557
-5111.5,768,33621.158322
-589.0,367,33625.013843
-181.5,367,33628.698281
-5066.8,769,33650.425096
-180.9,367,33653.308767
-5050.8,768,33673.556096
-180.5,367,33677.458475
-5094.0,772,33698.797367
-182.7,367,33702.591216
-5079.9,768,33722.941425
-183.9,367,33726.840286
-5071.6,768,33747.916039
-601.5,367,33752.026187
-5160.7,768,33771.464828
-187.8,367,33776.19704
-5101.2,769,33797.599747
-5100.1,772,33819.338963
-187.1,368,33824.691909
-185.4,368,33828.305924
-598.7,367,33831.477566
-186.2,368,33833.820295
-600.1,367,33836.696248
-5109.7,768,33858.184806
-5046.6,768,33879.351945
-177.5,367,33883.129555
-596.2,367,33887.042444
-5056.1,773,33908.516233
-177.8,367,33912.422429
-5022.9,768,33933.442844
-5054.9,772,33955.381876
-5067.1,768,33975.15038
-605.8,367,33977.649466
-177.7,367,33979.994101
-587.7,368,33983.983331
-568.3,367,33986.474661
-5041.7,772,34006.804432
-176.7,368,34010.693362
-585.8,367,34014.123955
-589.1,367,34018.151356
-172.2,367,34021.316999
-4963.3,769,34041.117561
-5093.9,768,34063.430588
-5113.2,768,34084.01183
-583.2,367,34087.183883
-5135.1,769,34108.803865
-592.1,367,34112.780488
-583.9,367,34115.469842
-5085.7,768,34134.404061
-590.0,367,34137.020301
-178.2,367,34141.535898
-593.0,367,34145.31995
-5113.0,769,34165.552594
-5135.6,770,34186.792916
-5112.3,770,34206.702941
-5121.0,769,34227.899317
-5042.1,772,34248.606678
-581.3,367,34252.413688
-5128.6,773,34272.612696
-5095.6,772,34293.529174
-5125.6,768,34311.229078
-5089.4,768,34330.935878
-576.8,367,34336.392008
-5126.6,772,34356.923158
-5158.9,768,34377.673303
-590.2,367,34381.709131
-5136.0,768,34403.132191
-177.9,367,34406.968634
-5109.3,768,34428.798042
-182.4,367,34433.609318
-185.9,367,34437.066584
-183.9,367,34440.199339
-5034.9,768,34461.871591
-597.4,367,34465.606051
-182.4,367,34469.949626
-598.8,367,34472.923675
-597.6,367,34476.316776
-5067.5,772,34495.760774
-185.0,367,34501.203699
-5046.3,772,34520.428466
-5085.0,773,34540.912535
-594.1,367,34546.09675
-182.6,367,34549.859797
-183.4,367,34553.467916
-5056.7,768,34571.178534
-187.4,367,34574.95106
-186.3,367,34579.237358
-598.6,367,34583.186707
-599.8,367,34587.284438
-187.1,369,34591.016832
-185.2,367,34593.669284
-185.5,367,34597.692317
-5097.9,768,34617.735148
-5172.3,769,34638.277098
-5106.1,769,34660.66045
-587.6,367,34664.824031
-185.7,368,34667.189481
-608.0,367,34670.576303
-607.3,367,34674.51778
-185.1,367,34679.530948
-5115.8,772,34699.937377
-595.7,367,34704.213495
-187.8,367,34707.16984
-188.1,368,34710.482336
-5026.1,773,34731.895657
-5082.6,773,34751.952042
-600.2,367,34756.060158
-5171.5,773,34778.321753
-5090.9,768,34797.507815
-188.4,367,34801.404854
-191.0,367,34803.907866
-5148.7,768,34825.423414
-189.7,367,34829.377961
-608.1,367,34833.602172
-190.9,367,34837.413306
-5154.4,769,34858.887849
-5197.5,772,34879.768357
-598.4,367,34883.572884
-5157.5,768,34906.646063
-614.1,367,34910.856326
-595.0,367,34915.087791
-189.6,367,34918.299053
-192.2,367,34921.992426
-606.2,367,34926.628916
-194.0,367,34929.329341
-5102.9,768,34946.794576
-192.4,367,34949.126405
-604.5,369,34954.309111
-5135.0,768,34973.410235
-607.3,367,34977.613138
-193.3,367,34980.092357
-5169.8,773,35000.8893
-5119.1,768,35021.679114
-608.8,367,35025.829645
-5132.6,768,35046.579889
-603.1,367,35050.375144
-5164.8,772,35069.296752
-5118.1,773,35090.778864
-194.9,367,35096.154413
-594.1,367,35100.180058
-5161.5,768,35118.500056
-189.4,367,35120.854806
-5079.2,768,35143.488396
-600.2,367,35147.570024
-5020.7,772,35167.935212
-191.6,367,35172.628391
-191.5,368,35175.594833
-5096.3,769,35195.55387
-606.4,367,35199.720905
-5127.4,768,35219.699426
-191.9,367,35223.615276
-603.3,367,35227.678888
-185.6,367,35230.767888
-594.1,367,35233.401352
-187.6,367,35239.224831
-5157.4,769,35259.302339
-604.6,367,35263.311653
-598.0,367,35267.451365
-190.3,367,35271.260843
-614.6,370,35277.295274
-5073.6,768,35297.031399
-605.7,367,35301.215319
-5107.1,772,35321.2724
-601.0,367,35325.059738
-5075.0,773,35344.713331
-5058.8,768,35364.76665
-5135.6,769,35387.278786
-5154.4,768,35407.384894
-185.9,367,35411.124259
-189.9,367,35415.629102
-191.3,367,35419.066804
-619.1,367,35423.027857
-190.5,367,35426.109517
-598.6,368,35428.672342
-190.7,367,35431.947893
-608.9,367,35436.365902
-607.5,367,35439.610703
-195.1,367,35443.229786
-5177.3,769,35463.559435
-616.5,367,35467.555597
-5080.3,768,35487.330103
-599.2,367,35491.39726
-191.5,367,35493.928905
-600.4,367,35496.705274
-596.9,367,35502.475166
-187.9,367,35506.444779
-593.8,367,35510.39068
-600.9,367,35514.470345
-598.4,367,35518.302121
-612.5,367,35523.538433
-184.0,367,35526.132671
-186.4,367,35528.621059
-5105.3,772,35547.597773
-5118.6,768,35568.501098
-187.8,367,35571.973312
-597.6,367,35576.11087
-185.8,367,35579.74689
-186.7,367,35583.555404
-5117.8,769,35604.85409
-601.7,367,35608.121661
-190.0,367,35611.715976
-189.1,367,35615.032213
-5147.7,768,35636.426884
-191.0,367,35640.13631
-598.7,367,35644.250395
-5033.6,773,35664.033741
-5105.9,773,35686.298585
-188.6,367,35689.116457
-5150.4,769,35709.816257
-188.6,369,35713.857574
-596.1,367,35717.819933
-188.0,367,35721.623397
-185.9,367,35725.467835
-187.1,367,35729.253871
-188.7,367,35733.15567
-602.6,367,35739.011803
-5146.8,772,35760.341498
-5122.2,772,35779.550829
-188.9,367,35784.666
-5151.9,772,35806.134762
-5122.5,772,35827.354521
-5135.7,768,35848.877401
-186.7,367,35851.850799
-5154.5,768,35872.705757
-187.3,369,35876.214167
-5068.2,768,35898.636976
-193.2,367,35901.507857
-5150.0,773,35916.873793
-193.0,368,35921.618631
-5002.2,768,35940.956123
-192.3,367,35943.3509
-190.5,367,35947.169001
-5081.6,769,35967.374367
-192.0,367,35971.098961
-190.4,367,35974.930514
-5141.1,769,35992.592288
-5125.7,768,36014.784092
-600.4,367,36018.761665
-5118.4,768,36038.837253
-190.9,367,36042.65887
-603.3,368,36047.562323
-609.0,369,36051.389949
-187.8,367,36054.029817
-596.7,367,36057.010895
-189.1,369,36059.679114
-610.0,368,36065.290708
-599.8,367,36069.416523
-5116.3,772,36088.463543
-5113.9,768,36107.776433
-5106.8,768,36129.193496
-600.0,369,36132.487838
-5053.7,768,36152.716614
-185.3,367,36157.482833
-5135.4,772,36176.835461
-600.3,367,36180.258926
-5131.7,769,36202.210116
-593.8,368,36206.033979
-601.1,367,36209.400267
-184.3,367,36212.12977
-185.2,368,36215.838707
-187.1,367,36218.466505
-5068.5,769,36239.195259
-5119.6,768,36257.076174
-183.7,367,36259.561662
-178.2,369,36263.238741
-5135.5,768,36283.850634
-601.5,367,36286.843762
-181.3,367,36289.168852
-602.7,367,36291.806923
-5099.0,773,36312.244313
-613.1,368,36315.506674
-5125.1,772,36335.211087
-597.9,367,36339.612895
-187.6,367,36342.424618
-5120.4,768,36363.037558
-179.2,367,36366.880034
-183.9,367,36370.495533
-5104.6,768,36390.50323
